,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,two hundred six,0.png,sixty sixty eighty,16,1.png,two hundred sixty,sixty sixty eighty,16,0
1,one hundred,2.png,ninety eighty,11,3.png,one thousand,ninety ninety,9,0
2,sixty seven,4.png,sixty eighty,6,5.png,six hundred seventy,sixty eighty eighty,12,1
3,one thousand two,6.png,ninety ninety eighty,17,7.png,one thousand twenty,ninety ninety eighty,17,0
4,twenty one,8.png,sixty sixty,9,9.png,two hundred one,sixty sixty eighty,14,1
5,one hundred five,10.png,sixty sixty eighty,16,11.png,one hundred twenty five,sixty eighty eighty eighty,22,1
6,three hundred five,12.png,sixty sixty eighty,17,13.png,three hundred fifty,sixty sixty eighty,17,0
7,forty two,14.png,sixty sixty,8,15.png,four hundred two,sixty sixty eighty,14,1
8,five,16.png,sixty,4,17.png,fifteen,sixty,4,0
9,eleven,18.png,sixty,6,19.png,twenty four,sixty sixty,11,1
10,two,20.png,sixty,5,21.png,eight,sixty,5,0
11,twenty five,22.png,sixty sixty,8,23.png,four hundred five,sixty sixty eighty,13,1
12,sixty two,24.png,sixty sixty,5,25.png,six hundred two,ninety ninety eighty,15,1
13,twenty one,26.png,sixty sixty,9,27.png,two hundred ten,ninety eighty eighty,15,1
14,twenty four,28.png,sixty sixty,9,29.png,two hundred four,sixty sixty eighty,14,1
15,seventeen,30.png,thirteen,5,31.png,twenty one,sixty sixty,10,1
16,thirty five,32.png,sixty sixty,7,33.png,three hundred five,sixty sixty eighty,12,1
17,forty seven,34.png,thirteen thirteen,12,35.png,four hundred seventy,sixty sixty eighty,13,1
18,nineteen,36.png,sixty,6,37.png,one hundred nine,sixty sixty eighty,15,1
19,sixteen,38.png,sixty,3,39.png,one hundred six,sixty sixty eighty,13,1
20,fifty three,40.png,sixty sixty,7,41.png,eighty,sixty,8,1
21,two hundred sixteen,42.png,sixty eighty eighty,18,43.png,two hundred sixty one,sixty sixty eighty eighty,21,1
22,four hundred twelve,44.png,sixty sixty eighty,18,45.png,four hundred twenty one,sixty sixty eighty eighty,21,1
23,six,46.png,sixty,2,47.png,thirteen,sixty,2,0
