,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,seventy eight,0.png,three thirteen,12,1.png,eight hundred seven,three three seventeen,16,1
1,sixty four,2.png,three nine,9,3.png,six hundred four,three three three,15,1
2,eighty five,4.png,nine nine,7,5.png,eight hundred fifty,three twenty seventeen,16,1
3,thirty six,6.png,nine nine,8,7.png,three hundred six,nine nine nine,12,1
4,twelve,8.png,three,4,9.png,twenty two,three twelve,6,1
5,four hundred,10.png,three three,9,11.png,four thousand,three thousand,11,1
6,seventy six,12.png,three nine,9,13.png,seven hundred sixty,three twenty thousand,14,1
7,thirty one,14.png,three nine,5,15.png,three hundred one,three nine nine,10,1
8,eighty nine,16.png,three nine,6,17.png,eight hundred nine,three seventeen seventeen,20,1
9,three hundred seven,18.png,three nine nine,9,19.png,three hundred sixty seven,three nine nine nine,12,1
10,thirteen,20.png,twenty,6,21.png,forty two,three nine,6,0
11,five hundred eight,22.png,three nine seventeen,16,23.png,five hundred eighty,three nine seventeen,16,0
12,two thousand three,24.png,three twenty thousand,16,25.png,two thousand thirty,three three thousand,16,0
13,three hundred six,26.png,nine nine nine,12,27.png,three hundred sixty,nine nine nine,12,0
14,seven,28.png,eighty,6,29.png,eighteen,twenty,5,0
15,five,30.png,thirteen,6,31.png,eight,thirty,5,0
16,five hundred,32.png,three nine,9,33.png,five thousand,three seventeen,11,1
17,thirty six,34.png,nine nine,8,35.png,five hundred nine,nine nine nine,12,1
18,forty two,36.png,three nine,8,37.png,four hundred twenty,three twenty twenty,13,1
19,twenty seven,38.png,three hundred,10,39.png,two hundred seven,three three thousand,15,1
20,six hundred eight,40.png,three seventeen seventeen,19,41.png,six hundred fifty eight,three nine seventeen seventeen,23,1
21,seventeen,42.png,three,7,43.png,twenty eight,nine thirteen,8,1
22,five hundred sixty seven,44.png,three nine nine nine,17,45.png,five hundred seventy six,nine nine twelve twelve,17,0
23,one,46.png,eighty,6,47.png,nine,thirty,6,0
