,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,seventy eight,0.png,eighteen <unk>,12,1.png,eight hundred seven,eighteen eleven eleven,18,1
1,sixty four,2.png,two eleven,10,3.png,six hundred four,eleven eleven eleven,19,1
2,eighty five,4.png,two eleven,10,5.png,eight hundred fifty,eleven eleven eleven,16,1
3,thirty six,6.png,two eleven,9,7.png,three hundred six,eleven eleven eleven,19,1
4,twelve,8.png,<unk>,6,9.png,twenty two,eighteen eleven,10,1
5,four hundred,10.png,eleven eleven,12,11.png,four thousand,eleven eleven,12,0
6,seventy six,12.png,eighteen eleven,13,13.png,seven hundred sixty,eighteen eleven eleven,18,1
7,thirty one,14.png,two eleven,9,15.png,three hundred one,eleven eleven eleven,17,1
8,eighty nine,16.png,two eleven,10,17.png,eight hundred nine,eleven eleven eleven,16,1
9,three hundred seven,18.png,eighteen eleven eleven,13,19.png,three hundred sixty seven,eighteen eleven eleven eleven,18,1
10,thirteen,20.png,two,7,21.png,forty two,<unk> <unk>,10,1
11,five hundred eight,22.png,two eleven eleven,15,23.png,five hundred eighty,two eleven eleven,15,0
12,two thousand three,24.png,eleven eleven eleven,18,25.png,two thousand thirty,eleven eleven eleven,18,0
13,three hundred six,26.png,eleven eleven eleven,17,27.png,three hundred sixty,eleven eleven eleven,17,0
14,seven,28.png,eighteen,6,29.png,eighteen,two,5,0
15,five,30.png,two,4,31.png,eight,two,4,0
16,five hundred,32.png,eleven eleven,10,33.png,five thousand,eleven eleven,10,0
17,thirty six,34.png,two eleven,9,35.png,five hundred nine,two eleven eleven,15,1
18,forty two,36.png,<unk> <unk>,10,37.png,four hundred twenty,eleven eleven eleven,19,1
19,twenty seven,38.png,eighteen eleven,9,39.png,two hundred seven,eighteen eleven eleven,14,1
20,six hundred eight,40.png,eleven eleven eleven,17,41.png,six hundred fifty eight,eighteen eleven eleven <unk>,23,1
21,seventeen,42.png,<unk>,8,43.png,twenty eight,two eleven,7,0
22,five hundred sixty seven,44.png,eighteen eleven eleven eleven,20,45.png,five hundred seventy six,eighteen eleven eleven eleven,20,0
23,one,46.png,eighteen,7,47.png,nine,two,3,0
