,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,two hundred six,0.png,two eleven eleven,12,1.png,two hundred sixty,two eleven eleven,12,0
1,one hundred,2.png,two eleven,9,3.png,one thousand,two eleven,9,0
2,sixty seven,4.png,three thirteen,11,5.png,six hundred seventy,four eleven eleven,13,1
3,one thousand two,6.png,two eleven eleven,16,7.png,one thousand twenty,two eleven eleven,16,0
4,twenty one,8.png,four four,9,9.png,two hundred one,two two eleven,9,0
5,one hundred five,10.png,two eleven eleven,13,11.png,one hundred twenty five,three three three three,16,1
6,three hundred five,12.png,fifteen eleven eleven,15,13.png,three hundred fifty,fifteen eleven eleven,15,0
7,forty two,14.png,three three,8,15.png,four hundred two,two eleven eighty,15,1
8,five,16.png,fifteen,4,17.png,fifteen,four,3,0
9,eleven,18.png,four,6,19.png,twenty four,two three,8,1
10,two,20.png,three,4,21.png,eight,fifteen,6,1
11,twenty five,22.png,fifteen three,10,23.png,four hundred five,two three thirteen,12,1
12,sixty two,24.png,fifteen thirteen,12,25.png,six hundred two,two eleven eleven,16,1
13,twenty one,26.png,four four,9,27.png,two hundred ten,four eleven eleven,15,1
14,twenty four,28.png,two three,8,29.png,two hundred four,two two eleven,10,1
15,seventeen,30.png,four,9,31.png,twenty one,four four,9,0
16,thirty five,32.png,fifteen three,10,33.png,three hundred five,fifteen eleven eleven,17,1
17,forty seven,34.png,four four,8,35.png,four hundred seventy,four four eighty,12,1
18,nineteen,36.png,four,8,37.png,one hundred nine,two eleven eleven,12,1
19,sixteen,38.png,four,7,39.png,one hundred six,two eleven eleven,14,1
20,fifty three,40.png,three three,5,41.png,eighty,fifteen,6,1
21,two hundred sixteen,42.png,four four eleven,15,43.png,two hundred sixty one,two two three <unk>,14,0
22,four hundred twelve,44.png,four four four,12,45.png,four hundred twenty one,two four three <unk>,15,1
23,six,46.png,fifteen,6,47.png,thirteen,four,4,0
