,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,two hundred six,0.png,<start> fifteen fifteen,18,1.png,two hundred sixty,<start> <end> <end>,15,0
1,one hundred,2.png,<start> <end>,11,3.png,one thousand,<start> fifteen,13,1
2,sixty seven,4.png,<pad> <pad>,10,5.png,six hundred seventy,<start> <end> fifteen,15,1
3,one thousand two,6.png,<start> fifteen fifteen,20,7.png,one thousand twenty,<start> <end> <end>,16,0
4,twenty one,8.png,forty <pad>,9,9.png,two hundred one,<start> <end> fifteen,16,1
5,one hundred five,10.png,<start> fifteen fifteen,17,11.png,one hundred twenty five,<start> <end> fifteen fifteen,21,1
6,three hundred five,12.png,<start> fifteen fifteen,15,13.png,three hundred fifty,<start> fifteen fifteen,15,0
7,forty two,14.png,forty forty,5,15.png,four hundred two,<start> <end> <end>,16,1
8,five,16.png,<pad>,5,17.png,fifteen,thirteen,6,1
9,eleven,18.png,forty,6,19.png,twenty four,forty forty,11,1
10,two,20.png,thirteen,7,21.png,eight,thirteen,7,0
11,twenty five,22.png,thirteen <end>,11,23.png,four hundred five,<start> fifteen fifteen,17,1
12,sixty two,24.png,<start> <end>,10,25.png,six hundred two,<start> fifteen fifteen,18,1
13,twenty one,26.png,forty <pad>,9,27.png,two hundred ten,<start> <end> <end>,14,1
14,twenty four,28.png,forty forty,7,29.png,two hundred four,<start> <end> <end>,15,1
15,seventeen,30.png,forty,8,31.png,twenty one,forty <pad>,11,1
16,thirty five,32.png,<start> fifteen,9,33.png,three hundred five,<start> fifteen fifteen,16,1
17,forty seven,34.png,forty forty,5,35.png,four hundred seventy,<pad> <pad> <pad>,16,1
18,nineteen,36.png,<pad>,8,37.png,one hundred nine,<start> <end> fifteen,16,1
19,sixteen,38.png,<pad>,7,39.png,one hundred six,<start> fifteen fifteen,17,1
20,fifty three,40.png,thirteen fifteen,11,41.png,eighty,<start>,9,0
21,two hundred sixteen,42.png,<start> fifteen fifteen,14,43.png,two hundred sixty one,<start> fifteen fifteen fifteen,21,1
22,four hundred twelve,44.png,<start> forty forty,17,45.png,four hundred twenty one,<start> <end> <end> <end>,18,1
23,six,46.png,<pad>,5,47.png,thirteen,forty,5,0
