,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,two hundred six,0.png,three three three,13,1.png,two hundred sixty,three three three,13,0
1,one hundred,2.png,three three,9,3.png,one thousand,three three,9,0
2,sixty seven,4.png,three three,9,5.png,six hundred seventy,three hundred hundred,18,1
3,one thousand two,6.png,three three three,14,7.png,one thousand twenty,three three three,14,0
4,twenty one,8.png,three three,8,9.png,two hundred one,three three three,12,1
5,one hundred five,10.png,three three three,13,11.png,one hundred twenty five,three three three three,16,1
6,three hundred five,12.png,four three three,14,13.png,three hundred fifty,four three three,14,0
7,forty two,14.png,nineteen nineteen,14,15.png,four hundred two,three three three,13,0
8,five,16.png,thirteen,6,17.png,fifteen,fifteen,4,0
9,eleven,18.png,fifteen,5,19.png,twenty four,thirteen three,12,1
10,two,20.png,three,4,21.png,eight,three,4,0
11,twenty five,22.png,three five,5,23.png,four hundred five,fifteen three three,13,1
12,sixty two,24.png,three three,9,25.png,six hundred two,three three three,14,1
13,twenty one,26.png,three three,8,27.png,two hundred ten,three three three,12,1
14,twenty four,28.png,thirteen three,11,29.png,two hundred four,three three three,13,1
15,seventeen,30.png,thirteen,5,31.png,twenty one,three three,8,1
16,thirty five,32.png,thirteen nineteen,9,33.png,three hundred five,four three three,12,1
17,forty seven,34.png,thirteen thirteen,12,35.png,four hundred seventy,nine three three,13,1
18,nineteen,36.png,three,6,37.png,one hundred nine,three three three,13,1
19,sixteen,38.png,three,5,39.png,one hundred six,three three three,14,1
20,fifty three,40.png,four nineteen,10,41.png,eighty,three,6,0
21,two hundred sixteen,42.png,three three three,13,43.png,two hundred sixty one,three three three three,17,1
22,four hundred twelve,44.png,fifteen three three,14,45.png,four hundred twenty one,fifteen three three three,18,1
23,six,46.png,three,5,47.png,thirteen,thirteen,7,1
