,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,seventy eight,0.png,fifteen eighty,8,1.png,eight hundred seven,four seventeen seventeen,15,1
1,sixty four,2.png,fifty thirteen,9,3.png,six hundred four,four <unk> thirteen,17,1
2,eighty five,4.png,four thirteen,11,5.png,eight hundred fifty,four seventeen <unk>,17,1
3,thirty six,6.png,fifteen fifteen,12,7.png,three hundred six,four <unk> <unk>,14,1
4,twelve,8.png,fifteen,6,9.png,twenty two,fifteen thirteen,13,1
5,four hundred,10.png,four <unk>,5,11.png,four thousand,four seventeen,7,1
6,seventy six,12.png,fifteen eighty,12,13.png,seven hundred sixty,four <unk> <unk>,14,1
7,thirty one,14.png,hundred eighty,12,15.png,three hundred one,four <unk> <unk>,13,1
8,eighty nine,16.png,four fifty,10,17.png,eight hundred nine,seventeen seventeen seventeen,23,1
9,three hundred seven,18.png,four <unk> <unk>,15,19.png,three hundred sixty seven,four three thirteen thirteen,17,1
10,thirteen,20.png,fifteen,3,21.png,forty two,four thirteen,5,1
11,five hundred eight,22.png,four seventeen seventeen,17,23.png,five hundred eighty,four seventeen seventeen,17,0
12,two thousand three,24.png,four seventeen seventeen,20,25.png,two thousand thirty,four <unk> <unk>,15,0
13,three hundred six,26.png,four <unk> <unk>,14,27.png,three hundred sixty,four <unk> <unk>,14,0
14,seven,28.png,hundred,6,29.png,eighteen,fifteen,5,0
15,five,30.png,fifteen,4,31.png,eight,seventeen,7,1
16,five hundred,32.png,four <unk>,8,33.png,five thousand,seventeen seventeen,14,1
17,thirty six,34.png,fifteen fifteen,12,35.png,five hundred nine,four <unk> <unk>,14,1
18,forty two,36.png,four thirteen,8,37.png,four hundred twenty,four <unk> fifty,12,1
19,twenty seven,38.png,hundred eighty,13,39.png,two hundred seven,fifteen <unk> <unk>,15,1
20,six hundred eight,40.png,four seventeen seventeen,18,41.png,six hundred fifty eight,four seventeen seventeen seventeen,27,1
21,seventeen,42.png,hundred,7,43.png,twenty eight,four fifty,10,1
22,five hundred sixty seven,44.png,four thirteen thirteen thirteen,21,45.png,five hundred seventy six,fifteen thirteen thirteen thirteen,22,1
23,one,46.png,fifteen,6,47.png,nine,fifteen,6,0
