,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,seventy eight,0.png,ninety ninety,8,1.png,eight hundred seven,<end> ninety ninety,12,1
1,sixty four,2.png,ninety ninety,9,3.png,six hundred four,<end> ninety ninety,15,1
2,eighty five,4.png,ninety ninety,7,5.png,eight hundred fifty,<end> ninety ninety,12,1
3,thirty six,6.png,<end> ninety,11,7.png,three hundred six,<end> ninety ninety,14,1
4,twelve,8.png,ninety,6,9.png,twenty two,ninety ninety,11,1
5,four hundred,10.png,<end> ninety,11,11.png,four thousand,<end> ninety,11,0
6,seventy six,12.png,<unk> ninety,11,13.png,seven hundred sixty,<end> <end> ninety,13,1
7,thirty one,14.png,ninety ninety,8,15.png,three hundred one,<end> ninety ninety,13,1
8,eighty nine,16.png,<end> ninety,8,17.png,eight hundred nine,<end> ninety ninety,10,1
9,three hundred seven,18.png,<end> ninety ninety,16,19.png,three hundred sixty seven,<end> ninety ninety ninety,21,1
10,thirteen,20.png,ninety,6,21.png,forty two,ninety ninety,11,1
11,five hundred eight,22.png,<end> ninety ninety,15,23.png,five hundred eighty,<end> ninety ninety,15,0
12,two thousand three,24.png,<end> ninety ninety,17,25.png,two thousand thirty,<end> <end> ninety,16,0
13,three hundred six,26.png,<end> ninety ninety,16,27.png,three hundred sixty,<end> <end> ninety,15,0
14,seven,28.png,ninety,5,29.png,eighteen,ninety,5,0
15,five,30.png,ninety,4,31.png,eight,ninety,4,0
16,five hundred,32.png,<end> ninety,11,33.png,five thousand,<end> ninety,11,0
17,thirty six,34.png,<end> ninety,11,35.png,five hundred nine,<end> ninety ninety,14,1
18,forty two,36.png,ninety ninety,10,37.png,four hundred twenty,<unk> <unk> <unk>,16,1
19,twenty seven,38.png,<unk> ninety,10,39.png,two hundred seven,<end> <end> ninety,14,1
20,six hundred eight,40.png,<end> ninety ninety,14,41.png,six hundred fifty eight,<end> ninety ninety ninety,20,1
21,seventeen,42.png,<unk>,8,43.png,twenty eight,ninety ninety,10,1
22,five hundred sixty seven,44.png,<end> ninety ninety ninety,19,45.png,five hundred seventy six,<end> ninety ninety ninety,19,0
23,one,46.png,three,4,47.png,nine,ninety,4,0
