,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,two hundred six,0.png,eleven eleven eleven,18,1.png,two hundred sixty,eleven eleven eleven,18,0
1,one hundred,2.png,eleven eleven,11,3.png,one thousand,eleven eleven,11,0
2,sixty seven,4.png,eleven eleven,8,5.png,six hundred seventy,eleven eleven eleven,15,1
3,one thousand two,6.png,eleven eleven eleven,18,7.png,one thousand twenty,eleven eleven eleven,18,0
4,twenty one,8.png,eleven eleven,10,9.png,two hundred one,eleven eleven eleven,16,1
5,one hundred five,10.png,eleven eleven eleven,15,11.png,one hundred twenty five,eleven eleven eleven eleven,20,1
6,three hundred five,12.png,eleven eleven eleven,15,13.png,three hundred fifty,eleven eleven eleven,15,0
7,forty two,14.png,eleven eleven,12,15.png,four hundred two,eleven eleven eleven,19,1
8,five,16.png,eleven,4,17.png,fifteen,eleven,4,0
9,eleven,18.png,seven,2,19.png,twenty four,eleven eleven,7,1
10,two,20.png,eleven,6,21.png,eight,eleven,6,0
11,twenty five,22.png,eleven eleven,9,23.png,four hundred five,eleven eleven eleven,15,1
12,sixty two,24.png,eleven eleven,12,25.png,six hundred two,eleven eleven eleven,19,1
13,twenty one,26.png,eleven eleven,10,27.png,two hundred ten,eleven eleven eleven,16,1
14,twenty four,28.png,eleven eleven,11,29.png,two hundred four,eleven eleven eleven,17,1
15,seventeen,30.png,eleven,5,31.png,twenty one,eleven eleven,6,1
16,thirty five,32.png,eleven eleven,10,33.png,three hundred five,eleven eleven eleven,17,1
17,forty seven,34.png,eleven four,11,35.png,four hundred seventy,eleven eleven eleven,15,1
18,nineteen,36.png,eleven,5,37.png,one hundred nine,eleven eleven eleven,14,1
19,sixteen,38.png,eleven,5,39.png,one hundred six,eleven eleven eleven,17,1
20,fifty three,40.png,eleven eleven,11,41.png,eighty,eleven,10,0
21,two hundred sixteen,42.png,eleven eleven eleven,16,43.png,two hundred sixty one,eleven eleven eleven eleven,21,1
22,four hundred twelve,44.png,eleven ninety ninety,17,45.png,four hundred twenty one,eleven eleven eleven eleven,20,1
23,six,46.png,eleven,6,47.png,thirteen,eleven,6,0
