,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,two hundred six,0.png,five five five,13,1.png,two hundred sixty,fifteen five ten,14,1
1,one hundred,2.png,fifteen six,10,3.png,one thousand,fifteen five,11,1
2,sixty seven,4.png,ten six,9,5.png,six hundred seventy,fifteen six six,11,1
3,one thousand two,6.png,fifteen five five,16,7.png,one thousand twenty,five five five,15,0
4,twenty one,8.png,ten six,6,9.png,two hundred one,five six ten,10,1
5,one hundred five,10.png,five five five,9,11.png,one hundred twenty five,five six ten ten,13,1
6,three hundred five,12.png,five five five,10,13.png,three hundred fifty,five five five,10,0
7,forty two,14.png,sixteen six,9,15.png,four hundred two,fifteen six six,12,1
8,five,16.png,ten,4,17.png,fifteen,ten,4,0
9,eleven,18.png,eighty,5,19.png,twenty four,sixteen six,9,1
10,two,20.png,six,3,21.png,eight,ten,2,0
11,twenty five,22.png,ten ten,7,23.png,four hundred five,five five five,8,1
12,sixty two,24.png,thirty six,6,25.png,six hundred two,fifteen six six,12,1
13,twenty one,26.png,ten six,6,27.png,two hundred ten,fifteen six six,11,1
14,twenty four,28.png,sixteen six,10,29.png,two hundred four,ten six ten,9,0
15,seventeen,30.png,forty,8,31.png,twenty one,ten six,7,0
16,thirty five,32.png,ten ten,9,33.png,three hundred five,five five five,9,0
17,forty seven,34.png,forty six,4,35.png,four hundred seventy,six six six,11,1
18,nineteen,36.png,ten,5,37.png,one hundred nine,fifteen five five,13,1
19,sixteen,38.png,ten,4,39.png,one hundred six,five five five,12,1
20,fifty three,40.png,ten ten,8,41.png,eighty,fifteen,6,0
21,two hundred sixteen,42.png,fifteen six six,14,43.png,two hundred sixty one,ten ten ten ten,11,0
22,four hundred twelve,44.png,six six six,17,45.png,four hundred twenty one,sixteen six six six,18,1
23,six,46.png,ten,3,47.png,thirteen,ten,3,0
