,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,seventy eight,0.png,eleven seventy,9,1.png,eight hundred seven,eleven seventy seventy,12,1
1,sixty four,2.png,eleven seventy,13,3.png,six hundred four,eleven seventy seventy,18,1
2,eighty five,4.png,eleven seventy,10,5.png,eight hundred fifty,eleven seventy seventy,16,1
3,thirty six,6.png,eleven seventy,12,7.png,three hundred six,eleven seventy seventy,18,1
4,twelve,8.png,eleven,4,9.png,twenty two,eleven <start>,12,1
5,four hundred,10.png,eleven seventy,13,11.png,four thousand,eleven seventy,13,0
6,seventy six,12.png,eleven seventy,10,13.png,seven hundred sixty,eleven seventy seventy,13,1
7,thirty one,14.png,eleven seventy,12,15.png,three hundred one,eleven seventy seventy,18,1
8,eighty nine,16.png,eleven seventy,11,17.png,eight hundred nine,eleven seventy seventy,17,1
9,three hundred seven,18.png,eleven seventy seventy,14,19.png,three hundred sixty seven,eleven seventy seventy seventy,20,1
10,thirteen,20.png,eleven,6,21.png,forty two,eleven <start>,13,1
11,five hundred eight,22.png,eleven seventy seventy,16,23.png,five hundred eighty,eleven seventy seventy,16,0
12,two thousand three,24.png,eleven seventy seventy,19,25.png,two thousand thirty,eleven seventy seventy,19,0
13,three hundred six,26.png,eleven seventy seventy,18,27.png,three hundred sixty,eleven seventy seventy,18,0
14,seven,28.png,eleven,2,29.png,eighteen,eleven,2,0
15,five,30.png,eleven,4,31.png,eight,<start>,7,1
16,five hundred,32.png,eleven seventy,11,33.png,five thousand,eleven seventy,11,0
17,thirty six,34.png,eleven seventy,12,35.png,five hundred nine,eleven seventy seventy,18,1
18,forty two,36.png,eleven <start>,12,37.png,four hundred twenty,eleven seventy seventy,19,1
19,twenty seven,38.png,eleven seventy,7,39.png,two hundred seven,eleven seventy seventy,12,1
20,six hundred eight,40.png,eleven seventy seventy,18,41.png,six hundred fifty eight,eleven seventy seventy seventy,24,1
21,seventeen,42.png,eleven,5,43.png,twenty eight,eleven seventy,7,1
22,five hundred sixty seven,44.png,eleven seventy seventy seventy,17,45.png,five hundred seventy six,eleven seventy seventy seventy,17,0
23,one,46.png,eleven,5,47.png,nine,three,4,0
