,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,two hundred six,0.png,thirty thirty thirty,16,1.png,two hundred sixty,thirty thirty thirty,16,0
1,one hundred,2.png,nine thirty,8,3.png,one thousand,five thirty,9,1
2,sixty seven,4.png,nine thirty,10,5.png,six hundred seventy,nine thirty thirty,14,1
3,one thousand two,6.png,five thirty thirty,14,7.png,one thousand twenty,thirty thirty thirty,17,1
4,twenty one,8.png,thirty thirty,9,9.png,two hundred one,thirty thirty thirty,16,1
5,one hundred five,10.png,thirty thirty thirty,17,11.png,one hundred twenty five,thirty thirty thirty thirty,22,1
6,three hundred five,12.png,thirty thirty thirty,14,13.png,three hundred fifty,thirty thirty thirty,14,0
7,forty two,14.png,thirty thirty,8,15.png,four hundred two,thirty thirty thirty,15,1
8,five,16.png,nine,2,17.png,fifteen,thirty,5,1
9,eleven,18.png,thirty,6,19.png,twenty four,thirty thirty,13,1
10,two,20.png,thirty,5,21.png,eight,nine,4,0
11,twenty five,22.png,thirty thirty,8,23.png,four hundred five,thirty thirty thirty,15,1
12,sixty two,24.png,thirty thirty,8,25.png,six hundred two,thirty thirty thirty,15,1
13,twenty one,26.png,thirty thirty,9,27.png,two hundred ten,nine thirty thirty,14,1
14,twenty four,28.png,thirty thirty,8,29.png,two hundred four,thirty thirty thirty,15,1
15,seventeen,30.png,fifteen,5,31.png,twenty one,thirty thirty,12,1
16,thirty five,32.png,thirty thirty,5,33.png,three hundred five,thirty thirty thirty,12,1
17,forty seven,34.png,thirty thirty,9,35.png,four hundred seventy,thirty thirty thirty,16,1
18,nineteen,36.png,thirty,7,37.png,one hundred nine,thirty thirty thirty,18,1
19,sixteen,38.png,thirty,6,39.png,one hundred six,thirty thirty thirty,18,1
20,fifty three,40.png,thirty thirty,6,41.png,eighty,thirty,9,1
21,two hundred sixteen,42.png,thirty thirty thirty,17,43.png,two hundred sixty one,thirty thirty thirty thirty,22,1
22,four hundred twelve,44.png,thirty thirty thirty,16,45.png,four hundred twenty one,thirty thirty thirty thirty,21,1
23,six,46.png,sixty,2,47.png,thirteen,thirty,5,1
