,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,two hundred six,0.png,eight eight fifty,15,1.png,two hundred sixty,eight eight fifty,15,0
1,one hundred,2.png,eight fifty,11,3.png,one thousand,eight fifty,11,0
2,sixty seven,4.png,seven four,9,5.png,six hundred seventy,eight fourteen fourteen,18,1
3,one thousand two,6.png,eight fifty fifty,16,7.png,one thousand twenty,eight eight fifty,16,0
4,twenty one,8.png,eight eight,10,9.png,two hundred one,eight eight four,12,1
5,one hundred five,10.png,eight fifty four,14,11.png,one hundred twenty five,eight fifty four four,18,1
6,three hundred five,12.png,eight fifty fifty,15,13.png,three hundred fifty,eight eight fourteen,18,1
7,forty two,14.png,eight four,9,15.png,four hundred two,eight eight four,13,1
8,five,16.png,eight,4,17.png,fifteen,eight,4,0
9,eleven,18.png,eight,5,19.png,twenty four,eight four,9,1
10,two,20.png,eight,5,21.png,eight,twelve,4,0
11,twenty five,22.png,eight four,8,23.png,four hundred five,eight eight four,12,1
12,sixty two,24.png,eight four,8,25.png,six hundred two,eight eight fifty,14,1
13,twenty one,26.png,eight eight,10,27.png,two hundred ten,eight fourteen fourteen,18,1
14,twenty four,28.png,eight four,5,29.png,two hundred four,eight eight four,9,1
15,seventeen,30.png,eight,7,31.png,twenty one,eight eight,9,1
16,thirty five,32.png,eight four,8,33.png,three hundred five,eight fifty fifty,10,1
17,forty seven,34.png,eight four,10,35.png,four hundred seventy,eight eleven four,12,1
18,nineteen,36.png,eight,6,37.png,one hundred nine,eight fifty fifty,15,1
19,sixteen,38.png,eight,6,39.png,one hundred six,eight fifty fifty,15,1
20,fifty three,40.png,eight four,9,41.png,eighty,eight,9,0
21,two hundred sixteen,42.png,eight fifty four,18,43.png,two hundred sixty one,eight eight four four,20,1
22,four hundred twelve,44.png,eight eleven four,17,45.png,four hundred twenty one,eight eight four four,20,1
23,six,46.png,eight,4,47.png,thirteen,eight,4,0
