,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,two hundred six,0.png,ten ten three,12,1.png,two hundred sixty,ten ten three,12,0
1,one hundred,2.png,ten ten,8,3.png,one thousand,ten ten,8,0
2,sixty seven,4.png,<pad> <pad>,10,5.png,six hundred seventy,<pad> <pad> three,15,1
3,one thousand two,6.png,ten ten three,13,7.png,one thousand twenty,ten ten three,13,0
4,twenty one,8.png,<pad> <pad>,11,9.png,two hundred one,ten ten nineteen,10,0
5,one hundred five,10.png,ten ten three,12,11.png,one hundred twenty five,ten <pad> three three,15,1
6,three hundred five,12.png,ten ten three,13,13.png,three hundred fifty,ten ten three,13,0
7,forty two,14.png,ten <pad>,9,15.png,four hundred two,ten ten three,10,1
8,five,16.png,ten,4,17.png,fifteen,ten,4,0
9,eleven,18.png,<pad>,6,19.png,twenty four,ten ten,4,0
10,two,20.png,ten,2,21.png,eight,ten,2,0
11,twenty five,22.png,ten ten,7,23.png,four hundred five,ten ten three,8,1
12,sixty two,24.png,ten <pad>,9,25.png,six hundred two,ten ten three,10,1
13,twenty one,26.png,<pad> <pad>,11,27.png,two hundred ten,<pad> <pad> three,15,1
14,twenty four,28.png,ten ten,7,29.png,two hundred four,ten ten three,9,1
15,seventeen,30.png,<pad>,9,31.png,twenty one,<pad> <pad>,11,1
16,thirty five,32.png,ten ten,9,33.png,three hundred five,ten ten three,9,0
17,forty seven,34.png,<pad> <pad>,10,35.png,four hundred seventy,ten <pad> <pad>,14,1
18,nineteen,36.png,<pad>,8,37.png,one hundred nine,ten ten three,9,1
19,sixteen,38.png,<pad>,7,39.png,one hundred six,ten ten three,10,1
20,fifty three,40.png,ten ten,8,41.png,eighty,ten,9,1
21,two hundred sixteen,42.png,<pad> <pad> three,16,43.png,two hundred sixty one,ten <pad> three three,15,0
22,four hundred twelve,44.png,<pad> <pad> fourteen,18,45.png,four hundred twenty one,ten ten fourteen fourteen,20,1
23,six,46.png,ten,3,47.png,thirteen,ten,3,0
