,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,seventy eight,0.png,fifteen eleven,12,1.png,eight hundred seven,fifteen one eleven,14,1
1,sixty four,2.png,seventy eleven,10,3.png,six hundred four,one one hundred,13,1
2,eighty five,4.png,fifteen eleven,10,5.png,eight hundred fifty,one one eleven,11,1
3,thirty six,6.png,fifteen eleven,12,7.png,three hundred six,ten one one,9,0
4,twelve,8.png,seventy,6,9.png,twenty two,seventy ten,9,1
5,four hundred,10.png,seventy seventy,14,11.png,four thousand,ten ten,10,0
6,seventy six,12.png,fifteen eleven,12,13.png,seven hundred sixty,fifteen ten eleven,14,1
7,thirty one,14.png,fifteen fifteen,12,15.png,three hundred one,fifteen seventy seventy,18,1
8,eighty nine,16.png,fifteen hundred,11,17.png,eight hundred nine,one hundred hundred,15,1
9,three hundred seven,18.png,fifteen seventy seventy,14,19.png,three hundred sixty seven,ten ten seventy eleven,14,0
10,thirteen,20.png,fifteen,3,21.png,forty two,seventy seventy,11,1
11,five hundred eight,22.png,ten eleven eleven,15,23.png,five hundred eighty,one one one,13,0
12,two thousand three,24.png,ten hundred seventy,14,25.png,two thousand thirty,ten hundred hundred,13,0
13,three hundred six,26.png,ten one one,11,27.png,three hundred sixty,one one one,12,1
14,seven,28.png,seventy,2,29.png,eighteen,fifteen,5,1
15,five,30.png,hundred,6,31.png,eight,eight,4,0
16,five hundred,32.png,one one,8,33.png,five thousand,one one,8,0
17,thirty six,34.png,fifteen eleven,12,35.png,five hundred nine,one one one,10,0
18,forty two,36.png,seventy seventy,12,37.png,four hundred twenty,seventy seventy seventy,19,1
19,twenty seven,38.png,fifteen fifteen,10,39.png,two hundred seven,fifteen seventy seventy,12,1
20,six hundred eight,40.png,one hundred eleven,8,41.png,six hundred fifty eight,one eleven eleven eleven,19,1
21,seventeen,42.png,fifteen,5,43.png,twenty eight,fifteen eleven,9,1
22,five hundred sixty seven,44.png,one one eleven eleven,16,45.png,five hundred seventy six,fifteen eleven eleven eleven,18,1
23,one,46.png,sixty,5,47.png,nine,hundred,5,0
