,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,two hundred six,0.png,fifty thirteen thirteen,18,1.png,two hundred sixty,fifty three three,14,0
1,one hundred,2.png,fifty thirteen,11,3.png,one thousand,fifty seventeen,12,1
2,sixty seven,4.png,fifty three,6,5.png,six hundred seventy,fifty thirteen thirteen,16,1
3,one thousand two,6.png,fifty seventeen seventeen,21,7.png,one thousand twenty,fifty seventeen seventeen,21,0
4,twenty one,8.png,fifty three,8,9.png,two hundred one,fifty thirteen thirteen,18,1
5,one hundred five,10.png,fifty seventeen seventeen,19,11.png,one hundred twenty five,fifty three three three,17,0
6,three hundred five,12.png,fifty seventeen seventeen,19,13.png,three hundred fifty,five thirteen seventeen,17,0
7,forty two,14.png,fifty three,6,15.png,four hundred two,fifty seventeen seventeen,20,1
8,five,16.png,fifty,3,17.png,fifteen,fifty,3,0
9,eleven,18.png,fifty,6,19.png,twenty four,fifty thirteen,12,1
10,two,20.png,fifty,5,21.png,eight,nineteen,7,1
11,twenty five,22.png,fifty fifty,7,23.png,four hundred five,fifty seventeen seventeen,18,1
12,sixty two,24.png,fifty thirteen,9,25.png,six hundred two,fifty seventeen seventeen,20,1
13,twenty one,26.png,fifty three,8,27.png,two hundred ten,fifty thirteen thirteen,18,1
14,twenty four,28.png,fifty thirteen,11,29.png,two hundred four,fifty thirteen thirteen,19,1
15,seventeen,30.png,fifty,8,31.png,twenty one,fifty three,9,1
16,thirty five,32.png,fifty thirteen,9,33.png,three hundred five,fifty seventeen seventeen,20,1
17,forty seven,34.png,fifty thirteen,8,35.png,four hundred seventy,fifty thirteen thirteen,16,1
18,nineteen,36.png,fifty,6,37.png,one hundred nine,fifty thirteen thirteen,17,1
19,sixteen,38.png,fifty,5,39.png,one hundred six,fifty thirteen thirteen,18,1
20,fifty three,40.png,fifty twenty,5,41.png,eighty,fifty,6,1
21,two hundred sixteen,42.png,fifty three three,14,43.png,two hundred sixty one,fifty three three three,18,1
22,four hundred twelve,44.png,fifty three three,13,45.png,four hundred twenty one,fifty three three six,16,1
23,six,46.png,fifty,4,47.png,thirteen,fifty,4,0
