,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,seventy eight,0.png,<start> eighty,7,1.png,eight hundred seven,<start> eighty eighty,11,1
1,sixty four,2.png,<start> eighty,11,3.png,six hundred four,<start> eighty eighty,16,1
2,eighty five,4.png,<start> eighty,11,5.png,eight hundred fifty,<start> eighty eighty,13,1
3,thirty six,6.png,<start> eighty,10,7.png,three hundred six,<start> eighty eighty,15,1
4,twelve,8.png,<start>,7,9.png,twenty two,<start> eighty,12,1
5,four hundred,10.png,<start> eighty,13,11.png,four thousand,<start> eighty,13,0
6,seventy six,12.png,<start> eighty,11,13.png,seven hundred sixty,<start> eighty eighty,15,1
7,thirty one,14.png,<start> eighty,11,15.png,three hundred one,<start> eighty eighty,16,1
8,eighty nine,16.png,<start> eighty,11,17.png,eight hundred nine,<start> eighty eighty,13,1
9,three hundred seven,18.png,<start> eighty eighty,18,19.png,three hundred sixty seven,<start> eighty eighty eighty,23,1
10,thirteen,20.png,<start>,7,21.png,forty two,<start> eighty,11,1
11,five hundred eight,22.png,<start> eighty eighty,15,23.png,five hundred eighty,<start> eighty eighty,15,0
12,two thousand three,24.png,<start> <start> eighty,18,25.png,two thousand thirty,<start> eighty eighty,19,1
13,three hundred six,26.png,<start> eighty eighty,17,27.png,three hundred sixty,<start> eighty eighty,17,0
14,seven,28.png,twelve,4,29.png,eighteen,<start>,6,1
15,five,30.png,<start>,7,31.png,eight,<start>,7,0
16,five hundred,32.png,<start> eighty,14,33.png,five thousand,<start> eighty,14,0
17,thirty six,34.png,<start> eighty,10,35.png,five hundred nine,<start> eighty eighty,15,1
18,forty two,36.png,<start> eighty,11,37.png,four hundred twenty,<start> eighty eighty,17,1
19,twenty seven,38.png,hundred eighty,13,39.png,two hundred seven,<start> eighty eighty,16,1
20,six hundred eight,40.png,<start> eighty eighty,14,41.png,six hundred fifty eight,<start> eighty eighty eighty,19,1
21,seventeen,42.png,hundred,7,43.png,twenty eight,<start> eighty,12,1
22,five hundred sixty seven,44.png,<start> eighty eighty eighty,23,45.png,five hundred seventy six,<start> eighty eighty eighty,23,0
23,one,46.png,twelve,5,47.png,nine,<start>,7,1
