,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,seventy eight,0.png,eight eighty,6,1.png,eight hundred seven,four eighty eighty,9,1
1,sixty four,2.png,eight eighty,10,3.png,six hundred four,four four four,9,0
2,eighty five,4.png,eighty eighty,5,5.png,eight hundred fifty,four four eighty,14,1
3,thirty six,6.png,four eighty,10,7.png,three hundred six,four four seventy,14,1
4,twelve,8.png,thousand,7,9.png,twenty two,eight eighty,10,1
5,four hundred,10.png,four four,6,11.png,four thousand,four four,6,0
6,seventy six,12.png,eight eighty,10,13.png,seven hundred sixty,eight eighty eighty,14,1
7,thirty one,14.png,thousand eighty,12,15.png,three hundred one,four four eighty,14,1
8,eighty nine,16.png,four eighty,10,17.png,eight hundred nine,four four eighty,14,1
9,three hundred seven,18.png,four eighty eighty,17,19.png,three hundred sixty seven,four eighty eighty seventy,17,0
10,thirteen,20.png,thousand,6,21.png,forty two,eight eighty,10,1
11,five hundred eight,22.png,four eighty eighty,11,23.png,five hundred eighty,four eighty eighty,11,0
12,two thousand three,24.png,four four seventy,16,25.png,two thousand thirty,four four seventy,16,0
13,three hundred six,26.png,four four seventy,15,27.png,three hundred sixty,four four seventy,15,0
14,seven,28.png,ten,3,29.png,eighteen,eight,5,1
15,five,30.png,fifteen,4,31.png,eight,eight,4,0
16,five hundred,32.png,four four,9,33.png,five thousand,four four,9,0
17,thirty six,34.png,four eighty,10,35.png,five hundred nine,four four seventy,14,1
18,forty two,36.png,eight eighty,11,37.png,four hundred twenty,eight four eighty,14,1
19,twenty seven,38.png,eight eighty,11,39.png,two hundred seven,eight eighty seventy,10,0
20,six hundred eight,40.png,four four eighty,11,41.png,six hundred fifty eight,four eighty eighty eighty,17,1
21,seventeen,42.png,thousand,9,43.png,twenty eight,eight eighty,10,1
22,five hundred sixty seven,44.png,four eighty eighty seventy,15,45.png,five hundred seventy six,four eighty eighty eighty,19,1
23,one,46.png,twenty,5,47.png,nine,eight,5,0
