,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,seventy eight,0.png,twenty <unk>,8,1.png,eight hundred seven,sixteen sixty sixty,12,1
1,sixty four,2.png,one one,8,3.png,six hundred four,sixteen one fourteen,11,1
2,eighty five,4.png,one one,9,5.png,eight hundred fifty,sixteen sixteen sixty,17,1
3,thirty six,6.png,one one,9,7.png,three hundred six,sixteen fourteen fourteen,21,1
4,twelve,8.png,twenty,3,9.png,twenty two,twenty fourteen,11,1
5,four hundred,10.png,sixteen sixteen,13,11.png,four thousand,sixteen sixteen,13,0
6,seventy six,12.png,twenty one,6,13.png,seven hundred sixty,sixteen fourteen fourteen,20,1
7,thirty one,14.png,one one,6,15.png,three hundred one,sixteen fourteen eighty,18,1
8,eighty nine,16.png,sixteen sixty,10,17.png,eight hundred nine,sixteen sixty sixty,14,1
9,three hundred seven,18.png,sixteen fourteen fourteen,17,19.png,three hundred sixty seven,twenty fourteen fourteen sixty,21,1
10,thirteen,20.png,one,7,21.png,forty two,sixteen one,7,0
11,five hundred eight,22.png,sixteen sixty sixty,15,23.png,five hundred eighty,sixteen sixty sixty,15,0
12,two thousand three,24.png,sixteen fourteen fourteen,18,25.png,two thousand thirty,sixteen sixteen fourteen,18,0
13,three hundred six,26.png,sixteen fourteen fourteen,19,27.png,three hundred sixty,sixteen fourteen fourteen,19,0
14,seven,28.png,twenty,5,29.png,eighteen,twenty,5,0
15,five,30.png,twenty,6,31.png,eight,twenty,6,0
16,five hundred,32.png,sixteen fourteen,11,33.png,five thousand,sixteen sixteen,11,0
17,thirty six,34.png,one one,9,35.png,five hundred nine,twenty sixty sixty,10,1
18,forty two,36.png,sixteen one,9,37.png,four hundred twenty,sixteen fourteen fourteen,19,1
19,twenty seven,38.png,twenty sixty,4,39.png,two hundred seven,sixteen fourteen fourteen,18,1
20,six hundred eight,40.png,sixteen sixty sixty,13,41.png,six hundred fifty eight,sixteen sixty sixty sixty,18,1
21,seventeen,42.png,twenty,6,43.png,twenty eight,twenty one,7,1
22,five hundred sixty seven,44.png,twenty fourteen sixty sixty,16,45.png,five hundred seventy six,one fourteen fourteen fourteen,22,1
23,one,46.png,twenty,5,47.png,nine,twenty,5,0
