,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,two hundred six,0.png,five hundred hundred,11,1.png,two hundred sixty,five hundred hundred,11,0
1,one hundred,2.png,five hundred,3,3.png,one thousand,five five,9,1
2,sixty seven,4.png,five hundred,10,5.png,six hundred seventy,five hundred hundred,17,1
3,one thousand two,6.png,five five hundred,14,7.png,one thousand twenty,five hundred hundred,16,1
4,twenty one,8.png,seven seven,9,9.png,two hundred one,eleven hundred hundred,17,1
5,one hundred five,10.png,five hundred hundred,9,11.png,one hundred twenty five,seven hundred hundred hundred,17,1
6,three hundred five,12.png,eleven ninety hundred,16,13.png,three hundred fifty,eleven hundred hundred,11,0
7,forty two,14.png,seven hundred,12,15.png,four hundred two,five hundred hundred,17,1
8,five,16.png,five,0,17.png,fifteen,seven,3,1
9,eleven,18.png,seven,2,19.png,twenty four,seven hundred,10,1
10,two,20.png,seven,5,21.png,eight,five,4,0
11,twenty five,22.png,seven hundred,10,23.png,four hundred five,five hundred hundred,16,1
12,sixty two,24.png,five hundred,11,25.png,six hundred two,five five hundred,15,1
13,twenty one,26.png,seven seven,9,27.png,two hundred ten,eleven hundred hundred,17,1
14,twenty four,28.png,seven hundred,11,29.png,two hundred four,five hundred hundred,16,1
15,seventeen,30.png,seven,4,31.png,twenty one,seven seven,3,0
16,thirty five,32.png,eleven hundred,12,33.png,three hundred five,eleven ninety hundred,16,1
17,forty seven,34.png,eleven hundred,12,35.png,four hundred seventy,eleven hundred hundred,19,1
18,nineteen,36.png,five,6,37.png,one hundred nine,five hundred hundred,16,1
19,sixteen,38.png,five,5,39.png,one hundred six,five hundred hundred,17,1
20,fifty three,40.png,eleven hundred,11,41.png,eighty,five,8,0
21,two hundred sixteen,42.png,eleven hundred hundred,12,43.png,two hundred sixty one,five hundred hundred hundred,17,1
22,four hundred twelve,44.png,eleven hundred hundred,12,45.png,four hundred twenty one,eleven hundred hundred hundred,18,1
23,six,46.png,five,3,47.png,thirteen,seven,4,1
