,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,two hundred six,0.png,nineteen nineteen nineteen,20,1.png,two hundred sixty,nineteen nineteen nineteen,20,0
1,one hundred,2.png,nineteen nineteen,12,3.png,one thousand,eighty nineteen,12,0
2,sixty seven,4.png,eighty <pad>,8,5.png,six hundred seventy,nineteen nineteen nineteen,20,1
3,one thousand two,6.png,eighty eighty nineteen,19,7.png,one thousand twenty,nineteen nineteen nineteen,21,1
4,twenty one,8.png,eighty eighty,10,9.png,two hundred one,nineteen nineteen nineteen,19,1
5,one hundred five,10.png,nineteen nineteen nineteen,18,11.png,one hundred twenty five,fifteen <pad> <pad> eighty,20,1
6,three hundred five,12.png,nineteen nineteen nineteen,18,13.png,three hundred fifty,nineteen nineteen nineteen,18,0
7,forty two,14.png,eighty eighty,10,15.png,four hundred two,eleven nineteen nineteen,21,1
8,five,16.png,eighty,5,17.png,fifteen,eighty,5,0
9,eleven,18.png,eighty,5,19.png,twenty four,eighty eighty,11,1
10,two,20.png,eighty,6,21.png,eight,eighty,6,0
11,twenty five,22.png,eighty <pad>,9,23.png,four hundred five,nineteen nineteen nineteen,19,1
12,sixty two,24.png,<pad> <pad>,10,25.png,six hundred two,eleven nineteen nineteen,20,1
13,twenty one,26.png,eighty eighty,10,27.png,two hundred ten,nineteen nineteen nineteen,19,1
14,twenty four,28.png,eighty eighty,10,29.png,two hundred four,eleven eighty eighty,15,1
15,seventeen,30.png,eighty,7,31.png,twenty one,eighty eighty,11,1
16,thirty five,32.png,<pad> <pad>,11,33.png,three hundred five,nineteen nineteen nineteen,20,1
17,forty seven,34.png,eighty eighty,10,35.png,four hundred seventy,nineteen nineteen nineteen,21,1
18,nineteen,36.png,<pad>,8,37.png,one hundred nine,nineteen nineteen nineteen,18,1
19,sixteen,38.png,five,5,39.png,one hundred six,nineteen nineteen nineteen,21,1
20,fifty three,40.png,fifteen <pad>,8,41.png,eighty,eighty,9,1
21,two hundred sixteen,42.png,nineteen five nineteen,15,43.png,two hundred sixty one,eighty nineteen nineteen nineteen,23,1
22,four hundred twelve,44.png,five eighty eighty,16,45.png,four hundred twenty one,eighty eighty eighty eighty,23,1
23,six,46.png,eighty,5,47.png,thirteen,eighty,5,0
