,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,seventy eight,0.png,seventy forty,5,1.png,eight hundred seven,seventy seventy forty,11,1
1,sixty four,2.png,seventy forty,7,3.png,six hundred four,seventy forty forty,12,1
2,eighty five,4.png,forty forty,8,5.png,eight hundred fifty,seventy forty forty,14,1
3,thirty six,6.png,seventy forty,10,7.png,three hundred six,seventy forty forty,14,1
4,twelve,8.png,seventy,6,9.png,twenty two,seventy forty,12,1
5,four hundred,10.png,seventy forty,12,11.png,four thousand,seventy three,11,0
6,seventy six,12.png,seventy forty,5,13.png,seven hundred sixty,seventy seventy fourteen,15,1
7,thirty one,14.png,seventy forty,9,15.png,three hundred one,seventy forty forty,13,1
8,eighty nine,16.png,seventy forty,9,17.png,eight hundred nine,seventy seventy forty,16,1
9,three hundred seven,18.png,seventy forty forty,16,19.png,three hundred sixty seven,seventy forty forty forty,21,1
10,thirteen,20.png,twelve,6,21.png,forty two,seventy forty,12,1
11,five hundred eight,22.png,seventy forty forty,15,23.png,five hundred eighty,seventy forty forty,15,0
12,two thousand three,24.png,seventy forty forty,16,25.png,two thousand thirty,seventy forty fourteen,17,1
13,three hundred six,26.png,seventy forty forty,16,27.png,three hundred sixty,seventy forty forty,16,0
14,seven,28.png,twelve,4,29.png,eighteen,seventy,2,0
15,five,30.png,seventy,5,31.png,eight,seventy,5,0
16,five hundred,32.png,seventy forty,10,33.png,five thousand,seventy seventy,12,1
17,thirty six,34.png,seventy forty,10,35.png,five hundred nine,seventy forty forty,14,1
18,forty two,36.png,seventy forty,10,37.png,four hundred twenty,seventy forty forty,13,1
19,twenty seven,38.png,seventy forty,8,39.png,two hundred seven,seventy seventy forty,11,1
20,six hundred eight,40.png,seventy seventy forty,18,41.png,six hundred fifty eight,seventy forty forty forty,21,1
21,seventeen,42.png,seventy,3,43.png,twenty eight,seventy forty,7,1
22,five hundred sixty seven,44.png,seventy forty forty forty,18,45.png,five hundred seventy six,seventy forty forty forty,18,0
23,one,46.png,seventy,6,47.png,nine,seventy,6,0
