,desired_label,target_image,target_model_generated_label,dis_target_predicted,foil_image,foil_word,foil_model_generated_label,dis_foil_predicted,correct
0,seventy eight,0.png,sixty hundred,11,1.png,eight hundred seven,sixty one one,10,0
1,sixty four,2.png,sixty sixty,5,3.png,six hundred four,sixty sixty one,8,1
2,eighty five,4.png,sixty one,6,5.png,eight hundred fifty,sixty one one,9,1
3,thirty six,6.png,sixty sixty,5,7.png,three hundred six,sixty one one,10,1
4,twelve,8.png,sixty,6,9.png,twenty two,sixty sixty,10,1
5,four hundred,10.png,sixty one,10,11.png,four thousand,sixty one,10,0
6,seventy six,12.png,sixty sixty,6,13.png,seven hundred sixty,sixty one one,11,1
7,thirty one,14.png,sixty <start>,10,15.png,three hundred one,sixty one one,7,0
8,eighty nine,16.png,sixty one,5,17.png,eight hundred nine,sixty one one,7,1
9,three hundred seven,18.png,sixty seven seven,11,19.png,three hundred sixty seven,sixty two two two,17,1
10,thirteen,20.png,sixty,6,21.png,forty two,sixty sixty,10,1
11,five hundred eight,22.png,sixty one one,14,23.png,five hundred eighty,one one one,13,0
12,two thousand three,24.png,fifteen one one,14,25.png,two thousand thirty,fifteen one one,14,0
13,three hundred six,26.png,sixty one one,13,27.png,three hundred sixty,sixty one one,13,0
14,seven,28.png,<start>,6,29.png,eighteen,sixty,4,0
15,five,30.png,sixty,4,31.png,eight,sixty,4,0
16,five hundred,32.png,sixty one,9,33.png,five thousand,fifteen one,9,0
17,thirty six,34.png,sixty sixty,5,35.png,five hundred nine,sixty one one,10,1
18,forty two,36.png,sixty sixty,8,37.png,four hundred twenty,sixty sixty seven,13,1
19,twenty seven,38.png,sixty <start>,10,39.png,two hundred seven,sixty one one,9,0
20,six hundred eight,40.png,sixty one one,12,41.png,six hundred fifty eight,sixty one one one,13,1
21,seventeen,42.png,<start>,8,43.png,twenty eight,sixty one,8,0
22,five hundred sixty seven,44.png,sixty two two two,21,45.png,five hundred seventy six,sixty one one one,18,0
23,one,46.png,<start>,7,47.png,nine,sixty,5,0
