,,Time_0,Time_1
seven,<pad>,0.03413919,0.034557723
seven,one,0.033734888,0.031777184
seven,two,0.03042465,0.032373738
seven,three,0.032232583,0.030318115
seven,four,0.030931935,0.03233002
seven,five,0.03876707,0.039413743
seven,six,0.027355617,0.027696555
seven,seven,0.02330948,0.024525816
seven,eight,0.034983713,0.035461027
seven,nine,0.03375497,0.032109328
seven,ten,0.021266906,0.021200072
seven,eleven,0.028991899,0.028261302
seven,twelve,0.028695414,0.027701892
seven,thirteen,0.029879129,0.031030698
seven,fourteen,0.029994212,0.028339647
seven,fifteen,0.027698424,0.026178084
seven,sixteen,0.03264898,0.029269848
seven,seventeen,0.034393866,0.032476775
seven,eighteen,0.02862324,0.0303298
seven,nineteen,0.031597503,0.03320955
seven,twenty,0.026524827,0.026851468
seven,thirty,0.032979235,0.034640465
seven,forty,0.028581189,0.025593787
seven,fifty,0.030156188,0.02998746
seven,sixty,0.037221894,0.037140615
seven,seventy,0.029732909,0.03188483
seven,eighty,0.03242624,0.029896423
seven,ninety,0.027177444,0.025993146
seven,hundred,0.024254894,0.024032798
seven,thousand,0.033405334,0.0346926
seven,<unk>,0.029457087,0.031251267
seven,<start>,0.027557554,0.030072054
seven,<end>,0.027101452,0.029402126
eighteen,<pad>,0.030315815,0.030501967
eighteen,one,0.034359377,0.03180016
eighteen,two,0.03646944,0.034742754
eighteen,three,0.03009445,0.030251816
eighteen,four,0.032856584,0.032567352
eighteen,five,0.036087085,0.037666097
eighteen,six,0.029912436,0.030815441
eighteen,seven,0.022200221,0.024444116
eighteen,eight,0.029669799,0.031366765
eighteen,nine,0.033254188,0.03540164
eighteen,ten,0.021508016,0.019870276
eighteen,eleven,0.028973904,0.027622757
eighteen,twelve,0.028330602,0.029241174
eighteen,thirteen,0.029565375,0.02768235
eighteen,fourteen,0.029086232,0.027931532
eighteen,fifteen,0.028871939,0.027558079
eighteen,sixteen,0.035038758,0.032948744
eighteen,seventeen,0.039699435,0.037790645
eighteen,eighteen,0.028134713,0.030156117
eighteen,nineteen,0.031076392,0.036086597
eighteen,twenty,0.02375776,0.02360507
eighteen,thirty,0.029570902,0.031042682
eighteen,forty,0.030692488,0.028944304
eighteen,fifty,0.03007225,0.029990396
eighteen,sixty,0.034530833,0.03374597
eighteen,seventy,0.031753127,0.032534357
eighteen,eighty,0.0359666,0.031966787
eighteen,ninety,0.027742751,0.023982637
eighteen,hundred,0.027145399,0.025680086
eighteen,thousand,0.031606946,0.03267026
eighteen,<unk>,0.02899652,0.030765168
eighteen,<start>,0.025718968,0.028633475
eighteen,<end>,0.026940716,0.029992599
