,,Time_0,Time_1,Time_2,Time_3
twenty seven,<pad>,0.035223138,0.03763581,0.038865943,
twenty seven,one,0.028275492,0.030446531,0.031428687,
twenty seven,two,0.02068868,0.020874182,0.020556828,
twenty seven,three,0.03936985,0.03431428,0.032915685,
twenty seven,four,0.038565684,0.035056002,0.033282816,
twenty seven,five,0.028115962,0.0331685,0.035127655,
twenty seven,six,0.034668427,0.034184832,0.03311886,
twenty seven,seven,0.027212357,0.028502604,0.029443353,
twenty seven,eight,0.035556804,0.03153933,0.02946328,
twenty seven,nine,0.037768558,0.03946114,0.040712204,
twenty seven,ten,0.032603,0.030941041,0.030450854,
twenty seven,eleven,0.021395883,0.022634761,0.023479383,
twenty seven,twelve,0.033914447,0.03188509,0.03072112,
twenty seven,thirteen,0.029928233,0.029962584,0.030373562,
twenty seven,fourteen,0.024450129,0.02481196,0.025392707,
twenty seven,fifteen,0.03875835,0.038182516,0.0376244,
twenty seven,sixteen,0.023788678,0.023320654,0.023271617,
twenty seven,seventeen,0.02408213,0.02295437,0.022106336,
twenty seven,eighteen,0.023322016,0.021138191,0.019974347,
twenty seven,nineteen,0.030180078,0.035957675,0.03860729,
twenty seven,twenty,0.029735979,0.03082674,0.031001396,
twenty seven,thirty,0.026307633,0.02441893,0.023730844,
twenty seven,forty,0.0352112,0.029245988,0.026953632,
twenty seven,fifty,0.024226015,0.027826453,0.029179893,
twenty seven,sixty,0.033638086,0.038829915,0.040840976,
twenty seven,seventy,0.040985256,0.040061366,0.039726548,
twenty seven,eighty,0.023467744,0.024858309,0.02570085,
twenty seven,ninety,0.0244384,0.024723357,0.024783581,
twenty seven,hundred,0.037819967,0.037751954,0.03668913,
twenty seven,thousand,0.025156584,0.026423225,0.02691908,
twenty seven,<unk>,0.027987422,0.0290511,0.029395964,
twenty seven,<start>,0.03816075,0.033590488,0.032565042,
twenty seven,<end>,0.024996994,0.025420146,0.0255961,
two hundred seven,<pad>,0.0359075,0.038201153,0.039369486,0.039837565
two hundred seven,one,0.032183092,0.035005778,0.03621767,0.03661033
two hundred seven,two,0.021987421,0.022300646,0.022115778,0.021903925
two hundred seven,three,0.038393956,0.033789344,0.032418158,0.032111865
two hundred seven,four,0.03905253,0.03516288,0.03363008,0.03292822
two hundred seven,five,0.02785712,0.0313218,0.03244521,0.032735586
two hundred seven,six,0.035538968,0.03550972,0.034929216,0.034461953
two hundred seven,seven,0.028252918,0.030880872,0.032651424,0.03371294
two hundred seven,eight,0.03686843,0.03324784,0.03126961,0.030239966
two hundred seven,nine,0.036398016,0.037287854,0.038096458,0.038780354
two hundred seven,ten,0.031404987,0.030206945,0.029815571,0.029790208
two hundred seven,eleven,0.021952584,0.024203876,0.025326053,0.025902616
two hundred seven,twelve,0.03178814,0.030819833,0.030237429,0.029942475
two hundred seven,thirteen,0.027673988,0.027702846,0.028113332,0.028601179
two hundred seven,fourteen,0.025894837,0.026402637,0.027029825,0.027495522
two hundred seven,fifteen,0.03635319,0.036330543,0.036105108,0.035742998
two hundred seven,sixteen,0.025836034,0.02557418,0.025762025,0.026054168
two hundred seven,seventeen,0.028061284,0.026476955,0.025353743,0.024687296
two hundred seven,eighteen,0.024362667,0.022546336,0.021575168,0.021110598
two hundred seven,nineteen,0.028179582,0.03230287,0.033941403,0.03464143
two hundred seven,twenty,0.03008173,0.029313894,0.028528577,0.027995795
two hundred seven,thirty,0.02496794,0.023728743,0.02319205,0.02279046
two hundred seven,forty,0.03443448,0.030449292,0.028861018,0.028105626
two hundred seven,fifty,0.023540717,0.025740217,0.026250644,0.026518147
two hundred seven,sixty,0.033691615,0.039066203,0.041820128,0.043041244
two hundred seven,seventy,0.036217574,0.03519213,0.0346632,0.03443998
two hundred seven,eighty,0.024546854,0.027025469,0.028492594,0.029493796
two hundred seven,ninety,0.025416981,0.024666639,0.024297256,0.024126317
two hundred seven,hundred,0.035985176,0.034472823,0.03301391,0.032050896
two hundred seven,thousand,0.027083565,0.028478524,0.028739728,0.028696546
two hundred seven,<unk>,0.026940001,0.026316283,0.025905045,0.025696183
two hundred seven,<start>,0.038453165,0.036126208,0.03580945,0.03581871
two hundred seven,<end>,0.02469296,0.024148539,0.02402369,0.02393517
