,,Time_0,Time_1,Time_2
seventeen,<pad>,0.029065555,0.028034179,
seventeen,one,0.025559774,0.02373993,
seventeen,two,0.023286639,0.02518887,
seventeen,three,0.029589433,0.03348538,
seventeen,four,0.035057276,0.03372568,
seventeen,five,0.032498736,0.032912258,
seventeen,six,0.028497798,0.034711435,
seventeen,seven,0.03198804,0.029761624,
seventeen,eight,0.030561032,0.02858534,
seventeen,nine,0.027900433,0.0325406,
seventeen,ten,0.026113654,0.029775243,
seventeen,eleven,0.030026667,0.024768226,
seventeen,twelve,0.026712341,0.025340065,
seventeen,thirteen,0.034800015,0.035241906,
seventeen,fourteen,0.027274754,0.029219525,
seventeen,fifteen,0.0282337,0.026291106,
seventeen,sixteen,0.026549054,0.029888151,
seventeen,seventeen,0.024868345,0.023364535,
seventeen,eighteen,0.027334098,0.02752355,
seventeen,nineteen,0.04118964,0.040680774,
seventeen,twenty,0.032277107,0.033144854,
seventeen,thirty,0.025249083,0.025084991,
seventeen,forty,0.036399554,0.03295234,
seventeen,fifty,0.041673865,0.04298427,
seventeen,sixty,0.029266499,0.029723333,
seventeen,seventy,0.036728714,0.032720927,
seventeen,eighty,0.023757363,0.024199184,
seventeen,ninety,0.03028121,0.029009067,
seventeen,hundred,0.034375876,0.036672287,
seventeen,thousand,0.035504445,0.03215724,
seventeen,<unk>,0.029987406,0.02780767,
seventeen,<start>,0.032083686,0.03255224,
seventeen,<end>,0.02530839,0.026213262,
twenty one,<pad>,0.028592596,0.027569199,0.027255418
twenty one,one,0.029172082,0.026853861,0.025910314
twenty one,two,0.024657734,0.027486147,0.028380347
twenty one,three,0.03142627,0.033227134,0.03445095
twenty one,four,0.033495154,0.0318735,0.031342573
twenty one,five,0.032497436,0.033021756,0.032418538
twenty one,six,0.02978297,0.0348006,0.037659038
twenty one,seven,0.033236012,0.031693988,0.03151358
twenty one,eight,0.028615875,0.027422082,0.027028203
twenty one,nine,0.029454881,0.03270461,0.03420486
twenty one,ten,0.027290268,0.03143818,0.033457294
twenty one,eleven,0.028237147,0.024913028,0.02334952
twenty one,twelve,0.028068941,0.02741748,0.02728334
twenty one,thirteen,0.033606123,0.032523062,0.03180099
twenty one,fourteen,0.027459752,0.029227728,0.030551
twenty one,fifteen,0.027950218,0.026413094,0.025221383
twenty one,sixteen,0.025700724,0.027715981,0.028752562
twenty one,seventeen,0.0244369,0.02197463,0.020634083
twenty one,eighteen,0.029177463,0.028521929,0.028266067
twenty one,nineteen,0.04094008,0.03869213,0.03746324
twenty one,twenty,0.027782062,0.030337488,0.031589337
twenty one,thirty,0.02560277,0.025234345,0.02523304
twenty one,forty,0.034380972,0.033865843,0.033922937
twenty one,fifty,0.041075718,0.04158466,0.04186878
twenty one,sixty,0.026223576,0.026941365,0.0275124
twenty one,seventy,0.038325638,0.035581425,0.03397524
twenty one,eighty,0.024463523,0.024929855,0.025110066
twenty one,ninety,0.029979872,0.029245235,0.028936299
twenty one,hundred,0.034529626,0.037165225,0.038258836
twenty one,thousand,0.035978887,0.031908326,0.029713267
twenty one,<unk>,0.029787812,0.028697584,0.028627262
twenty one,<start>,0.029945444,0.028931236,0.027339993
twenty one,<end>,0.028125511,0.030087426,0.030969184
