,,Time_0,Time_1
five,<pad>,0.035303876,0.039387707
five,one,0.021943493,0.022525538
five,two,0.026190605,0.025104351
five,three,0.022020465,0.021128299
five,four,0.034425225,0.035614606
five,five,0.0452693,0.04158003
five,six,0.027324978,0.024234414
five,seven,0.026978776,0.025706723
five,eight,0.026427075,0.027133904
five,nine,0.03207051,0.03396031
five,ten,0.035847228,0.033135325
five,eleven,0.026046699,0.029210629
five,twelve,0.030041303,0.030104922
five,thirteen,0.02464941,0.022351269
five,fourteen,0.02527945,0.023823459
five,fifteen,0.029130282,0.03133216
five,sixteen,0.027814478,0.026216507
five,seventeen,0.03985549,0.03956883
five,eighteen,0.024217043,0.02813227
five,nineteen,0.034764405,0.038989693
five,twenty,0.03347453,0.033506326
five,thirty,0.025367573,0.024911653
five,forty,0.03464599,0.034840386
five,fifty,0.037150003,0.037436724
five,sixty,0.032831006,0.029734459
five,seventy,0.033223502,0.034660336
five,eighty,0.027718982,0.030104075
five,ninety,0.03325139,0.031510353
five,hundred,0.025396753,0.026504334
five,thousand,0.028260967,0.03164787
five,<unk>,0.024623172,0.022327472
five,<start>,0.03433347,0.027952613
five,<end>,0.034122713,0.035622343
eight,<pad>,0.037555773,0.04052116
eight,one,0.022537017,0.023427868
eight,two,0.028346185,0.026656404
eight,three,0.02358683,0.022022678
eight,four,0.031614237,0.03127938
eight,five,0.036955494,0.036482826
eight,six,0.028005106,0.025707057
eight,seven,0.0284058,0.028053978
eight,eight,0.027783716,0.027031701
eight,nine,0.03211311,0.033614572
eight,ten,0.038841672,0.037429255
eight,eleven,0.025186168,0.028105006
eight,twelve,0.030460836,0.0288074
eight,thirteen,0.027564956,0.024046052
eight,fourteen,0.027266543,0.025381034
eight,fifteen,0.028527603,0.029364716
eight,sixteen,0.027900126,0.026945926
eight,seventeen,0.040891025,0.039540317
eight,eighteen,0.023280347,0.02624259
eight,nineteen,0.03732134,0.03946829
eight,twenty,0.037693083,0.038893193
eight,thirty,0.02497232,0.025498867
eight,forty,0.034815054,0.0343211
eight,fifty,0.03629204,0.037199773
eight,sixty,0.03567554,0.033660825
eight,seventy,0.028546095,0.029453086
eight,eighty,0.028690897,0.031710457
eight,ninety,0.027184822,0.026435904
eight,hundred,0.02601359,0.027197797
eight,thousand,0.027465977,0.031331707
eight,<unk>,0.026896881,0.025790278
eight,<start>,0.03226149,0.027408114
eight,<end>,0.029348249,0.030970704
