,,Time_0,Time_1,Time_2,Time_3
forty two,<pad>,0.029535552,0.033167522,0.03530542,
forty two,one,0.03322341,0.03262853,0.032551017,
forty two,two,0.024316942,0.024296828,0.024511736,
forty two,three,0.039199986,0.03853759,0.037530474,
forty two,four,0.03460551,0.039263275,0.042477794,
forty two,five,0.026111638,0.021781186,0.02043523,
forty two,six,0.022310052,0.023746992,0.024093764,
forty two,seven,0.029650554,0.027696744,0.027535778,
forty two,eight,0.024282213,0.022925312,0.02269008,
forty two,nine,0.0292717,0.029290007,0.028788902,
forty two,ten,0.030938659,0.027543234,0.025285592,
forty two,eleven,0.02792093,0.031187873,0.033654895,
forty two,twelve,0.040338874,0.038897328,0.037462577,
forty two,thirteen,0.032580465,0.03362396,0.033127323,
forty two,fourteen,0.039513133,0.039684583,0.039073408,
forty two,fifteen,0.026894309,0.029878043,0.032937862,
forty two,sixteen,0.023536399,0.02225971,0.021215469,
forty two,seventeen,0.026516678,0.025823835,0.02575285,
forty two,eighteen,0.026922321,0.033873074,0.03766574,
forty two,nineteen,0.040488504,0.03639878,0.034814715,
forty two,twenty,0.03801376,0.034434285,0.032779206,
forty two,thirty,0.03132358,0.02838892,0.026565967,
forty two,forty,0.023366697,0.020253206,0.019214958,
forty two,fifty,0.025669917,0.024391256,0.02391261,
forty two,sixty,0.028998692,0.025972469,0.024885047,
forty two,seventy,0.03508287,0.036030274,0.03631412,
forty two,eighty,0.03566627,0.033319063,0.031274233,
forty two,ninety,0.017059494,0.018099515,0.01848477,
forty two,hundred,0.031570587,0.029334541,0.027580861,
forty two,thousand,0.032125976,0.033776343,0.03393844,
forty two,<unk>,0.03840917,0.044176914,0.047364768,
forty two,<start>,0.022243952,0.027305882,0.030240264,
forty two,<end>,0.032311235,0.03201299,0.030534111,
four hundred two,<pad>,0.028494865,0.033035595,0.035623383,0.03708546
four hundred two,one,0.03320008,0.03323688,0.033059012,0.032941256
four hundred two,two,0.025310526,0.025788955,0.026154412,0.026326148
four hundred two,three,0.035702836,0.034535643,0.03332759,0.032256592
four hundred two,four,0.034757763,0.039872136,0.043366045,0.045671023
four hundred two,five,0.027075008,0.02313661,0.021866199,0.021399217
four hundred two,six,0.023583854,0.025107007,0.02568861,0.025984678
four hundred two,seven,0.030362211,0.028277537,0.027398245,0.026985683
four hundred two,eight,0.02774585,0.026396919,0.025961777,0.025934305
four hundred two,nine,0.029127035,0.029635265,0.029776698,0.029899321
four hundred two,ten,0.029388959,0.027160168,0.025970994,0.025261462
four hundred two,eleven,0.029660264,0.03213789,0.03398647,0.03520649
four hundred two,twelve,0.03873728,0.037380043,0.036061157,0.035087194
four hundred two,thirteen,0.033206142,0.03396395,0.03311017,0.032174498
four hundred two,fourteen,0.03477219,0.03412865,0.033537604,0.033296898
four hundred two,fifteen,0.028754905,0.029020004,0.029679839,0.030209132
four hundred two,sixteen,0.024697378,0.023996191,0.02332588,0.023026248
four hundred two,seventeen,0.027626146,0.02826356,0.028740069,0.029036583
four hundred two,eighteen,0.027301604,0.032043796,0.034893762,0.036674764
four hundred two,nineteen,0.036782406,0.035559397,0.03539313,0.035512835
four hundred two,twenty,0.036317043,0.033148833,0.03166271,0.031005006
four hundred two,thirty,0.032974396,0.027976494,0.025518097,0.024285829
four hundred two,forty,0.024747536,0.0225593,0.02191908,0.021693151
four hundred two,fifty,0.026189411,0.02558915,0.025635028,0.025719926
four hundred two,sixty,0.028668808,0.026312426,0.025123188,0.024625001
four hundred two,seventy,0.035156917,0.03650301,0.03693997,0.036876194
four hundred two,eighty,0.032618515,0.032123774,0.031164732,0.0304385
four hundred two,ninety,0.020160286,0.020904148,0.021258716,0.0213423
four hundred two,hundred,0.0304006,0.027673805,0.025946459,0.024973622
four hundred two,thousand,0.03283043,0.03295385,0.032852322,0.03280734
four hundred two,<unk>,0.04199114,0.04711375,0.049672842,0.050702844
four hundred two,<start>,0.021820446,0.025825176,0.028311862,0.029537097
four hundred two,<end>,0.029837137,0.02864002,0.027073959,0.026023392
