,,Time_0,Time_1,Time_2,Time_3
five hundred sixty seven,<pad>,-0.36519095,-0.17894898,-0.32378545,-0.17688243
five hundred sixty seven,one,-0.23450445,-0.17791046,-0.1403025,-0.17444181
five hundred sixty seven,two,0.42757022,-0.17820764,-0.26974913,-0.17683911
five hundred sixty seven,three,4.2247076,-0.17670856,-0.21846327,-0.17681602
five hundred sixty seven,four,0.46013153,-0.17832093,-0.29264066,-0.17683102
five hundred sixty seven,five,3.4032786,-0.17429456,0.25026485,-0.17653082
five hundred sixty seven,six,0.4580513,-0.17298256,-0.21757863,-0.17687637
five hundred sixty seven,seven,-0.32747597,-0.17886837,-0.3220533,-0.1768869
five hundred sixty seven,eight,-0.34021258,-0.17883842,-0.31917235,-0.1768864
five hundred sixty seven,nine,-0.2971175,-0.17871112,-0.30849355,-0.17687751
five hundred sixty seven,ten,-0.351467,-0.17875963,-0.32170758,-0.17688866
five hundred sixty seven,eleven,-0.36429203,-0.17893077,-0.3230997,-0.17688796
five hundred sixty seven,twelve,-0.3603223,-0.1788923,-0.32624778,-0.17689027
five hundred sixty seven,thirteen,-0.35209078,-0.17891061,-0.31750694,-0.17688176
five hundred sixty seven,fourteen,-0.3557222,-0.17882049,-0.32279587,-0.17688498
five hundred sixty seven,fifteen,-0.24945265,-0.17734692,-0.08924937,-0.17664829
five hundred sixty seven,sixteen,-0.3224533,-0.1787617,-0.3109541,-0.17688428
five hundred sixty seven,seventeen,-0.3599066,-0.17892474,-0.3240567,-0.1768857
five hundred sixty seven,eighteen,-0.3601915,-0.17890662,-0.32094604,-0.17688935
five hundred sixty seven,nineteen,-0.3339487,-0.1786212,-0.31025738,-0.17686762
five hundred sixty seven,twenty,-0.32890084,-0.1758581,3.9661524,-0.17680536
five hundred sixty seven,thirty,-0.1412937,-0.17240222,-0.06986822,-0.17684072
five hundred sixty seven,forty,-0.33412674,-0.17864032,-0.29130122,-0.17687406
five hundred sixty seven,fifty,-0.33772823,-0.177468,-0.16712312,-0.17684698
five hundred sixty seven,sixty,-0.30134317,-0.17549782,-0.09054283,-0.1768702
five hundred sixty seven,seventy,-0.25980714,-0.17826867,-0.2524431,-0.1768497
five hundred sixty seven,eighty,-0.3340287,-0.17883693,-0.31737125,-0.17688002
five hundred sixty seven,ninety,-0.36263844,-0.17887267,-0.32110783,-0.17688903
five hundred sixty seven,hundred,-0.18232444,5.6567564,-0.21609545,-0.17687786
five hundred sixty seven,thousand,-0.3217921,-0.14492758,-0.32363498,-0.17689168
five hundred sixty seven,<unk>,-0.36573523,-0.17891683,-0.31932643,-0.17686725
five hundred sixty seven,<start>,-0.36289468,-0.17891163,-0.32203898,-0.17688344
five hundred sixty seven,<end>,-0.3667773,-0.17748913,3.8534963,5.6568537
five hundred seventy six,<pad>,-0.3742436,-0.1774479,-0.3238129,-0.17693502
five hundred seventy six,one,0.16698556,-0.17693597,-0.18374096,-0.17490682
five hundred seventy six,two,0.21017651,-0.17722262,-0.214992,-0.17681816
five hundred seventy six,three,4.7013745,-0.17709458,-0.27694738,-0.17687349
five hundred seventy six,four,1.7168093,-0.17732954,-0.3161813,-0.176935
five hundred seventy six,five,2.16737,-0.17413728,4.8515196,-0.17441912
five hundred seventy six,six,0.16925573,-0.17607343,-0.22777572,-0.17694913
five hundred seventy six,seven,-0.34183237,-0.17743464,-0.32643253,-0.17696398
five hundred seventy six,eight,-0.34575674,-0.1774274,-0.32473797,-0.17696701
five hundred seventy six,nine,-0.33269352,-0.17741705,-0.3206568,-0.17695396
five hundred seventy six,ten,-0.36015368,-0.17740783,-0.32331526,-0.17696339
five hundred seventy six,eleven,-0.37474808,-0.17744564,-0.32665902,-0.17696533
five hundred seventy six,twelve,-0.3692324,-0.177421,-0.3298972,-0.17696999
five hundred seventy six,thirteen,-0.36584035,-0.17743821,-0.31866646,-0.1769555
five hundred seventy six,fourteen,-0.3651632,-0.17740126,-0.32084256,-0.1769573
five hundred seventy six,fifteen,-0.25876474,-0.17726621,-0.2913039,-0.17678389
five hundred seventy six,sixteen,-0.33561313,-0.1774052,-0.31877497,-0.17696589
five hundred seventy six,seventeen,-0.36918208,-0.17744586,-0.32962692,-0.17696574
five hundred seventy six,eighteen,-0.37007618,-0.17744154,-0.32688546,-0.17697257
five hundred seventy six,nineteen,-0.34393805,-0.17734696,-0.30631652,-0.17690511
five hundred seventy six,twenty,-0.34155127,-0.17680731,2.666567,-0.17679785
five hundred seventy six,thirty,-0.181367,-0.17559417,0.014561737,-0.17685212
five hundred seventy six,forty,-0.34278405,-0.17716767,-0.11221116,-0.17684174
five hundred seventy six,fifty,-0.34585202,-0.17682643,0.0007991006,-0.17682526
five hundred seventy six,sixty,-0.32967886,-0.17611063,0.054938946,-0.17691454
five hundred seventy six,seventy,-0.29379287,-0.17718296,-0.16551344,-0.17681584
five hundred seventy six,eighty,-0.34794897,-0.17741555,-0.31932053,-0.17694966
five hundred seventy six,ninety,-0.37274462,-0.17742825,-0.32099932,-0.17696494
five hundred seventy six,hundred,-0.20902164,5.656845,-0.12674876,-0.17690827
five hundred seventy six,thousand,-0.33455592,-0.16750327,-0.3283109,-0.17697614
five hundred seventy six,<unk>,-0.37498146,-0.17744303,-0.3272294,-0.1769292
five hundred seventy six,<start>,-0.37380543,-0.17743856,-0.32277465,-0.17695166
five hundred seventy six,<end>,-0.37664986,-0.17738742,0.1422892,5.6568537
