,,Time_0,Time_1,Time_2,Time_3
one hundred five,<pad>,-0.21223564,-0.17707898,-0.21465321,-0.18512994
one hundred five,one,5.63485,-0.17663245,-0.20737696,-0.18253931
one hundred five,two,0.23949885,-0.17688413,-0.1949829,-0.18439385
one hundred five,three,-0.18828426,-0.17704172,-0.21262357,-0.18497117
one hundred five,four,0.006217392,-0.17702925,-0.214191,-0.18514591
one hundred five,five,-0.019560643,-0.17470665,5.622653,0.07644578
one hundred five,six,-0.14920783,-0.17681214,-0.21017797,-0.18519749
one hundred five,seven,-0.204825,-0.17706785,-0.21325319,-0.18512122
one hundred five,eight,-0.20435576,-0.17707159,-0.2134216,-0.18514235
one hundred five,nine,-0.20761141,-0.17706056,-0.21309812,-0.18510076
one hundred five,ten,-0.210168,-0.1770522,-0.21397394,-0.18516457
one hundred five,eleven,-0.21265578,-0.177082,-0.2149853,-0.18521841
one hundred five,twelve,-0.21168587,-0.17706965,-0.21521968,-0.18524544
one hundred five,thirteen,-0.20993893,-0.17707402,-0.21360229,-0.18514511
one hundred five,fourteen,-0.21076252,-0.17706908,-0.21502468,-0.18519533
one hundred five,fifteen,-0.20003103,-0.17702623,-0.21229547,-0.18477774
one hundred five,sixteen,-0.20646937,-0.17703964,-0.21289694,-0.18514846
one hundred five,seventeen,-0.2091057,-0.17707548,-0.21488199,-0.18519416
one hundred five,eighteen,-0.2121684,-0.17707877,-0.21500283,-0.18525173
one hundred five,nineteen,-0.19820325,-0.17698194,-0.21166186,-0.18480963
one hundred five,twenty,-0.20785269,-0.17650248,0.32723227,-0.18434298
one hundred five,thirty,-0.1934809,-0.17530231,-0.025892204,-0.18225265
one hundred five,forty,-0.17300066,-0.17540091,0.12002659,-0.18223852
one hundred five,fifty,-0.20661096,-0.17688234,-0.18206273,-0.18446471
one hundred five,sixty,-0.1997582,-0.17661393,-0.18994065,-0.18506008
one hundred five,seventy,-0.19916765,-0.17701916,-0.21031956,-0.18494104
one hundred five,eighty,-0.20135671,-0.17704916,-0.21309784,-0.18506685
one hundred five,ninety,-0.211958,-0.17707086,-0.21428809,-0.18523857
one hundred five,hundred,-0.17154835,5.656853,-0.16721949,-0.18462877
one hundred five,thousand,-0.21096046,-0.17586079,-0.21529584,-0.18527277
one hundred five,<unk>,-0.21246138,-0.1770766,-0.21474251,-0.18509471
one hundred five,<start>,-0.21231833,-0.17707667,-0.21442062,-0.18513608
one hundred five,<end>,-0.21282229,-0.17706387,-0.18930867,5.651184
one hundred twenty five,<pad>,-0.19771218,-0.17707285,-0.30755,-0.2573513
one hundred twenty five,one,5.6458507,-0.17640069,-0.2898405,-0.24781787
one hundred twenty five,two,0.1616482,-0.17686246,-0.27158746,-0.25349328
one hundred twenty five,three,-0.1887191,-0.1770471,-0.30548924,-0.25709173
one hundred twenty five,four,-0.11613049,-0.17702553,-0.3043633,-0.25701523
one hundred twenty five,five,-0.14369301,-0.17584474,4.8582926,3.5702188
one hundred twenty five,six,-0.17024411,-0.17691264,-0.29964137,-0.2574889
one hundred twenty five,seven,-0.19355187,-0.17706315,-0.30493325,-0.2571221
one hundred twenty five,eight,-0.19370832,-0.17706539,-0.30400017,-0.2570813
one hundred twenty five,nine,-0.19533996,-0.17705308,-0.30194375,-0.2566204
one hundred twenty five,ten,-0.19641082,-0.17705132,-0.3060999,-0.25720626
one hundred twenty five,eleven,-0.19798425,-0.17707494,-0.3074604,-0.25762394
one hundred twenty five,twelve,-0.19750157,-0.1770658,-0.30814886,-0.25794792
one hundred twenty five,thirteen,-0.19593294,-0.17706415,-0.3054586,-0.25712135
one hundred twenty five,fourteen,-0.19637807,-0.17705737,-0.30738828,-0.2575955
one hundred twenty five,fifteen,-0.18771395,-0.17701666,-0.30432796,-0.25536504
one hundred twenty five,sixteen,-0.1931465,-0.17702878,-0.30367097,-0.2571618
one hundred twenty five,seventeen,-0.19500023,-0.17706478,-0.30726254,-0.25762954
one hundred twenty five,eighteen,-0.19765246,-0.17707226,-0.30797943,-0.2580855
one hundred twenty five,nineteen,-0.19055505,-0.17698073,-0.30145168,-0.25575498
one hundred twenty five,twenty,-0.187096,-0.17553894,2.341824,-0.24115516
one hundred twenty five,thirty,-0.18814543,-0.17551169,0.15330121,-0.2218217
one hundred twenty five,forty,-0.17099851,-0.17457277,1.1646986,-0.2052612
one hundred twenty five,fifty,-0.19464509,-0.17692918,-0.24518856,-0.2502731
one hundred twenty five,sixty,-0.189095,-0.1765357,-0.25296417,-0.25583008
one hundred twenty five,seventy,-0.19231164,-0.17703432,-0.30178192,-0.2570166
one hundred twenty five,eighty,-0.19530497,-0.17705917,-0.30427018,-0.2565662
one hundred twenty five,ninety,-0.19761138,-0.17706463,-0.30611986,-0.25792345
one hundred twenty five,hundred,-0.1537458,5.6568537,-0.14179455,-0.2525399
one hundred twenty five,thousand,-0.19737594,-0.1765711,-0.3084655,-0.25822714
one hundred twenty five,<unk>,-0.19788203,-0.1770716,-0.30769616,-0.25749108
one hundred twenty five,<start>,-0.19783679,-0.1770704,-0.30649918,-0.25728637
one hundred twenty five,<end>,-0.19807547,-0.1770694,-0.2947391,4.2737474
