,,Time_0,Time_1
one,<pad>,-0.17787872,-0.1779141
one,one,5.6568484,-0.14368626
one,two,-0.17259711,-0.17777732
one,three,-0.17583664,-0.1778882
one,four,-0.17443533,-0.17776674
one,five,-0.17553535,-0.17787318
one,six,-0.17681895,-0.17790204
one,seven,-0.17370813,-0.17789747
one,eight,-0.17755274,-0.17792286
one,nine,-0.1774966,-0.17792319
one,ten,-0.17791943,-0.17794034
one,eleven,-0.17790754,-0.1779383
one,twelve,-0.17789817,-0.17793904
one,thirteen,-0.17788428,-0.17794003
one,fourteen,-0.1764339,-0.17789663
one,fifteen,-0.17386429,-0.17774032
one,sixteen,-0.17725036,-0.17790516
one,seventeen,-0.17772795,-0.17792499
one,eighteen,-0.17787807,-0.17793697
one,nineteen,-0.17688465,-0.17788222
one,twenty,-0.1760508,-0.17775564
one,thirty,-0.17730212,-0.17787169
one,forty,-0.17683071,-0.17786343
one,fifty,-0.17779662,-0.17791094
one,sixty,-0.17737743,-0.17788523
one,seventy,-0.17615853,-0.17787834
one,eighty,-0.17783426,-0.1779358
one,ninety,-0.1778712,-0.17793281
one,hundred,-0.17744413,-0.17639972
one,thousand,-0.17786741,-0.17789218
one,<unk>,-0.17779016,-0.17790252
one,<start>,-0.1778818,-0.17793341
one,<end>,-0.17513512,5.6567574
nine,<pad>,-0.2835723,-0.17706984
nine,one,-0.23824103,-0.17678554
nine,two,0.07057005,-0.17672828
nine,three,-0.15177575,-0.17692173
nine,four,-0.2042551,-0.17690296
nine,five,-0.20511998,-0.17695294
nine,six,0.8357389,-0.17677706
nine,seven,-0.23877445,-0.17703173
nine,eight,0.35098743,-0.17697793
nine,nine,5.5240045,-0.17620203
nine,ten,-0.27841282,-0.17706299
nine,eleven,-0.2856563,-0.17707287
nine,twelve,-0.2827527,-0.17708175
nine,thirteen,-0.27574947,-0.17707542
nine,fourteen,-0.2758219,-0.17706594
nine,fifteen,-0.25955814,-0.17678823
nine,sixteen,-0.1583469,-0.1769808
nine,seventeen,-0.28005356,-0.17707707
nine,eighteen,-0.28474504,-0.17708705
nine,nineteen,-0.2044637,-0.17688292
nine,twenty,-0.2698272,-0.17702217
nine,thirty,-0.13582382,-0.17677017
nine,forty,-0.21076578,-0.1769954
nine,fifty,-0.27955157,-0.1769663
nine,sixty,-0.18713695,-0.17686589
nine,seventy,-0.15311392,-0.17700012
nine,eighty,-0.14468274,-0.17697392
nine,ninety,-0.28426048,-0.17708129
nine,hundred,-0.20819882,-0.17186956
nine,thousand,-0.23552313,-0.17664307
nine,<unk>,-0.28405282,-0.17706701
nine,<start>,-0.28266355,-0.1770721
nine,<end>,-0.19840099,5.6568522
