,,Time_0,Time_1
six,<pad>,0.000393564,4.710419e-06
six,one,0.008205036,7.2283416e-05
six,two,0.009873354,2.8663351e-05
six,three,0.002590728,2.8447235e-05
six,four,0.0015071485,2.716233e-05
six,five,0.0062133227,2.6127438e-05
six,six,0.8958459,0.000108450666
six,seven,0.0014071539,1.7478596e-05
six,eight,0.015888102,2.0677928e-05
six,nine,0.0067863646,1.2212306e-05
six,ten,0.00017300072,1.7388724e-06
six,eleven,0.00057542586,5.1744296e-06
six,twelve,0.00024024109,2.1112494e-06
six,thirteen,6.317035e-05,8.3348027e-07
six,fourteen,0.00028092522,2.4987423e-06
six,fifteen,0.0010837776,1.078529e-05
six,sixteen,0.0055938116,1.3096669e-05
six,seventeen,0.00012517755,1.6537762e-06
six,eighteen,0.00014879229,1.9401575e-06
six,nineteen,0.00033999895,2.500411e-06
six,twenty,0.0029291776,2.2310483e-05
six,thirty,0.00600461,4.588006e-05
six,forty,0.0030264715,3.1645726e-05
six,fifty,0.0001681328,2.656745e-05
six,sixty,0.00819526,3.658041e-05
six,seventy,0.002392301,4.171611e-05
six,eighty,0.011872659,2.8580123e-05
six,ninety,0.0005681378,2.5005827e-06
six,hundred,0.0022761843,0.000675046
six,thousand,0.0005429622,4.4314635e-05
six,<unk>,0.0004655996,3.1451798e-06
six,<start>,0.0001946543,2.7527378e-06
six,<end>,0.004028597,0.9986506
thirteen,<pad>,0.00084272027,5.311511e-05
thirteen,one,0.098808646,0.0004700107
thirteen,two,0.0048804176,2.2124279e-05
thirteen,three,0.4026802,0.00041082027
thirteen,four,0.025450401,0.0003555119
thirteen,five,0.020194488,0.00037989934
thirteen,six,0.0027299763,8.173242e-05
thirteen,seven,0.0018242564,2.6183785e-05
thirteen,eight,0.0006691201,1.709019e-05
thirteen,nine,0.0037216514,3.4725545e-05
thirteen,ten,0.0003153116,1.6759683e-05
thirteen,eleven,0.0009060697,2.5679916e-05
thirteen,twelve,0.0008582759,1.2584017e-05
thirteen,thirteen,0.00018727472,4.971954e-06
thirteen,fourteen,0.0032754154,4.9303435e-05
thirteen,fifteen,0.28054,0.004188788
thirteen,sixteen,0.0066792797,5.9655624e-05
thirteen,seventeen,0.00039807742,1.5194473e-05
thirteen,eighteen,0.00047666673,2.1263952e-05
thirteen,nineteen,0.018783279,6.8595924e-05
thirteen,twenty,0.007512558,0.0005957515
thirteen,thirty,0.07712805,0.0009968734
thirteen,forty,0.0053028394,0.00032790544
thirteen,fifty,0.0012404203,0.00077849586
thirteen,sixty,0.002005121,4.9144863e-05
thirteen,seventy,0.0023029288,0.0001225458
thirteen,eighty,0.0017197634,2.18116e-05
thirteen,ninety,0.00038060473,6.5998915e-06
thirteen,hundred,0.009410737,0.024813784
thirteen,thousand,0.0123325335,0.0012036284
thirteen,<unk>,0.0013986839,3.245051e-05
thirteen,<start>,0.00029439488,1.5340733e-05
thirteen,<end>,0.004750065,0.9647219
