,,Time_0,Time_1
seventeen,<pad>,0.00062542,2.9929659e-05
seventeen,one,0.6068931,0.0064679603
seventeen,two,0.033376534,0.00082944345
seventeen,three,0.062352173,0.0015966793
seventeen,four,0.057798944,0.0031192221
seventeen,five,0.015820462,0.00034449596
seventeen,six,0.0052106855,6.5773915e-05
seventeen,seven,0.061547887,0.0014715963
seventeen,eight,0.0034843246,6.041865e-05
seventeen,nine,0.005771912,0.0001203209
seventeen,ten,0.0008715585,3.5419955e-05
seventeen,eleven,0.00061874936,5.722276e-05
seventeen,twelve,0.00070000516,2.600961e-05
seventeen,thirteen,0.00050538837,2.413711e-05
seventeen,fourteen,0.014516936,0.00025822973
seventeen,fifteen,0.0047641876,0.00017112288
seventeen,sixteen,0.013981722,0.00010224395
seventeen,seventeen,0.00046808436,2.244111e-05
seventeen,eighteen,0.0005318532,2.4364217e-05
seventeen,nineteen,0.0032158943,7.2625415e-05
seventeen,twenty,0.039973274,0.001585704
seventeen,thirty,0.003292521,0.00019860905
seventeen,forty,0.016311957,0.0011947511
seventeen,fifty,0.00037787406,0.00021022557
seventeen,sixty,0.0021861594,0.00013211429
seventeen,seventy,0.007885936,0.00064499275
seventeen,eighty,0.0036657976,8.695324e-05
seventeen,ninety,0.0012704221,2.9434828e-05
seventeen,hundred,0.023555914,0.04598287
seventeen,thousand,0.0057509015,0.0021444727
seventeen,<unk>,0.0008118397,4.9845927e-05
seventeen,<start>,0.00029107483,1.6377842e-05
seventeen,<end>,0.0015706166,0.9328242
twenty eight,<pad>,0.00029065568,0.00021966932
twenty eight,one,0.0023950778,0.0010017265
twenty eight,two,0.7350939,0.003917606
twenty eight,three,0.006295592,0.0012239986
twenty eight,four,0.018149564,0.0050479854
twenty eight,five,0.0030156928,0.0018846779
twenty eight,six,0.022723101,0.0016280914
twenty eight,seven,0.0019112113,0.0011434186
twenty eight,eight,0.035652626,0.0022129389
twenty eight,nine,0.034166854,0.0014009385
twenty eight,ten,0.00026040964,0.000111118185
twenty eight,eleven,0.0010388962,0.0003214919
twenty eight,twelve,0.00031787655,9.364196e-05
twenty eight,thirteen,0.00013344816,6.563399e-05
twenty eight,fourteen,0.0006721237,0.00022100596
twenty eight,fifteen,0.00043245024,0.00032050922
twenty eight,sixteen,0.0025828287,0.0008030635
twenty eight,seventeen,0.000100719866,5.9528975e-05
twenty eight,eighteen,0.00027981558,0.00011650285
twenty eight,nineteen,0.0042263465,0.00027025692
twenty eight,twenty,0.0019002124,0.0010850631
twenty eight,thirty,0.003495189,0.0012521374
twenty eight,forty,0.0022592496,0.0024833777
twenty eight,fifty,0.0002721787,0.001253693
twenty eight,sixty,0.009980738,0.0051070005
twenty eight,seventy,0.005131278,0.0025862614
twenty eight,eighty,0.09758297,0.0039452775
twenty eight,ninety,0.00095386343,0.00013397048
twenty eight,hundred,0.0046791895,0.2789465
twenty eight,thousand,0.0028814406,0.024018101
twenty eight,<unk>,0.00038257398,5.4312888e-05
twenty eight,<start>,0.00045293666,0.00022604232
twenty eight,<end>,0.0002891198,0.6568447
