,,Time_0,Time_1,Time_2,Time_3,Time_4
one hundred five,<pad>,0.00029611005,2.962602e-06,0.00047505088,5.637426e-06,
one hundred five,one,0.89795256,0.00017169902,0.03762291,0.00047988456,
one hundred five,two,0.02164997,2.4644372e-05,0.004574462,3.3820914e-05,
one hundred five,three,0.0025840877,1.1814478e-05,0.001880945,1.31928e-05,
one hundred five,four,0.021203693,1.3215459e-05,0.0008353308,1.7405615e-05,
one hundred five,five,0.024216456,0.00029826877,0.59915143,0.0067500193,
one hundred five,six,0.0107114045,4.6929923e-05,0.0014462399,8.941613e-06,
one hundred five,seven,0.0009986317,2.2167396e-06,0.000427214,5.720494e-06,
one hundred five,eight,0.00060543424,5.2817213e-06,0.00093016564,1.0444209e-05,
one hundred five,nine,0.00055205723,2.9652902e-06,0.00044076474,4.769552e-06,
one hundred five,ten,0.00010147099,2.028375e-06,0.00064865197,5.6112726e-06,
one hundred five,eleven,0.00023129395,1.5204961e-06,0.0005633514,5.782496e-06,
one hundred five,twelve,3.7886686e-05,2.822717e-07,0.0005147139,8.730417e-06,
one hundred five,thirteen,0.0001498406,1.2547018e-06,0.00063829444,6.377887e-06,
one hundred five,fourteen,0.00036483933,2.6032687e-06,0.0004068337,2.6050434e-06,
one hundred five,fifteen,0.0009585113,1.0198742e-05,0.0046923123,3.3440538e-05,
one hundred five,sixteen,0.00065867434,6.7939177e-06,0.0007427017,4.290106e-06,
one hundred five,seventeen,0.00020501106,3.0939796e-06,0.00080022233,1.3708141e-05,
one hundred five,eighteen,0.00013323732,1.7465088e-06,0.0003641204,5.6783474e-06,
one hundred five,nineteen,0.0011228384,4.4833423e-06,0.00197111,1.2680617e-05,
one hundred five,twenty,0.0005636799,2.4462828e-05,0.14807026,3.1480336e-05,
one hundred five,thirty,0.0020752295,0.00017853669,0.059465226,0.00013380233,
one hundred five,forty,0.00070498744,3.3086435e-05,0.020316906,9.444853e-05,
one hundred five,fifty,0.00010019141,5.0947606e-06,0.01592428,4.100038e-05,
one hundred five,sixty,0.000988047,6.096546e-05,0.029664531,3.038153e-05,
one hundred five,seventy,0.000759762,3.0291076e-05,0.009513667,5.423516e-05,
one hundred five,eighty,0.0016243096,2.5886322e-06,0.000878354,3.9868546e-06,
one hundred five,ninety,0.00022951196,2.4965625e-06,0.00028794532,4.8017228e-06,
one hundred five,hundred,0.0067970674,0.9981439,0.028326983,2.2965816e-05,
one hundred five,thousand,0.000885889,0.0008954913,0.0012833262,3.964254e-06,
one hundred five,<unk>,0.00014753386,3.0721749e-06,0.00026814,6.023508e-06,
one hundred five,<start>,0.00038520127,2.886707e-06,0.0010233384,9.762249e-06,
one hundred five,<end>,4.8117336e-06,3.0855228e-06,0.02585018,0.9921342,
one hundred twenty five,<pad>,0.00021663806,6.904428e-06,5.8835226e-06,0.00015842685,9.830402e-07
one hundred twenty five,one,0.9373164,0.0003400896,0.00028810452,0.06171399,0.00011546406
one hundred twenty five,two,0.03008006,2.4935658e-05,8.1862745e-06,0.00026443813,2.3709517e-06
one hundred twenty five,three,0.0011067423,3.5585028e-05,8.411406e-05,0.0014860411,2.6897837e-06
one hundred twenty five,four,0.009014195,5.374173e-05,3.6996506e-05,0.0019016988,6.546421e-06
one hundred twenty five,five,0.0067826617,0.00024000488,0.002599041,0.71752703,0.00063894363
one hundred twenty five,six,0.0031508633,5.0181497e-05,2.0246736e-05,0.0003357029,1.2241917e-06
one hundred twenty five,seven,0.000807528,6.467975e-06,4.874482e-06,0.00020162885,1.6261035e-06
one hundred twenty five,eight,0.00026585688,5.1944335e-06,3.7351253e-06,0.00019151613,1.5659144e-06
one hundred twenty five,nine,0.00028181195,5.664131e-06,3.4132302e-06,0.00011723928,9.3340554e-07
one hundred twenty five,ten,5.5307886e-05,3.0228757e-06,4.170479e-06,0.00018412834,9.11292e-07
one hundred twenty five,eleven,0.00016151769,5.488524e-06,9.00254e-06,0.00021740816,1.4142028e-06
one hundred twenty five,twelve,1.6811278e-05,5.592008e-07,2.867698e-06,0.00016708,2.4668159e-06
one hundred twenty five,thirteen,7.215015e-05,1.5735131e-06,1.2811349e-06,4.6970978e-05,5.7676687e-07
one hundred twenty five,fourteen,0.000247886,7.9714355e-06,8.904703e-06,0.0001714176,6.91421e-07
one hundred twenty five,fifteen,0.00061808334,1.6948672e-05,2.1625547e-05,0.0006673719,5.102701e-06
one hundred twenty five,sixteen,0.00042119762,1.10169485e-05,3.0143174e-06,9.647731e-05,5.299646e-07
