,,Time_0,Time_1,Time_2,Time_3
five hundred sixty seven,<pad>,0.00023802172,9.356174e-06,0.0005035333,4.5099096e-06
five hundred sixty seven,one,0.0070049837,6.614831e-05,0.016986843,0.00065802824
five hundred sixty seven,two,0.021966992,9.0525326e-05,0.005394887,2.5709203e-05
five hundred sixty seven,three,0.49105614,0.000534265,0.013689268,5.160949e-05
five hundred sixty seven,four,0.017399434,0.00012055059,0.004402142,5.09804e-05
five hundred sixty seven,five,0.40674007,0.00073928345,0.053250212,0.00045570612
five hundred sixty seven,six,0.012289581,0.00028378403,0.0036142548,7.903288e-06
five hundred sixty seven,seven,0.000813581,1.1040721e-05,0.0010969414,8.870623e-06
five hundred sixty seven,eight,0.0013802816,1.6374965e-05,0.000890404,8.280237e-06
five hundred sixty seven,nine,0.001267831,2.666943e-05,0.0021639797,1.1604856e-05
five hundred sixty seven,ten,0.0002642888,1.0989626e-05,0.00082181516,4.3296986e-06
five hundred sixty seven,eleven,0.00046259136,9.290634e-06,0.0010578444,7.822088e-06
five hundred sixty seven,twelve,0.00010147378,2.8682373e-06,0.0013727816,1.45219465e-05
five hundred sixty seven,thirteen,0.00019650298,5.7656994e-06,0.0011890918,7.3718543e-06
five hundred sixty seven,fourteen,0.00067430804,2.1389898e-05,0.0018995056,5.992498e-06
five hundred sixty seven,fifteen,0.0016698455,7.128137e-05,0.01836475,5.7956808e-05
five hundred sixty seven,sixteen,0.005599969,7.4971445e-05,0.0025392598,6.9537264e-06
five hundred sixty seven,seventeen,0.00029733288,1.759433e-05,0.0009964932,9.651163e-06
five hundred sixty seven,eighteen,0.00021728736,1.1018359e-05,0.00085665454,6.9983066e-06
five hundred sixty seven,nineteen,0.0015377653,1.1667645e-05,0.0013509477,8.526996e-06
five hundred sixty seven,twenty,0.002489129,0.0001779033,0.4380002,3.9685296e-05
five hundred sixty seven,thirty,0.008917346,0.0013085868,0.19637544,0.00013835619
five hundred sixty seven,forty,0.00061344326,6.202584e-05,0.009295942,5.449718e-05
five hundred sixty seven,fifty,0.00023401207,4.473719e-05,0.037371114,5.4860684e-05
five hundred sixty seven,sixty,0.004122751,0.00042564643,0.07422219,3.6314133e-05
five hundred sixty seven,seventy,0.00241593,0.00012466217,0.008907091,3.479228e-05
five hundred sixty seven,eighty,0.0016248056,8.536083e-06,0.00080653536,3.0596907e-06
five hundred sixty seven,ninety,0.00049501844,1.590055e-05,0.000617663,5.4714365e-06
five hundred sixty seven,hundred,0.005141684,0.98982424,0.018998453,9.301255e-06
five hundred sixty seven,thousand,0.0016417445,0.005807314,0.0019780237,4.807573e-06
five hundred sixty seven,<unk>,0.00055674836,3.085855e-05,0.0008753469,9.792148e-06
five hundred sixty seven,<start>,0.0005572161,1.1258856e-05,0.0008835296,6.735028e-06
five hundred sixty seven,<end>,1.2092208e-05,2.3478298e-05,0.079226844,0.9981889
five hundred seventy six,<pad>,0.00024553193,3.945229e-06,0.0006259359,4.551233e-06
five hundred seventy six,one,0.029853236,0.00012819759,0.048502717,0.00047150976
five hundred seventy six,two,0.009119552,1.9610658e-05,0.0022920659,1.6668071e-05
five hundred seventy six,three,0.29387715,6.6366556e-05,0.0024237093,8.464666e-06
five hundred seventy six,four,0.02504683,5.133254e-05,0.004957989,3.985419e-05
five hundred seventy six,five,0.59123504,0.00071185,0.45611134,0.0016479923
five hundred seventy six,six,0.012619023,0.00016796705,0.00595569,1.1235549e-05
five hundred seventy six,seven,0.00092935405,4.8100856e-06,0.0010835478,7.843625e-06
five hundred seventy six,eight,0.0014274387,7.772963e-06,0.0010132415,1.2964192e-05
five hundred seventy six,nine,0.0010962357,5.3605963e-06,0.00064338074,3.878753e-06
five hundred seventy six,ten,0.00022699915,3.931681e-06,0.0005145929,2.2612162e-06
five hundred seventy six,eleven,0.0004964803,3.6392498e-06,0.0012190506,8.774606e-06
five hundred seventy six,twelve,5.963212e-05,7.5514413e-07,0.0012300961,1.3867358e-05
five hundred seventy six,thirteen,0.0002105173,2.8118106e-06,0.0018225167,1.1168482e-05
five hundred seventy six,fourteen,0.000781246,9.339101e-06,0.002221364,5.7466186e-06
five hundred seventy six,fifteen,0.002615665,3.5294404e-05,0.01260345,5.019903e-05
five hundred seventy six,sixteen,0.0054562055,1.8973235e-05,0.001311774,4.2878355e-06
five hundred seventy six,seventeen,0.00034462233,6.041519e-06,0.0011433805,1.4764318e-05
five hundred seventy six,eighteen,0.000207479,4.041142e-06,0.00077089475,5.822709e-06
five hundred seventy six,nineteen,0.0016691673,6.2342424e-06,0.0028428414,1.43443895e-05
five hundred seventy six,twenty,0.0022396408,5.1261115e-05,0.1401224,2.452743e-05
five hundred seventy six,thirty,0.0046467553,0.00049511454,0.12152872,0.00010607603
five hundred seventy six,forty,0.000716969,4.943735e-05,0.01776111,6.250977e-05
five hundred seventy six,fifty,0.0002444228,2.0020514e-05,0.036324073,7.302363e-05
five hundred seventy six,sixty,0.0024444715,9.454943e-05,0.028623642,1.4755997e-05
five hundred seventy six,seventy,0.0019025974,9.687157e-05,0.02242805,7.487813e-05
five hundred seventy six,eighty,0.0011361837,2.9150672e-06,0.0013985778,3.9363454e-06
five hundred seventy six,ninety,0.00046246746,5.3411686e-06,0.0005223943,5.665279e-06
five hundred seventy six,hundred,0.0056455033,0.9960388,0.028454812,2.4113615e-05
five hundred seventy six,thousand,0.0019521132,0.0018664723,0.0019051802,4.8008433e-06
five hundred seventy six,<unk>,0.00040936918,7.424628e-06,0.00043297585,5.2293376e-06
five hundred seventy six,<start>,0.00067212107,5.2012997e-06,0.000867528,5.862867e-06
five hundred seventy six,<end>,9.747105e-06,8.242945e-06,0.050340842,0.9972385
