,desired_label,target_image,target_model_generated_label,foil_image,foil_word,foil_model_generated_label,correct,true_target_numbers,true_foil_numbers,predicted_target_numbers,predicted_foil_numbers
0,seventy eight,0.png,twelve twelve,1.png,eight hundred seven,twelve twelve twelve,False,0,0,0,0
1,sixty four,2.png,twelve twelve,3.png,six hundred four,nineteen twelve twelve,True,0,0,0,0
2,eighty five,4.png,seven twelve,5.png,eight hundred fifty,one twelve twelve,False,0,0,0,0
3,thirty six,6.png,nineteen twelve,7.png,three hundred six,nineteen twelve twelve,True,0,0,0,0
4,twelve,8.png,twelve,9.png,twenty two,nineteen twelve,True,0,0,0,0
5,four hundred,10.png,nineteen twelve,11.png,four thousand,twelve twelve,True,0,0,0,0
6,seventy six,12.png,twelve twelve,13.png,seven hundred sixty,twelve twelve twelve,False,0,0,0,0
7,thirty one,14.png,seven eleven,15.png,three hundred one,nineteen twelve twelve,False,0,0,0,0
8,eighty nine,16.png,one twelve,17.png,eight hundred nine,five twelve twelve,False,0,0,0,0
9,three hundred seven,18.png,nineteen twelve twelve,19.png,three hundred sixty seven,nineteen twelve eleven eleven,True,0,0,0,0
10,thirteen,20.png,nineteen,21.png,forty two,twelve twelve,False,0,0,0,0
11,five hundred eight,22.png,twelve twelve twelve,23.png,five hundred eighty,seven twelve twelve,True,0,0,0,0
12,two thousand three,24.png,five twelve twelve,25.png,two thousand thirty,nineteen twelve twelve,False,0,0,0,0
13,three hundred six,26.png,nineteen twelve twelve,27.png,three hundred sixty,nineteen twelve twelve,True,0,0,0,0
14,seven,28.png,twelve,29.png,eighteen,twelve,False,0,0,0,0
15,five,30.png,nineteen,31.png,eight,five,False,0,0,0,0
16,five hundred,32.png,nineteen twelve,33.png,five thousand,twelve twelve,True,0,0,0,0
17,thirty six,34.png,nineteen twelve,35.png,five hundred nine,nineteen twelve twelve,True,0,0,0,0
18,forty two,36.png,twelve twelve,37.png,four hundred twenty,nineteen twelve twelve,False,0,0,0,0
19,twenty seven,38.png,nineteen eleven,39.png,two hundred seven,nineteen twelve twelve,False,0,0,0,0
20,six hundred eight,40.png,twelve twelve twelve,41.png,six hundred fifty eight,seven twelve twelve twelve,True,0,0,0,0
21,seventeen,42.png,twelve,43.png,twenty eight,twelve twelve,True,0,0,0,0
22,five hundred sixty seven,44.png,twelve twelve twelve twelve,45.png,five hundred seventy six,twelve twelve twelve twelve,False,0,0,0,0
23,one,46.png,seven,47.png,nine,five,False,0,0,0,0
