,desired_label,target_image,target_model_generated_label,foil_image,foil_word,foil_model_generated_label,correct,true_target_numbers,true_foil_numbers,predicted_target_numbers,predicted_foil_numbers
0,two hundred six,0.png,thirty sixty sixty,1.png,two hundred sixty,thirty sixty sixty,True,0,0,0,0
1,one hundred,2.png,sixty sixty,3.png,one thousand,twenty sixty,False,0,0,0,0
2,sixty seven,4.png,sixty sixty,5.png,six hundred seventy,sixty sixty sixty,False,0,0,0,0
3,one thousand two,6.png,twenty sixty sixty,7.png,one thousand twenty,twenty sixty sixty,False,0,0,0,0
4,twenty one,8.png,twenty sixty,9.png,two hundred one,five sixty sixty,False,0,0,0,0
5,one hundred five,10.png,sixty sixty sixty,11.png,one hundred twenty five,thirty sixty sixty sixty,False,0,0,0,0
6,three hundred five,12.png,thirty sixty sixty,13.png,three hundred fifty,twenty sixty sixty,True,0,0,0,0
7,forty two,14.png,twenty sixty,15.png,four hundred two,twenty sixty sixty,True,0,0,0,0
8,five,16.png,ninety,17.png,fifteen,thirty,False,0,0,0,0
9,eleven,18.png,twenty,19.png,twenty four,twenty sixty,True,0,0,0,0
10,two,20.png,sixty,21.png,eight,forty,False,0,0,0,0
11,twenty five,22.png,thirty sixty,23.png,four hundred five,twenty sixty sixty,False,0,0,0,0
12,sixty two,24.png,sixty sixty,25.png,six hundred two,thirty sixty sixty,False,0,0,0,0
13,twenty one,26.png,twenty sixty,27.png,two hundred ten,sixty sixty sixty,False,0,0,0,0
14,twenty four,28.png,twenty sixty,29.png,two hundred four,twenty sixty sixty,False,0,0,0,0
15,seventeen,30.png,fifty,31.png,twenty one,twenty sixty,False,0,0,0,0
16,thirty five,32.png,sixty sixty,33.png,three hundred five,thirty sixty sixty,False,0,0,0,0
17,forty seven,34.png,twenty sixty,35.png,four hundred seventy,twenty sixty sixty,True,0,0,0,0
18,nineteen,36.png,thirty,37.png,one hundred nine,five sixty sixty,True,0,0,0,0
19,sixteen,38.png,thirty,39.png,one hundred six,thirty sixty sixty,True,0,0,0,0
20,fifty three,40.png,sixty sixty,41.png,eighty,ninety,False,0,0,0,0
21,two hundred sixteen,42.png,five sixty sixty,43.png,two hundred sixty one,twenty sixty sixty sixty,False,0,0,0,0
22,four hundred twelve,44.png,twenty sixty sixty,45.png,four hundred twenty one,twenty sixty sixty sixty,False,0,0,0,0
23,six,46.png,sixty,47.png,thirteen,five,False,0,0,0,0
