,desired_label,target_image,target_model_generated_label,foil_image,foil_word,foil_model_generated_label,correct,true_target_numbers,true_foil_numbers,predicted_target_numbers,predicted_foil_numbers
0,seventy eight,0.png,ninety ninety,1.png,eight hundred seven,ninety ninety ninety,False,0,0,0,0
1,sixty four,2.png,ninety ninety,3.png,six hundred four,ninety ninety ninety,False,0,0,0,0
2,eighty five,4.png,ninety ninety,5.png,eight hundred fifty,ninety ninety ninety,False,0,0,0,0
3,thirty six,6.png,ninety ninety,7.png,three hundred six,ninety ninety ninety,False,0,0,0,0
4,twelve,8.png,ninety,9.png,twenty two,ninety ninety,False,0,0,0,0
5,four hundred,10.png,ninety ninety,11.png,four thousand,ninety ninety,True,0,0,0,0
6,seventy six,12.png,ninety ninety,13.png,seven hundred sixty,ninety ninety ninety,True,0,0,0,0
7,thirty one,14.png,hundred ninety,15.png,three hundred one,ninety ninety ninety,True,0,0,0,0
8,eighty nine,16.png,ninety ninety,17.png,eight hundred nine,ninety ninety ninety,False,0,0,0,0
9,three hundred seven,18.png,ninety hundred hundred,19.png,three hundred sixty seven,hundred hundred hundred hundred,False,0,0,0,0
10,thirteen,20.png,hundred,21.png,forty two,ninety ninety,False,0,0,0,0
11,five hundred eight,22.png,ninety ninety ninety,23.png,five hundred eighty,ninety ninety ninety,True,0,0,0,0
12,two thousand three,24.png,ninety ninety ninety,25.png,two thousand thirty,ninety ninety ninety,True,0,0,0,0
13,three hundred six,26.png,ninety ninety ninety,27.png,three hundred sixty,ninety ninety ninety,False,0,0,0,0
14,seven,28.png,ninety,29.png,eighteen,ninety,True,0,0,0,0
15,five,30.png,hundred,31.png,eight,ninety,False,0,0,0,0
16,five hundred,32.png,ninety ninety,33.png,five thousand,ninety ninety,False,0,0,0,0
17,thirty six,34.png,ninety ninety,35.png,five hundred nine,ninety ninety ninety,False,0,0,0,0
18,forty two,36.png,ninety ninety,37.png,four hundred twenty,ninety ninety ninety,False,0,0,0,0
19,twenty seven,38.png,ninety ninety,39.png,two hundred seven,ninety ninety eighty,True,0,0,0,0
20,six hundred eight,40.png,ninety ninety ninety,41.png,six hundred fifty eight,ninety ninety ninety ninety,False,0,0,0,0
21,seventeen,42.png,hundred,43.png,twenty eight,ninety ninety,True,0,0,0,0
22,five hundred sixty seven,44.png,ninety ninety ninety ninety,45.png,five hundred seventy six,ninety ninety ninety ninety,True,0,0,0,0
23,one,46.png,ninety,47.png,nine,ninety,False,0,0,0,0
