,desired_label,target_image,target_model_generated_label,foil_image,foil_word,foil_model_generated_label,correct,true_target_numbers,true_foil_numbers,predicted_target_numbers,predicted_foil_numbers
0,seventy eight,0.png,fifteen twenty,1.png,eight hundred seven,thirteen twenty twenty,True,0,0,0,0
1,sixty four,2.png,<unk> <unk>,3.png,six hundred four,thirteen <unk> <unk>,False,0,0,0,0
2,eighty five,4.png,<unk> <unk>,5.png,eight hundred fifty,thirteen twenty twenty,True,0,0,0,0
3,thirty six,6.png,<unk> <unk>,7.png,three hundred six,<unk> <unk> <unk>,False,0,0,0,0
4,twelve,8.png,four,9.png,twenty two,five three,True,0,0,0,0
5,four hundred,10.png,thirteen <unk>,11.png,four thousand,thirteen twenty,False,0,0,0,0
6,seventy six,12.png,three twenty,13.png,seven hundred sixty,three three twenty,False,0,0,0,0
7,thirty one,14.png,<unk> <unk>,15.png,three hundred one,<unk> <unk> <unk>,False,0,0,0,0
8,eighty nine,16.png,<unk> <unk>,17.png,eight hundred nine,thirteen twenty twenty,True,0,0,0,0
9,three hundred seven,18.png,three <unk> <unk>,19.png,three hundred sixty seven,<unk> <unk> <unk> <unk>,False,0,0,0,0
10,thirteen,20.png,<unk>,21.png,forty two,<unk> <unk>,False,0,0,0,0
11,five hundred eight,22.png,<unk> <unk> twenty,23.png,five hundred eighty,thirteen twenty twenty,False,0,0,0,0
12,two thousand three,24.png,thirteen twenty twenty,25.png,two thousand thirty,thirteen twenty twenty,False,0,0,0,0
13,three hundred six,26.png,<unk> <unk> <unk>,27.png,three hundred sixty,<unk> <unk> <unk>,False,0,0,0,0
14,seven,28.png,twenty,29.png,eighteen,fifteen,True,0,0,0,0
15,five,30.png,four,31.png,eight,fifteen,True,0,0,0,0
16,five hundred,32.png,<unk> <unk>,33.png,five thousand,thirteen twenty,True,0,0,0,0
17,thirty six,34.png,<unk> <unk>,35.png,five hundred nine,thirteen <unk> twenty,False,0,0,0,0
18,forty two,36.png,<unk> <unk>,37.png,four hundred twenty,thirteen <unk> <unk>,False,0,0,0,0
19,twenty seven,38.png,three <unk>,39.png,two hundred seven,thirteen <unk> <unk>,True,0,0,0,0
20,six hundred eight,40.png,<unk> <unk> twenty,41.png,six hundred fifty eight,<unk> <unk> twenty twenty,False,0,0,0,0
21,seventeen,42.png,twenty,43.png,twenty eight,fifteen <unk>,False,0,0,0,0
22,five hundred sixty seven,44.png,<unk> <unk> <unk> <unk>,45.png,five hundred seventy six,three three three twenty,True,0,0,0,0
23,one,46.png,twenty,47.png,nine,fourteen,False,0,0,0,0
