,desired_label,target_image,target_model_generated_label,foil_image,foil_word,foil_model_generated_label,correct,true_target_numbers,true_foil_numbers,predicted_target_numbers,predicted_foil_numbers
0,two hundred six,0.png,thousand thirty thirty,1.png,two hundred sixty,thousand thirty thirty,True,0,0,0,0
1,one hundred,2.png,thousand thirty,3.png,one thousand,thousand thousand,True,0,0,0,0
2,sixty seven,4.png,<pad> <pad>,5.png,six hundred seventy,thousand <pad> <pad>,True,0,0,0,0
3,one thousand two,6.png,thousand thirty <pad>,7.png,one thousand twenty,thousand thirty <pad>,False,0,0,0,0
4,twenty one,8.png,<pad> <pad>,9.png,two hundred one,thousand <pad> <pad>,True,0,0,0,0
5,one hundred five,10.png,thousand thirty thirty,11.png,one hundred twenty five,thousand thirty twelve twelve,True,0,0,0,0
6,three hundred five,12.png,thousand thirty thirty,13.png,three hundred fifty,thousand thirty thirty,False,0,0,0,0
7,forty two,14.png,sixty <pad>,15.png,four hundred two,thousand thirty thirty,True,0,0,0,0
8,five,16.png,sixty,17.png,fifteen,sixty,False,0,0,0,0
9,eleven,18.png,seventy,19.png,twenty four,sixty <pad>,False,0,0,0,0
10,two,20.png,<pad>,21.png,eight,<pad>,False,0,0,0,0
11,twenty five,22.png,thousand twelve,23.png,four hundred five,thousand thirty thirty,False,0,0,0,0
12,sixty two,24.png,thousand twelve,25.png,six hundred two,thousand thirty thirty,False,0,0,0,0
13,twenty one,26.png,<pad> <pad>,27.png,two hundred ten,thousand <pad> <pad>,True,0,0,0,0
14,twenty four,28.png,sixty <pad>,29.png,two hundred four,thousand thirty <pad>,False,0,0,0,0
15,seventeen,30.png,sixty,31.png,twenty one,<pad> <pad>,False,0,0,0,0
16,thirty five,32.png,sixty thirty,33.png,three hundred five,thousand thirty thirty,False,0,0,0,0
17,forty seven,34.png,<pad> <pad>,35.png,four hundred seventy,<pad> <pad> <pad>,True,0,0,0,0
18,nineteen,36.png,<pad>,37.png,one hundred nine,thousand thirty <pad>,True,0,0,0,0
19,sixteen,38.png,thousand,39.png,one hundred six,thousand thirty thirty,False,0,0,0,0
20,fifty three,40.png,sixty twelve,41.png,eighty,thousand,True,0,0,0,0
21,two hundred sixteen,42.png,thousand <pad> <pad>,43.png,two hundred sixty one,thousand <pad> twelve twelve,False,0,0,0,0
22,four hundred twelve,44.png,<pad> <pad> <pad>,45.png,four hundred twenty one,<pad> <pad> <pad> <pad>,False,0,0,0,0
23,six,46.png,<pad>,47.png,thirteen,sixty,False,0,0,0,0
