,desired_label,target_image,target_model_generated_label,foil_image,foil_word,foil_model_generated_label,correct,true_target_numbers,true_foil_numbers,predicted_target_numbers,predicted_foil_numbers
0,two hundred six,0.png,eight eleven eleven,1.png,two hundred sixty,eight eleven eleven,False,0,0,0,0
1,one hundred,2.png,eight eight,3.png,one thousand,eight eleven,False,0,0,0,0
2,sixty seven,4.png,fourteen eleven,5.png,six hundred seventy,seventeen eleven eleven,True,0,0,0,0
3,one thousand two,6.png,eleven eleven eleven,7.png,one thousand twenty,eight eleven eleven,False,0,0,0,0
4,twenty one,8.png,eleven eleven,9.png,two hundred one,eight eleven eleven,False,0,0,0,0
5,one hundred five,10.png,eight eleven eleven,11.png,one hundred twenty five,eight eleven eleven eleven,True,0,0,0,0
6,three hundred five,12.png,eight eight eleven,13.png,three hundred fifty,eight eleven eleven,True,0,0,0,0
7,forty two,14.png,eighty eleven,15.png,four hundred two,eight eleven eleven,True,0,0,0,0
8,five,16.png,eleven,17.png,fifteen,seventeen,False,0,0,0,0
9,eleven,18.png,<unk>,19.png,twenty four,<unk> eleven,True,0,0,0,0
10,two,20.png,eleven,21.png,eight,fourteen,True,0,0,0,0
11,twenty five,22.png,eight eleven,23.png,four hundred five,eight eleven eleven,True,0,0,0,0
12,sixty two,24.png,eight eleven,25.png,six hundred two,eight eleven eleven,True,0,0,0,0
13,twenty one,26.png,eleven eleven,27.png,two hundred ten,fourteen eleven eleven,False,0,0,0,0
14,twenty four,28.png,<unk> eleven,29.png,two hundred four,<unk> eleven eleven,True,0,0,0,0
15,seventeen,30.png,eighty,31.png,twenty one,eleven eleven,True,0,0,0,0
16,thirty five,32.png,seventeen eleven,33.png,three hundred five,eight eight eleven,True,0,0,0,0
17,forty seven,34.png,eighty eighty,35.png,four hundred seventy,eighty eighty eleven,False,0,0,0,0
18,nineteen,36.png,eleven,37.png,one hundred nine,eight eight eleven,False,0,0,0,0
19,sixteen,38.png,fourteen,39.png,one hundred six,eight eight eleven,True,0,0,0,0
20,fifty three,40.png,eight eleven,41.png,eighty,fourteen,False,0,0,0,0
21,two hundred sixteen,42.png,eleven eleven eleven,43.png,two hundred sixty one,eight eleven eleven eleven,True,0,0,0,0
22,four hundred twelve,44.png,eighty eleven eleven,45.png,four hundred twenty one,eight eleven eleven eleven,False,0,0,0,0
23,six,46.png,eight,47.png,thirteen,seventeen,True,0,0,0,0
