,desired_label,target_image,target_model_generated_label,foil_image,foil_word,foil_model_generated_label,correct,true_target_numbers,true_foil_numbers,predicted_target_numbers,predicted_foil_numbers
0,two hundred six,0.png,nineteen nineteen fifteen,1.png,two hundred sixty,nineteen nineteen nineteen,False,0,0,0,0
1,one hundred,2.png,nineteen fifteen,3.png,one thousand,nineteen nineteen,False,0,0,0,0
2,sixty seven,4.png,nineteen nineteen,5.png,six hundred seventy,eighteen fifteen fifteen,False,0,0,0,0
3,one thousand two,6.png,nineteen nineteen fifteen,7.png,one thousand twenty,nineteen nineteen fifteen,False,0,0,0,0
4,twenty one,8.png,six nineteen,9.png,two hundred one,nineteen nineteen nineteen,False,0,0,0,0
5,one hundred five,10.png,nineteen nineteen nineteen,11.png,one hundred twenty five,nineteen nineteen nineteen nineteen,False,0,0,0,0
6,three hundred five,12.png,nineteen nineteen nineteen,13.png,three hundred fifty,nineteen nineteen fifteen,True,0,0,0,0
7,forty two,14.png,six six,15.png,four hundred two,nineteen nineteen nineteen,False,0,0,0,0
8,five,16.png,six,17.png,fifteen,six,False,0,0,0,0
9,eleven,18.png,six,19.png,twenty four,six six,False,0,0,0,0
10,two,20.png,six,21.png,eight,<unk>,True,0,0,0,0
11,twenty five,22.png,six nineteen,23.png,four hundred five,nineteen nineteen nineteen,True,0,0,0,0
12,sixty two,24.png,six six,25.png,six hundred two,nineteen nineteen fifteen,False,0,0,0,0
13,twenty one,26.png,six nineteen,27.png,two hundred ten,six fifteen fifteen,False,0,0,0,0
14,twenty four,28.png,six six,29.png,two hundred four,nineteen nineteen nineteen,False,0,0,0,0
15,seventeen,30.png,six,31.png,twenty one,six nineteen,True,0,0,0,0
16,thirty five,32.png,nineteen nineteen,33.png,three hundred five,nineteen nineteen nineteen,False,0,0,0,0
17,forty seven,34.png,six nineteen,35.png,four hundred seventy,nineteen nineteen nineteen,False,0,0,0,0
18,nineteen,36.png,six,37.png,one hundred nine,nineteen nineteen fifteen,False,0,0,0,0
19,sixteen,38.png,six,39.png,one hundred six,nineteen nineteen fifteen,False,0,0,0,0
20,fifty three,40.png,nineteen nineteen,41.png,eighty,six,False,0,0,0,0
21,two hundred sixteen,42.png,six nineteen nineteen,43.png,two hundred sixty one,nineteen nineteen nineteen nineteen,True,0,0,0,0
22,four hundred twelve,44.png,six nineteen nineteen,45.png,four hundred twenty one,nineteen nineteen nineteen nineteen,True,0,0,0,0
23,six,46.png,six,47.png,thirteen,six,False,0,0,0,0
