,desired_label,target_image,target_model_generated_label,foil_image,foil_word,foil_model_generated_label,correct,true_target_numbers,true_foil_numbers,predicted_target_numbers,predicted_foil_numbers
0,two hundred six,0.png,thirty thirty <start>,1.png,two hundred sixty,thirty thirty thirty,True,0,0,0,0
1,one hundred,2.png,thirty <start>,3.png,one thousand,thousand <start>,True,0,0,0,0
2,sixty seven,4.png,thirty thirty,5.png,six hundred seventy,thirty thirty thirty,True,0,0,0,0
3,one thousand two,6.png,thousand thirty <start>,7.png,one thousand twenty,thousand <start> <start>,True,0,0,0,0
4,twenty one,8.png,six thirty,9.png,two hundred one,thirty thirty thirty,False,0,0,0,0
5,one hundred five,10.png,<start> <start> <start>,11.png,one hundred twenty five,thousand thirty thirty thirty,False,0,0,0,0
6,three hundred five,12.png,thousand <start> <start>,13.png,three hundred fifty,thousand <start> <start>,True,0,0,0,0
7,forty two,14.png,thousand thousand,15.png,four hundred two,thousand thirty thirty,False,0,0,0,0
8,five,16.png,<start>,17.png,fifteen,<start>,False,0,0,0,0
9,eleven,18.png,six,19.png,twenty four,thousand thirty,True,0,0,0,0
10,two,20.png,thirty,21.png,eight,thirty,True,0,0,0,0
11,twenty five,22.png,<start> thirty,23.png,four hundred five,thousand thirty thirty,False,0,0,0,0
12,sixty two,24.png,thirty thirty,25.png,six hundred two,thirty thirty thirty,True,0,0,0,0
13,twenty one,26.png,six thirty,27.png,two hundred ten,thirty thirty thirty,False,0,0,0,0
14,twenty four,28.png,thousand thirty,29.png,two hundred four,thousand thirty thirty,False,0,0,0,0
15,seventeen,30.png,six,31.png,twenty one,six thirty,True,0,0,0,0
16,thirty five,32.png,<start> <start>,33.png,three hundred five,thousand <start> <start>,True,0,0,0,0
17,forty seven,34.png,six <unk>,35.png,four hundred seventy,thousand thirty thirty,True,0,0,0,0
18,nineteen,36.png,<start>,37.png,one hundred nine,thirty <start> <start>,True,0,0,0,0
19,sixteen,38.png,thirty,39.png,one hundred six,thirty <start> <start>,False,0,0,0,0
20,fifty three,40.png,<start> <start>,41.png,eighty,thirty,True,0,0,0,0
21,two hundred sixteen,42.png,thirty thirty thirty,43.png,two hundred sixty one,thirty thirty thirty thirty,True,0,0,0,0
22,four hundred twelve,44.png,thousand thousand <unk>,45.png,four hundred twenty one,thousand thirty thirty thirty,False,0,0,0,0
23,six,46.png,thirty,47.png,thirteen,fifteen,False,0,0,0,0
