,,Time_0,Time_1,Time_2,Time_3
sixty four,<pad>,0.024371399,0.02272968,0.021312717,
sixty four,one,0.028268728,0.028295709,0.028131163,
sixty four,two,0.026586568,0.02628114,0.026050577,
sixty four,three,0.029727595,0.02648567,0.025162622,
sixty four,four,0.029544584,0.029051464,0.029093686,
sixty four,five,0.035175424,0.03780805,0.03875847,
sixty four,six,0.03264723,0.03646494,0.038258728,
sixty four,seven,0.026870742,0.02862638,0.029689997,
sixty four,eight,0.03413359,0.032750458,0.031925317,
sixty four,nine,0.025682455,0.027545739,0.028893558,
sixty four,ten,0.024709212,0.028358668,0.029906489,
sixty four,eleven,0.024438754,0.025914097,0.026741628,
sixty four,twelve,0.024479205,0.024860572,0.025122322,
sixty four,thirteen,0.04229933,0.03717196,0.03432901,
sixty four,fourteen,0.033442855,0.031294797,0.030166576,
sixty four,fifteen,0.03100155,0.028652348,0.0281234,
sixty four,sixteen,0.024477724,0.030797461,0.03462697,
sixty four,seventeen,0.035529442,0.032394685,0.030743012,
sixty four,eighteen,0.034556404,0.03400955,0.033316128,
sixty four,nineteen,0.041726492,0.038942743,0.03813742,
sixty four,twenty,0.025688406,0.025058027,0.024839262,
sixty four,thirty,0.033721037,0.034689862,0.03604345,
sixty four,forty,0.027142446,0.02702993,0.027328106,
sixty four,fifty,0.029306011,0.028958103,0.02815009,
sixty four,sixty,0.029983217,0.02829034,0.027674416,
sixty four,seventy,0.025003228,0.023632491,0.022817392,
sixty four,eighty,0.026502408,0.025936998,0.025979217,
sixty four,ninety,0.03237262,0.03438493,0.035017446,
sixty four,hundred,0.03584017,0.036441907,0.036724232,
sixty four,thousand,0.022583744,0.028433735,0.031047182,
sixty four,<unk>,0.037957866,0.038998652,0.03939552,
sixty four,<start>,0.0344406,0.030978417,0.02866358,
sixty four,<end>,0.029788896,0.028730448,0.027830264,
six hundred four,<pad>,0.024222666,0.023029862,0.022180872,0.021821402
six hundred four,one,0.027548887,0.029304085,0.030064436,0.030490538
six hundred four,two,0.028644048,0.029186826,0.029331326,0.029237524
six hundred four,three,0.02847279,0.026248643,0.025193006,0.024714826
six hundred four,four,0.02972927,0.029533653,0.029728105,0.029809136
six hundred four,five,0.03353036,0.036366004,0.03745578,0.037913103
six hundred four,six,0.033435486,0.037314218,0.039133664,0.040210135
six hundred four,seven,0.028569227,0.02946688,0.029760154,0.029888865
six hundred four,eight,0.03043786,0.029166898,0.028670548,0.02835588
six hundred four,nine,0.028450985,0.02817165,0.02848997,0.028816303
six hundred four,ten,0.02637127,0.028742937,0.029810721,0.03028006
six hundred four,eleven,0.026047828,0.02703831,0.02755335,0.027883716
six hundred four,twelve,0.025447277,0.027073814,0.028031712,0.028553799
six hundred four,thirteen,0.039795365,0.036498323,0.034336828,0.03305882
six hundred four,fourteen,0.034886606,0.031263415,0.02950551,0.028776778
six hundred four,fifteen,0.031713814,0.030057373,0.029566778,0.029402414
six hundred four,sixteen,0.02551443,0.030625228,0.033047635,0.034253754
six hundred four,seventeen,0.03213616,0.031368084,0.030928142,0.030702487
six hundred four,eighteen,0.031398345,0.031280234,0.03095332,0.030607175
six hundred four,nineteen,0.04202047,0.038394902,0.03735347,0.036987886
six hundred four,twenty,0.025717067,0.025089802,0.024712665,0.024447998
six hundred four,thirty,0.03256318,0.032700706,0.03360356,0.03426183
six hundred four,forty,0.028329527,0.027677452,0.027804768,0.027897283
six hundred four,fifty,0.03005764,0.028555239,0.027222171,0.026460228
six hundred four,sixty,0.03140986,0.029138738,0.028305182,0.027993986
six hundred four,seventy,0.023537714,0.02268342,0.02184435,0.021277592
six hundred four,eighty,0.028069943,0.027580231,0.027756793,0.027963404
six hundred four,ninety,0.031644393,0.033632424,0.034427263,0.03507511
six hundred four,hundred,0.03636234,0.036719915,0.03694288,0.037148464
six hundred four,thousand,0.024294037,0.029418861,0.031475876,0.032284666
six hundred four,<unk>,0.039110146,0.040191334,0.040947586,0.0412129
six hundred four,<start>,0.032491326,0.02998561,0.028228847,0.027132642
six hundred four,<end>,0.028039686,0.026494995,0.025632698,0.025079241
