,,Time_0,Time_1
fifty three,<pad>,-0.24049728,-0.18036397
fifty three,one,-0.23790558,-0.17976646
fifty three,two,-0.23664981,-0.18036832
fifty three,three,2.0855312,-0.17700273
fifty three,four,-0.23477854,-0.18026777
fifty three,five,5.190096,-0.1716659
fifty three,six,-0.2341668,-0.18036623
fifty three,seven,-0.23637387,-0.18053441
fifty three,eight,-0.23901778,-0.18055207
fifty three,nine,-0.23982973,-0.18055843
fifty three,ten,-0.24116264,-0.18058865
fifty three,eleven,-0.24138218,-0.18051682
fifty three,twelve,-0.24134536,-0.18052399
fifty three,thirteen,-0.24160439,-0.180596
fifty three,fourteen,-0.2340841,-0.18040133
fifty three,fifteen,-0.21554191,-0.17720611
fifty three,sixteen,-0.2319129,-0.18036957
fifty three,seventeen,-0.24174084,-0.18056695
fifty three,eighteen,-0.24175255,-0.1806104
fifty three,nineteen,-0.23728593,-0.18046376
fifty three,twenty,-0.22422804,-0.17745431
fifty three,thirty,-0.16572687,-0.17920758
fifty three,forty,-0.23662022,-0.18033695
fifty three,fifty,-0.24007115,-0.17950799
fifty three,sixty,-0.23980033,-0.18024692
fifty three,seventy,-0.23721406,-0.1796973
fifty three,eighty,-0.2399892,-0.18052253
fifty three,ninety,-0.24132188,-0.18054317
fifty three,hundred,-0.22986472,-0.08399795
fifty three,thousand,-0.23798133,-0.18011768
fifty three,<unk>,-0.24165651,-0.18057798
fifty three,<start>,-0.241562,-0.1805842
fifty three,<end>,-0.23255853,5.6560845
eighty,<pad>,-0.182349,-0.17681904
eighty,one,-0.18205096,-0.17679542
eighty,two,-0.16414218,-0.17677107
eighty,three,-0.18154398,-0.1768176
eighty,four,-0.18043022,-0.17681766
eighty,five,-0.1796227,-0.17674617
eighty,six,-0.1542754,-0.17677654
eighty,seven,-0.18202737,-0.17682241
eighty,eight,-0.16683598,-0.17680553
eighty,nine,-0.15985295,-0.17677628
eighty,ten,-0.18173037,-0.17682254
eighty,eleven,-0.18207873,-0.17681074
eighty,twelve,-0.18225436,-0.17681782
eighty,thirteen,-0.18265305,-0.1768246
eighty,fourteen,-0.18235818,-0.17682154
eighty,fifteen,-0.18241732,-0.1768229
eighty,sixteen,-0.17879169,-0.17680404
eighty,seventeen,-0.18258291,-0.17682359
eighty,eighteen,-0.18214627,-0.17682444
eighty,nineteen,-0.17962976,-0.17681682
eighty,twenty,-0.17768683,-0.17680582
eighty,thirty,-0.17234021,-0.17679684
eighty,forty,-0.17982444,-0.17679921
eighty,fifty,-0.18244746,-0.17680117
eighty,sixty,-0.16181959,-0.1766348
eighty,seventy,-0.17734301,-0.17675655
eighty,eighty,5.656628,-0.17613636
eighty,ninety,-0.18241578,-0.17682411
eighty,hundred,-0.18228006,-0.17676133
eighty,thousand,-0.17761299,-0.17675804
eighty,<unk>,-0.18218634,-0.17682065
eighty,<start>,-0.18222597,-0.17682251
eighty,<end>,-0.14867227,5.6568537
