,,Time_0,Time_1
six,<pad>,-0.1911248,-0.17718287
six,one,-0.18213362,-0.17691207
six,two,-0.15120669,-0.17714667
six,three,-0.09527214,-0.17711565
six,four,-0.16440453,-0.17700922
six,five,-0.12883626,-0.17692548
six,six,5.6554236,-0.17579618
six,seven,-0.18593638,-0.17720093
six,eight,-0.14772797,-0.17708206
six,nine,-0.12664883,-0.17707965
six,ten,-0.19031183,-0.17721303
six,eleven,-0.19100551,-0.17718591
six,twelve,-0.19166192,-0.17719601
six,thirteen,-0.19173317,-0.17721441
six,fourteen,-0.19028041,-0.17719467
six,fifteen,-0.19092682,-0.17717633
six,sixteen,-0.17609784,-0.17713924
six,seventeen,-0.19172597,-0.17721725
six,eighteen,-0.19168217,-0.17722382
six,nineteen,-0.18807288,-0.17720278
six,twenty,-0.17491499,-0.17706338
six,thirty,-0.17254674,-0.1771343
six,forty,-0.18442196,-0.17708899
six,fifty,-0.19056258,-0.17700203
six,sixty,-0.18459153,-0.17654209
six,seventy,-0.1825256,-0.17672686
six,eighty,-0.1646968,-0.17716984
six,ninety,-0.19087143,-0.17720918
six,hundred,-0.19050188,-0.1683506
six,thousand,-0.18832982,-0.17672588
six,<unk>,-0.19163413,-0.17720906
six,<start>,-0.19099967,-0.17721131
six,<end>,-0.18203652,5.656848
thirteen,<pad>,-0.25310615,-0.17698446
thirteen,one,-0.09328578,-0.17680226
thirteen,two,-0.24575931,-0.17697668
thirteen,three,0.03057321,-0.17688978
thirteen,four,-0.24641865,-0.17695293
thirteen,five,-0.034111,-0.17688233
thirteen,six,-0.24927598,-0.17699695
thirteen,seven,-0.22337615,-0.17697653
thirteen,eight,-0.24535197,-0.17700638
thirteen,nine,-0.25207,-0.17701077
thirteen,ten,-0.25481188,-0.17701404
thirteen,eleven,-0.25518325,-0.17700756
thirteen,twelve,-0.24991885,-0.17698164
thirteen,thirteen,-0.25559595,-0.17701022
thirteen,fourteen,-0.22748518,-0.17698945
thirteen,fifteen,5.4177613,-0.17558026
thirteen,sixteen,-0.21774597,-0.17697209
thirteen,seventeen,-0.24826247,-0.1770031
thirteen,eighteen,-0.2545523,-0.17701642
thirteen,nineteen,1.4158959,-0.17668742
thirteen,twenty,-0.23173189,-0.17688937
thirteen,thirty,-0.19566604,-0.17683136
thirteen,forty,-0.231426,-0.17685841
thirteen,fifty,-0.2534122,-0.17693637
thirteen,sixty,-0.2532992,-0.17699882
thirteen,seventy,-0.16813095,-0.17677037
thirteen,eighty,-0.25158882,-0.1770079
thirteen,ninety,-0.2556331,-0.17701186
thirteen,hundred,-0.2321926,-0.17290723
thirteen,thousand,-0.2500322,-0.1768815
thirteen,<unk>,-0.25535765,-0.17700846
thirteen,<start>,-0.25566357,-0.17701001
thirteen,<end>,-0.2237858,5.6568527
