,,Time_0,Time_1,Time_2
twenty one,<pad>,-0.21561556,-0.1893293,-0.17715609
twenty one,one,0.65597814,5.651204,-0.16612504
twenty one,two,0.107610546,-0.1444659,-0.17647932
twenty one,three,-0.21204174,-0.18959594,-0.17715625
twenty one,four,-0.20777695,-0.18631501,-0.1771398
twenty one,five,-0.18230274,-0.18782581,-0.17713135
twenty one,six,-0.1760633,-0.18884104,-0.17715544
twenty one,seven,-0.2123455,-0.18988292,-0.17716081
twenty one,eight,-0.21151091,-0.1898102,-0.17716089
twenty one,nine,-0.21540803,-0.18987419,-0.17715761
twenty one,ten,-0.21659495,-0.19003475,-0.17716303
twenty one,eleven,-0.21649012,-0.18979329,-0.17714898
twenty one,twelve,-0.21662773,-0.18991984,-0.17716025
twenty one,thirteen,-0.21655026,-0.1899433,-0.17716232
twenty one,fourteen,-0.21379374,-0.18935713,-0.17715469
twenty one,fifteen,-0.21423574,-0.18945104,-0.17715819
twenty one,sixteen,-0.21285917,-0.1896909,-0.17715089
twenty one,seventeen,-0.21620971,-0.18982518,-0.17716092
twenty one,eighteen,-0.21629904,-0.18996117,-0.17716303
twenty one,nineteen,-0.21337093,-0.18972258,-0.17715773
twenty one,twenty,5.5867186,-0.15646122,-0.17682974
twenty one,thirty,-0.21154982,-0.18973912,-0.17715418
twenty one,forty,-0.21195793,-0.18871003,-0.17711991
twenty one,fifty,-0.21596295,-0.18901251,-0.17713754
twenty one,sixty,-0.20963313,-0.18525216,-0.17712039
twenty one,seventy,-0.2144123,-0.18895508,-0.17714272
twenty one,eighty,-0.2125109,-0.18978289,-0.17714638
twenty one,ninety,-0.21604936,-0.18983985,-0.1771587
twenty one,hundred,-0.20787911,-0.11388611,-0.17715435
twenty one,thousand,-0.21537523,-0.18648095,-0.17715822
twenty one,<unk>,-0.21652412,-0.18990532,-0.1771585
twenty one,<start>,-0.21588047,-0.18971011,-0.17716078
twenty one,<end>,-0.21647567,0.06017131,5.656844
two hundred ten,<pad>,-0.47574124,-0.17722371,-0.1840418
two hundred ten,one,1.3637327,-0.17674296,-0.18147634
two hundred ten,two,2.6808202,-0.17682485,-0.17759095
two hundred ten,three,0.07740478,-0.17718267,-0.18396403
two hundred ten,four,1.7791593,-0.17693087,-0.18354975
two hundred ten,five,2.8868387,-0.17662485,-0.18107241
two hundred ten,six,2.6354458,-0.17686814,-0.18372887
two hundred ten,seven,-0.41333553,-0.17719667,-0.18406002
two hundred ten,eight,-0.41760427,-0.17725055,-0.18424372
two hundred ten,nine,-0.4705091,-0.17726351,-0.18421671
two hundred ten,ten,-0.47533423,-0.17726198,-0.18421686
two hundred ten,eleven,-0.47536486,-0.1772546,-0.18400912
two hundred ten,twelve,-0.47802204,-0.17726214,-0.18413486
two hundred ten,thirteen,-0.4792384,-0.17726196,-0.1842525
two hundred ten,fourteen,-0.44527322,-0.17723688,-0.183967
two hundred ten,fifteen,-0.46325368,-0.17721587,-0.18413478
two hundred ten,sixteen,-0.45014882,-0.1772329,-0.18321498
two hundred ten,seventeen,-0.47370222,-0.17725858,-0.184258
two hundred ten,eighteen,-0.4779378,-0.17726867,-0.1842572
two hundred ten,nineteen,-0.4383445,-0.1772357,-0.18405125
two hundred ten,twenty,-0.36066046,-0.1771257,-0.17579454
two hundred ten,thirty,-0.4442517,-0.17726322,-0.18418464
two hundred ten,forty,-0.44463548,-0.17721692,-0.18320504
two hundred ten,fifty,-0.44766712,-0.17249833,-0.057241466
two hundred ten,sixty,-0.4554701,-0.1770884,-0.18303518
two hundred ten,seventy,-0.38930792,-0.17263913,-0.10073424
two hundred ten,eighty,-0.46458888,-0.17725919,-0.18401602
two hundred ten,ninety,-0.4664541,-0.177252,-0.18408418
two hundred ten,hundred,0.36641607,5.656851,-0.18170916
two hundred ten,thousand,-0.45300177,-0.17550933,-0.18420036
two hundred ten,<unk>,-0.47926396,-0.17726506,-0.18423072
two hundred ten,<start>,-0.47044197,-0.1772428,-0.18413953
two hundred ten,<end>,-0.48026556,-0.17589223,5.6550164
