,,Time_0,Time_1
one,<pad>,2.4028534e-05,7.257484e-06
one,one,0.9905371,0.014418539
one,two,0.0001711625,2.262495e-05
one,three,0.00022189313,2.424929e-05
one,four,0.0028985634,0.00043058468
one,five,0.0004699655,5.4185326e-05
one,six,0.0001440066,1.26916175e-05
one,seven,0.00014655937,1.8521185e-05
one,eight,4.3153796e-05,3.7330867e-06
one,nine,9.1508926e-05,1.9241892e-05
one,ten,2.002206e-05,5.889139e-06
one,eleven,7.6082406e-06,5.124919e-06
one,twelve,1.8365447e-05,4.45657e-06
one,thirteen,1.4857678e-05,5.550207e-06
one,fourteen,0.000121721074,3.8774102e-05
one,fifteen,0.0004889672,0.00014459055
one,sixteen,7.1708804e-05,8.629973e-06
one,seventeen,1.8178664e-05,1.0349807e-05
one,eighteen,6.129076e-05,1.9307368e-05
one,nineteen,8.436728e-05,1.1874354e-05
one,twenty,0.0031347175,0.00031792652
one,thirty,0.00015939817,3.2940246e-05
one,forty,0.00016633299,2.4074836e-05
one,fifty,2.6449621e-05,2.8109502e-05
one,sixty,5.617463e-05,8.037851e-05
one,seventy,0.00019789637,2.5121974e-05
one,eighty,2.5288542e-05,1.6943108e-05
one,ninety,8.214404e-06,2.500684e-06
one,hundred,0.00019477235,0.0017932578
one,thousand,7.235764e-05,9.615572e-05
one,<unk>,2.3543227e-05,1.3107498e-05
one,<start>,8.258604e-06,7.649321e-06
one,<end>,0.00027155277,0.98229593
nine,<pad>,0.0014779771,4.844164e-06
nine,one,0.012976294,2.0036401e-05
nine,two,0.032015994,5.220125e-05
nine,three,0.006178622,2.0929034e-05
nine,four,0.0125015,2.2371009e-05
nine,five,0.020313842,5.1642215e-05
nine,six,0.053477,3.707827e-05
nine,seven,0.005260829,6.960505e-06
nine,eight,0.20843795,2.8977e-05
nine,nine,0.46196023,6.556358e-05
nine,ten,0.0013271283,3.569026e-06
nine,eleven,0.001512238,4.8615702e-06
nine,twelve,0.00086658396,1.444398e-06
nine,thirteen,0.0009796616,3.800136e-06
nine,fourteen,0.0026482276,1.0411068e-05
nine,fifteen,0.0031256492,3.0804145e-05
nine,sixteen,0.0248264,3.146969e-05
nine,seventeen,0.0007318604,5.2709174e-06
nine,eighteen,0.0007561847,2.8206111e-06
nine,nineteen,0.062361266,5.3160005e-05
nine,twenty,0.0014550237,3.7974626e-06
nine,thirty,0.010718555,2.2421651e-05
nine,forty,0.01714692,2.8184346e-05
nine,fifty,0.0018229814,1.6953327e-05
nine,sixty,0.0064542005,7.990261e-05
nine,seventy,0.01799604,1.647865e-05
nine,eighty,0.017144546,4.9386024e-05
nine,ninety,0.0010242806,2.4216397e-06
nine,hundred,0.0019127841,0.0006400144
nine,thousand,0.0037095547,6.3153275e-05
nine,<unk>,0.0006348967,2.349996e-06
nine,<start>,0.00075987435,3.595513e-06
nine,<end>,0.0054849004,0.99861324
