,,Time_0,Time_1
six,<pad>,0.041933376,0.043894637
six,one,0.025565982,0.024361521
six,two,0.029227968,0.02974223
six,three,0.034748603,0.030881608
six,four,0.031067513,0.03298289
six,five,0.0250482,0.026288532
six,six,0.027872857,0.030595234
six,seven,0.023246784,0.025295984
six,eight,0.027288347,0.028286746
six,nine,0.025903855,0.02669703
six,ten,0.032646086,0.031050801
six,eleven,0.028792134,0.029489532
six,twelve,0.03825501,0.04367524
six,thirteen,0.031482674,0.02881704
six,fourteen,0.024181332,0.021819012
six,fifteen,0.021770043,0.020747231
six,sixteen,0.020692881,0.018280407
six,seventeen,0.029235557,0.026089028
six,eighteen,0.029889274,0.030128978
six,nineteen,0.025305565,0.026303638
six,twenty,0.028902836,0.031102438
six,thirty,0.03810148,0.0406834
six,forty,0.03142253,0.030000197
six,fifty,0.0249907,0.028379884
six,sixty,0.03826654,0.032022003
six,seventy,0.03768978,0.036622215
six,eighty,0.031848524,0.032613054
six,ninety,0.030502355,0.03352527
six,hundred,0.031212458,0.029850636
six,thousand,0.038227845,0.036738552
six,<unk>,0.030767519,0.030127715
six,<start>,0.029719548,0.030710148
six,<end>,0.034193903,0.032197256
thirteen,<pad>,0.034491897,0.036955826
thirteen,one,0.023312049,0.022230463
thirteen,two,0.028033374,0.031766657
thirteen,three,0.037704073,0.0336064
thirteen,four,0.030270187,0.030352814
thirteen,five,0.028246494,0.028693924
thirteen,six,0.030849902,0.032950237
thirteen,seven,0.02389743,0.025591876
thirteen,eight,0.02845734,0.028025502
thirteen,nine,0.022708992,0.023743428
thirteen,ten,0.032043293,0.03154227
thirteen,eleven,0.027774913,0.029449143
thirteen,twelve,0.037186924,0.041508768
thirteen,thirteen,0.030263262,0.027348097
thirteen,fourteen,0.022117594,0.020885507
thirteen,fifteen,0.021625172,0.020168131
thirteen,sixteen,0.022171272,0.019130351
thirteen,seventeen,0.029025864,0.02546015
thirteen,eighteen,0.035775322,0.03621875
thirteen,nineteen,0.027170224,0.029423727
thirteen,twenty,0.029000282,0.032095656
thirteen,thirty,0.031640973,0.037812058
thirteen,forty,0.031307895,0.029816581
thirteen,fifty,0.03137304,0.03366398
thirteen,sixty,0.041358028,0.033061404
thirteen,seventy,0.038389627,0.03948511
thirteen,eighty,0.030671293,0.031079868
thirteen,ninety,0.025067903,0.027654482
thirteen,hundred,0.03402582,0.030175297
thirteen,thousand,0.037937917,0.0340415
thirteen,<unk>,0.036673594,0.036128465
thirteen,<start>,0.030510867,0.031222265
thirteen,<end>,0.028917274,0.028711336
