,,Time_0,Time_1
one,<pad>,0.03532737,0.03442463
one,one,0.027479183,0.0276473
one,two,0.03289464,0.032876022
one,three,0.035486545,0.034473754
one,four,0.02534732,0.023478532
one,five,0.027881369,0.029878875
one,six,0.02344234,0.025368536
one,seven,0.023464553,0.025899429
one,eight,0.036896646,0.03897587
one,nine,0.031707853,0.02744317
one,ten,0.027872747,0.025890937
one,eleven,0.028490586,0.029602129
one,twelve,0.027868615,0.027977088
one,thirteen,0.03242559,0.0299813
one,fourteen,0.035266068,0.03637171
one,fifteen,0.029167831,0.02752617
one,sixteen,0.029520908,0.03115473
one,seventeen,0.031129587,0.034556754
one,eighteen,0.025384134,0.023321768
one,nineteen,0.028386887,0.031480078
one,twenty,0.02834026,0.028864723
one,thirty,0.028533095,0.029330049
one,forty,0.029277736,0.028590966
one,fifty,0.029128307,0.026005961
one,sixty,0.026481805,0.025040604
one,seventy,0.040662427,0.03720498
one,eighty,0.028918078,0.030691715
one,ninety,0.034681406,0.03871057
one,hundred,0.036516625,0.04126322
one,thousand,0.029821327,0.026826642
one,<unk>,0.029845992,0.028789923
one,<start>,0.029213466,0.030888427
one,<end>,0.033138797,0.029463466
nine,<pad>,0.034421586,0.035329945
nine,one,0.027012572,0.029505163
nine,two,0.031992383,0.031236438
nine,three,0.03262995,0.030878661
nine,four,0.027160898,0.024051422
nine,five,0.0282774,0.030205276
nine,six,0.023669194,0.024925968
nine,seven,0.021182507,0.022234883
nine,eight,0.042474706,0.041249692
nine,nine,0.031065842,0.02736431
nine,ten,0.028195739,0.026873186
nine,eleven,0.026315456,0.025992956
nine,twelve,0.028991142,0.030175602
nine,thirteen,0.031083908,0.027119525
nine,fourteen,0.025783809,0.030356292
nine,fifteen,0.031625785,0.03190963
nine,sixteen,0.034342762,0.032951713
nine,seventeen,0.03381768,0.03682069
nine,eighteen,0.02222402,0.02120187
nine,nineteen,0.03181863,0.03339325
nine,twenty,0.028704472,0.029097775
nine,thirty,0.030241972,0.032672897
nine,forty,0.03136223,0.028943507
nine,fifty,0.027517699,0.02471025
nine,sixty,0.026129635,0.026192982
nine,seventy,0.040481124,0.037811078
nine,eighty,0.031114057,0.030152278
nine,ninety,0.02726906,0.032336067
nine,hundred,0.03622787,0.038788997
nine,thousand,0.037093684,0.03169465
nine,<unk>,0.030418983,0.03113367
nine,<start>,0.02868237,0.033639863
nine,<end>,0.030670905,0.029049551
