,,Time_0,Time_1,Time_2
twelve,<pad>,0.03075366,0.033109456,
twelve,one,0.03548172,0.03612136,
twelve,two,0.030098066,0.029262416,
twelve,three,0.036952596,0.03914224,
twelve,four,0.019859688,0.020296812,
twelve,five,0.019709945,0.022843374,
twelve,six,0.020929314,0.024289418,
twelve,seven,0.031385515,0.031784087,
twelve,eight,0.026126191,0.021954235,
twelve,nine,0.044457387,0.040760964,
twelve,ten,0.034171205,0.03402056,
twelve,eleven,0.019200036,0.024681881,
twelve,twelve,0.03750779,0.033183955,
twelve,thirteen,0.03098493,0.03531787,
twelve,fourteen,0.037750322,0.03719605,
twelve,fifteen,0.022269787,0.020521441,
twelve,sixteen,0.022853816,0.018546477,
twelve,seventeen,0.026431274,0.029168246,
twelve,eighteen,0.03625519,0.033235814,
twelve,nineteen,0.02876902,0.03134511,
twelve,twenty,0.025238613,0.028032532,
twelve,thirty,0.026089752,0.024020672,
twelve,forty,0.03509976,0.032779388,
twelve,fifty,0.02638424,0.02546029,
twelve,sixty,0.042344537,0.03848431,
twelve,seventy,0.02393788,0.021582376,
twelve,eighty,0.032494448,0.027964512,
twelve,ninety,0.03072028,0.034227025,
twelve,hundred,0.03401493,0.031581804,
twelve,thousand,0.038764395,0.038820866,
twelve,<unk>,0.02473563,0.026262065,
twelve,<start>,0.034473382,0.034779612,
twelve,<end>,0.033754863,0.03922274,
twenty two,<pad>,0.031469196,0.03361669,0.034290474
twenty two,one,0.03490917,0.037019916,0.037581738
twenty two,two,0.026320664,0.026842348,0.027287455
twenty two,three,0.03854183,0.042129744,0.044611305
twenty two,four,0.020373458,0.020884076,0.020902336
twenty two,five,0.019924603,0.02323229,0.025137227
twenty two,six,0.02432895,0.028344307,0.03052134
twenty two,seven,0.02710927,0.02715297,0.02662079
twenty two,eight,0.029572615,0.025121104,0.022938797
twenty two,nine,0.038836762,0.037639726,0.03605204
twenty two,ten,0.033128593,0.033199675,0.032490686
twenty two,eleven,0.020285945,0.025637053,0.028702794
twenty two,twelve,0.04061972,0.03693201,0.034888066
twenty two,thirteen,0.031341936,0.032714743,0.034178555
twenty two,fourteen,0.034349285,0.03328951,0.033357855
twenty two,fifteen,0.021320133,0.02031238,0.019966694
twenty two,sixteen,0.027063051,0.022180185,0.019941203
twenty two,seventeen,0.026165716,0.028996913,0.029771378
twenty two,eighteen,0.03774767,0.035444,0.034458254
twenty two,nineteen,0.030420603,0.033508867,0.036044315
twenty two,twenty,0.0265161,0.028032944,0.028230445
twenty two,thirty,0.025185728,0.023203686,0.022469971
twenty two,forty,0.034859978,0.03353779,0.03318034
twenty two,fifty,0.029023865,0.028468227,0.027550992
twenty two,sixty,0.03752021,0.033891354,0.03132531
twenty two,seventy,0.025865145,0.023317013,0.022166982
twenty two,eighty,0.03150523,0.028617915,0.027402565
twenty two,ninety,0.03426414,0.03606545,0.037368756
twenty two,hundred,0.03437002,0.03149125,0.030352978
twenty two,thousand,0.035683114,0.03512255,0.034410894
twenty two,<unk>,0.025660789,0.02611346,0.026894195
twenty two,<start>,0.03463722,0.034663033,0.035112064
twenty two,<end>,0.031079143,0.033276837,0.033791207
