,,Time_0,Time_1
five,<pad>,0.029176293,0.02731736
five,one,0.02779544,0.024471695
five,two,0.028074613,0.035051316
five,three,0.030571716,0.03142822
five,four,0.03019365,0.029290274
five,five,0.026418794,0.02460763
five,six,0.036124714,0.036861055
five,seven,0.030924466,0.0248329
five,eight,0.021764096,0.025261018
five,nine,0.02911479,0.029192492
five,ten,0.020365668,0.021394035
five,eleven,0.030766563,0.033872485
five,twelve,0.025384007,0.030039718
five,thirteen,0.030956225,0.03096824
five,fourteen,0.0317624,0.032251965
five,fifteen,0.03061191,0.03172622
five,sixteen,0.02952039,0.027719317
five,seventeen,0.039160166,0.040522117
five,eighteen,0.030636193,0.029748276
five,nineteen,0.031836536,0.033703603
five,twenty,0.032232217,0.036378548
five,thirty,0.035044674,0.03706058
five,forty,0.03578766,0.03618489
five,fifty,0.030961175,0.034620177
five,sixty,0.033713806,0.03222881
five,seventy,0.036206692,0.037983965
five,eighty,0.023792872,0.022257164
five,ninety,0.027804863,0.023565272
five,hundred,0.023671826,0.018875316
five,thousand,0.029116942,0.025678068
five,<unk>,0.026498165,0.027678933
five,<start>,0.040598672,0.035931643
five,<end>,0.033411887,0.03129647
fifteen,<pad>,0.029538356,0.027434623
fifteen,one,0.030858245,0.027708773
fifteen,two,0.03078585,0.03707773
fifteen,three,0.032252274,0.03184306
fifteen,four,0.028832307,0.028850865
fifteen,five,0.025308063,0.022559738
fifteen,six,0.033249184,0.03557361
fifteen,seven,0.032705776,0.026803691
fifteen,eight,0.023834417,0.029043812
fifteen,nine,0.030729856,0.028900674
fifteen,ten,0.021027852,0.02127499
fifteen,eleven,0.030283395,0.033993833
fifteen,twelve,0.025650678,0.03076991
fifteen,thirteen,0.03263824,0.032910127
fifteen,fourteen,0.03226556,0.032629967
fifteen,fifteen,0.028941166,0.02968835
fifteen,sixteen,0.029231682,0.027873978
fifteen,seventeen,0.036358733,0.036771625
fifteen,eighteen,0.029201692,0.028104639
fifteen,nineteen,0.03137995,0.03338946
fifteen,twenty,0.034782328,0.039957203
fifteen,thirty,0.032272596,0.035179023
fifteen,forty,0.036757477,0.038130175
fifteen,fifty,0.028879462,0.031918526
fifteen,sixty,0.035273317,0.032911018
fifteen,seventy,0.036272787,0.03599611
fifteen,eighty,0.02391682,0.023955364
fifteen,ninety,0.025300747,0.021770798
fifteen,hundred,0.02332428,0.019405747
fifteen,thousand,0.026967496,0.022316718
fifteen,<unk>,0.027733086,0.028050127
fifteen,<start>,0.03989123,0.036247328
fifteen,<end>,0.033555105,0.030958533
