,,Time_0,Time_1,Time_2
seventeen,<pad>,0.027003394,0.026410466,
seventeen,one,0.034526218,0.03824789,
seventeen,two,0.031186229,0.030674104,
seventeen,three,0.033930976,0.037413493,
seventeen,four,0.026635818,0.0264922,
seventeen,five,0.028510807,0.026875515,
seventeen,six,0.034294173,0.0324105,
seventeen,seven,0.027013235,0.030531093,
seventeen,eight,0.02766953,0.029491344,
seventeen,nine,0.03162516,0.03328179,
seventeen,ten,0.03155044,0.0276,
seventeen,eleven,0.030328618,0.02792331,
seventeen,twelve,0.02991762,0.032094687,
seventeen,thirteen,0.027123429,0.027320756,
seventeen,fourteen,0.026686365,0.023737991,
seventeen,fifteen,0.028962666,0.03069697,
seventeen,sixteen,0.024785323,0.02311414,
seventeen,seventeen,0.037340224,0.036270723,
seventeen,eighteen,0.0337888,0.03253482,
seventeen,nineteen,0.029251615,0.0242379,
seventeen,twenty,0.02659598,0.026807716,
seventeen,thirty,0.032129463,0.033907346,
seventeen,forty,0.02692823,0.024590679,
seventeen,fifty,0.032670714,0.031894367,
seventeen,sixty,0.026068928,0.025676712,
seventeen,seventy,0.03197002,0.030308511,
seventeen,eighty,0.0320197,0.031102194,
seventeen,ninety,0.031606257,0.03084247,
seventeen,hundred,0.029391838,0.031957667,
seventeen,thousand,0.029462988,0.031673107,
seventeen,<unk>,0.030234458,0.030841613,
seventeen,<start>,0.032317165,0.032690056,
seventeen,<end>,0.036473613,0.04034781,
twenty one,<pad>,0.02582826,0.026159458,0.026026579
twenty one,one,0.03610428,0.037665926,0.037442096
twenty one,two,0.032782417,0.03153796,0.030517254
twenty one,three,0.032501943,0.03717528,0.03925923
twenty one,four,0.026461508,0.02668352,0.0272212
twenty one,five,0.027900646,0.026345665,0.026104428
twenty one,six,0.033462685,0.03347163,0.03329615
twenty one,seven,0.028291617,0.03166703,0.03319362
twenty one,eight,0.026780786,0.028818613,0.030372843
twenty one,nine,0.033322223,0.034953915,0.03552313
twenty one,ten,0.028521977,0.02682723,0.026271751
twenty one,eleven,0.02862428,0.027909,0.027909039
twenty one,twelve,0.030325154,0.03185791,0.032437727
twenty one,thirteen,0.029014574,0.028485028,0.027791847
twenty one,fourteen,0.02653219,0.023820799,0.02247888
twenty one,fifteen,0.029576804,0.03216886,0.033903748
twenty one,sixteen,0.02581139,0.022593992,0.021362996
twenty one,seventeen,0.036688864,0.034424238,0.032953314
twenty one,eighteen,0.03549615,0.034770485,0.03442368
twenty one,nineteen,0.028276006,0.024296867,0.022682695
twenty one,twenty,0.025730014,0.025956944,0.026194798
twenty one,thirty,0.028460534,0.02950691,0.029631393
twenty one,forty,0.03260617,0.029950844,0.02948436
twenty one,fifty,0.032779604,0.03183381,0.030771252
twenty one,sixty,0.024845297,0.026446048,0.026559943
twenty one,seventy,0.031162312,0.029306754,0.02832984
twenty one,eighty,0.029242659,0.028873574,0.029287618
twenty one,ninety,0.033109233,0.030428091,0.028883556
twenty one,hundred,0.029987475,0.03046296,0.030465191
twenty one,thousand,0.03144949,0.032930173,0.033776168
twenty one,<unk>,0.028321845,0.029101036,0.029790917
twenty one,<start>,0.032583367,0.032093674,0.032031465
twenty one,<end>,0.03741812,0.041475665,0.04362118
