,desired_label,target_image,target_model_generated_label,foil_image,foil_word,foil_model_generated_label,correct,true_target_numbers,true_foil_numbers,predicted_target_numbers,predicted_foil_numbers
0,two hundred six,0.png,thousand eight eight,1.png,two hundred sixty,thousand eight eight,False,0,0,0,0
1,one hundred,2.png,thousand eight,3.png,one thousand,thousand thousand,False,0,0,0,0
2,sixty seven,4.png,<pad> six,5.png,six hundred seventy,<pad> eight eight,False,0,0,0,0
3,one thousand two,6.png,thousand eight eight,7.png,one thousand twenty,thousand eight eight,False,0,0,0,0
4,twenty one,8.png,nineteen nineteen,9.png,two hundred one,thousand eight eight,True,0,0,0,0
5,one hundred five,10.png,thousand thousand eight,11.png,one hundred twenty five,nineteen thousand eighty eighty,True,0,0,0,0
6,three hundred five,12.png,thousand thousand thousand,13.png,three hundred fifty,thousand thousand thousand,True,0,0,0,0
7,forty two,14.png,nineteen six,15.png,four hundred two,thousand eight eight,False,0,0,0,0
8,five,16.png,nineteen,17.png,fifteen,nineteen,False,0,0,0,0
9,eleven,18.png,nineteen,19.png,twenty four,nineteen six,True,0,0,0,0
10,two,20.png,nineteen,21.png,eight,nineteen,False,0,0,0,0
11,twenty five,22.png,nineteen six,23.png,four hundred five,nineteen eight eight,False,0,0,0,0
12,sixty two,24.png,<pad> eight,25.png,six hundred two,thousand eight eight,True,0,0,0,0
13,twenty one,26.png,nineteen nineteen,27.png,two hundred ten,thousand eight eight,True,0,0,0,0
14,twenty four,28.png,nineteen six,29.png,two hundred four,thousand eight eight,True,0,0,0,0
15,seventeen,30.png,nineteen,31.png,twenty one,nineteen nineteen,True,0,0,0,0
16,thirty five,32.png,nineteen thousand,33.png,three hundred five,thousand thousand thousand,False,0,0,0,0
17,forty seven,34.png,<unk> <unk>,35.png,four hundred seventy,thousand thousand eight,False,0,0,0,0
18,nineteen,36.png,nineteen,37.png,one hundred nine,thousand eight eight,True,0,0,0,0
19,sixteen,38.png,six,39.png,one hundred six,thousand eight eight,False,0,0,0,0
20,fifty three,40.png,<pad> eight,41.png,eighty,six,False,0,0,0,0
21,two hundred sixteen,42.png,<pad> eight eight,43.png,two hundred sixty one,<pad> eight eight eight,True,0,0,0,0
22,four hundred twelve,44.png,twenty six eighty,45.png,four hundred twenty one,nineteen eighty eighty eighty,True,0,0,0,0
23,six,46.png,nineteen,47.png,thirteen,nineteen,False,0,0,0,0
