,desired_label,target_image,target_model_generated_label,foil_image,foil_word,foil_model_generated_label,correct,true_target_numbers,true_foil_numbers,predicted_target_numbers,predicted_foil_numbers
0,two hundred six,0.png,seventeen seventeen seventeen,1.png,two hundred sixty,seventeen seventeen seventeen,True,0,0,0,0
1,one hundred,2.png,seventeen seventeen,3.png,one thousand,forty twenty,False,0,0,0,0
2,sixty seven,4.png,seventeen seventeen,5.png,six hundred seventy,seventeen seventeen seventeen,False,0,0,0,0
3,one thousand two,6.png,seventy twenty twenty,7.png,one thousand twenty,seventy twenty twenty,False,0,0,0,0
4,twenty one,8.png,<start> twenty,9.png,two hundred one,seventeen seventeen twenty,False,0,0,0,0
5,one hundred five,10.png,seventeen twenty twenty,11.png,one hundred twenty five,seventeen twenty twenty twenty,False,0,0,0,0
6,three hundred five,12.png,seventeen seventeen seventeen,13.png,three hundred fifty,seventeen seventeen seventeen,True,0,0,0,0
7,forty two,14.png,<start> twenty,15.png,four hundred two,seventy twenty twenty,False,0,0,0,0
8,five,16.png,<start>,17.png,fifteen,<start>,True,0,0,0,0
9,eleven,18.png,three,19.png,twenty four,<start> twenty,False,0,0,0,0
10,two,20.png,seventeen,21.png,eight,seventeen,False,0,0,0,0
11,twenty five,22.png,seventeen seventeen,23.png,four hundred five,seventy twenty twenty,False,0,0,0,0
12,sixty two,24.png,seventeen seventeen,25.png,six hundred two,seventeen seventeen seventeen,False,0,0,0,0
13,twenty one,26.png,<start> twenty,27.png,two hundred ten,seventeen seventeen seventeen,False,0,0,0,0
14,twenty four,28.png,<start> twenty,29.png,two hundred four,seventeen twenty twenty,False,0,0,0,0
15,seventeen,30.png,seventy,31.png,twenty one,<start> twenty,False,0,0,0,0
16,thirty five,32.png,seventeen seventeen,33.png,three hundred five,seventeen seventeen seventeen,False,0,0,0,0
17,forty seven,34.png,<start> fifty,35.png,four hundred seventy,<start> fifty fifty,False,0,0,0,0
18,nineteen,36.png,seventeen,37.png,one hundred nine,seventeen seventeen seventeen,True,0,0,0,0
19,sixteen,38.png,seventeen,39.png,one hundred six,seventeen seventeen seventeen,False,0,0,0,0
20,fifty three,40.png,<start> seventeen,41.png,eighty,seventeen,False,0,0,0,0
21,two hundred sixteen,42.png,seventeen seventeen twenty,43.png,two hundred sixty one,seventeen seventeen twenty twenty,True,0,0,0,0
22,four hundred twelve,44.png,seventy twenty twenty,45.png,four hundred twenty one,seventy twenty twenty twenty,True,0,0,0,0
23,six,46.png,seventeen,47.png,thirteen,<start>,True,0,0,0,0
