,desired_label,target_image,target_model_generated_label,foil_image,foil_word,foil_model_generated_label,correct,true_target_numbers,true_foil_numbers,predicted_target_numbers,predicted_foil_numbers
0,two hundred six,0.png,eighty eighty eighty,1.png,two hundred sixty,eighty eighty eighty,True,0,0,0,0
1,one hundred,2.png,eighty eighty,3.png,one thousand,eighty eighty,True,0,0,0,0
2,sixty seven,4.png,eighty eighty,5.png,six hundred seventy,eighty eighty eighty,False,0,0,0,0
3,one thousand two,6.png,eighty eighty eighty,7.png,one thousand twenty,eighty eighty eighty,True,0,0,0,0
4,twenty one,8.png,eighty eighty,9.png,two hundred one,eighty eighty eighty,False,0,0,0,0
5,one hundred five,10.png,eighty eighty eighty,11.png,one hundred twenty five,eighty eighty eighty eighty,True,0,0,0,0
6,three hundred five,12.png,eighty eighty eighty,13.png,three hundred fifty,eighty eighty eighty,False,0,0,0,0
7,forty two,14.png,eighty eighty,15.png,four hundred two,eighty eighty eighty,False,0,0,0,0
8,five,16.png,eighty,17.png,fifteen,eighty,True,0,0,0,0
9,eleven,18.png,eighty,19.png,twenty four,eighty eighty,True,0,0,0,0
10,two,20.png,eighty,21.png,eight,eighty,True,0,0,0,0
11,twenty five,22.png,eighty eighty,23.png,four hundred five,eighty eighty eighty,True,0,0,0,0
12,sixty two,24.png,eighty eighty,25.png,six hundred two,eighty eighty eighty,False,0,0,0,0
13,twenty one,26.png,eighty eighty,27.png,two hundred ten,eighty eighty eighty,True,0,0,0,0
14,twenty four,28.png,eighty eighty,29.png,two hundred four,eighty eighty eighty,False,0,0,0,0
15,seventeen,30.png,eighty,31.png,twenty one,eighty eighty,True,0,0,0,0
16,thirty five,32.png,eighty eighty,33.png,three hundred five,eighty eighty eighty,True,0,0,0,0
17,forty seven,34.png,eighty eighty,35.png,four hundred seventy,eighty eighty eighty,False,0,0,0,0
18,nineteen,36.png,eighty,37.png,one hundred nine,eighty eighty eighty,True,0,0,0,0
19,sixteen,38.png,eighty,39.png,one hundred six,eighty eighty eighty,False,0,0,0,0
20,fifty three,40.png,eighty eighty,41.png,eighty,eighty,True,0,0,0,0
21,two hundred sixteen,42.png,thirty thirty thirty,43.png,two hundred sixty one,eighty eighty eighty eighty,True,0,0,0,0
22,four hundred twelve,44.png,eighty eighty eighty,45.png,four hundred twenty one,eighty eighty eighty eighty,True,0,0,0,0
23,six,46.png,eighty,47.png,thirteen,eighty,False,0,0,0,0
