,desired_label,target_image,target_model_generated_label,foil_image,foil_word,foil_model_generated_label,correct,true_target_numbers,true_foil_numbers,predicted_target_numbers,predicted_foil_numbers
0,two hundred six,0.png,nineteen nineteen thousand,1.png,two hundred sixty,nineteen nineteen thousand,True,0,0,0,0
1,one hundred,2.png,nineteen nineteen,3.png,one thousand,nineteen nineteen,False,0,0,0,0
2,sixty seven,4.png,nineteen nineteen,5.png,six hundred seventy,nineteen nineteen nineteen,False,0,0,0,0
3,one thousand two,6.png,nineteen sixteen thousand,7.png,one thousand twenty,nineteen thousand thousand,False,0,0,0,0
4,twenty one,8.png,nineteen <start>,9.png,two hundred one,nineteen nineteen thousand,False,0,0,0,0
5,one hundred five,10.png,nineteen <start> <start>,11.png,one hundred twenty five,nineteen <start> <start> <start>,True,0,0,0,0
6,three hundred five,12.png,nineteen sixteen sixteen,13.png,three hundred fifty,nineteen sixteen sixteen,True,0,0,0,0
7,forty two,14.png,<unk> <start>,15.png,four hundred two,nineteen sixteen twenty,True,0,0,0,0
8,five,16.png,<start>,17.png,fifteen,nineteen,True,0,0,0,0
9,eleven,18.png,seven,19.png,twenty four,nineteen <start>,False,0,0,0,0
10,two,20.png,nineteen,21.png,eight,twelve,True,0,0,0,0
11,twenty five,22.png,nineteen <start>,23.png,four hundred five,nineteen sixteen seventy,False,0,0,0,0
12,sixty two,24.png,nineteen nineteen,25.png,six hundred two,nineteen nineteen thousand,True,0,0,0,0
13,twenty one,26.png,nineteen <start>,27.png,two hundred ten,nineteen nineteen nineteen,False,0,0,0,0
14,twenty four,28.png,nineteen <start>,29.png,two hundred four,nineteen nineteen twenty,False,0,0,0,0
15,seventeen,30.png,forty,31.png,twenty one,nineteen <start>,False,0,0,0,0
16,thirty five,32.png,nineteen fourteen,33.png,three hundred five,nineteen sixteen sixteen,False,0,0,0,0
17,forty seven,34.png,three forty,35.png,four hundred seventy,nineteen forty twenty,False,0,0,0,0
18,nineteen,36.png,nineteen,37.png,one hundred nine,nineteen nineteen thousand,False,0,0,0,0
19,sixteen,38.png,nineteen,39.png,one hundred six,nineteen thousand thousand,False,0,0,0,0
20,fifty three,40.png,nineteen <start>,41.png,eighty,nineteen,False,0,0,0,0
21,two hundred sixteen,42.png,nineteen nineteen thousand,43.png,two hundred sixty one,nineteen <start> <start> <start>,False,0,0,0,0
22,four hundred twelve,44.png,three <start> <start>,45.png,four hundred twenty one,<unk> <start> <start> twenty,True,0,0,0,0
23,six,46.png,nineteen,47.png,thirteen,seven,True,0,0,0,0
