,desired_label,target_image,target_model_generated_label,foil_image,foil_word,foil_model_generated_label,correct,true_target_numbers,true_foil_numbers,predicted_target_numbers,predicted_foil_numbers
0,seventy eight,0.png,fourteen four,1.png,eight hundred seven,five four four,False,0,0,0,0
1,sixty four,2.png,five four,3.png,six hundred four,five five four,False,0,0,0,0
2,eighty five,4.png,four four,5.png,eight hundred fifty,five four four,False,0,0,0,0
3,thirty six,6.png,four four,7.png,three hundred six,five nineteen nineteen,False,0,0,0,0
4,twelve,8.png,five,9.png,twenty two,five four,True,0,0,0,0
5,four hundred,10.png,five five,11.png,four thousand,five five,True,0,0,0,0
6,seventy six,12.png,five four,13.png,seven hundred sixty,five five four,False,0,0,0,0
7,thirty one,14.png,five five,15.png,three hundred one,five four four,False,0,0,0,0
8,eighty nine,16.png,four four,17.png,eight hundred nine,five five nineteen,True,0,0,0,0
9,three hundred seven,18.png,five nineteen nineteen,19.png,three hundred sixty seven,five nineteen nineteen nineteen,False,0,0,0,0
10,thirteen,20.png,five,21.png,forty two,five fourteen,False,0,0,0,0
11,five hundred eight,22.png,five four nineteen,23.png,five hundred eighty,five four nineteen,True,0,0,0,0
12,two thousand three,24.png,five five four,25.png,two thousand thirty,five five four,True,0,0,0,0
13,three hundred six,26.png,five nineteen nineteen,27.png,three hundred sixty,five nineteen nineteen,True,0,0,0,0
14,seven,28.png,five,29.png,eighteen,five,True,0,0,0,0
15,five,30.png,four,31.png,eight,four,True,0,0,0,0
16,five hundred,32.png,five four,33.png,five thousand,five five,False,0,0,0,0
17,thirty six,34.png,four four,35.png,five hundred nine,five four nineteen,False,0,0,0,0
18,forty two,36.png,five fourteen,37.png,four hundred twenty,five five seventy,False,0,0,0,0
19,twenty seven,38.png,five <end>,39.png,two hundred seven,five four four,True,0,0,0,0
20,six hundred eight,40.png,five four four,41.png,six hundred fifty eight,five four nineteen nineteen,False,0,0,0,0
21,seventeen,42.png,five,43.png,twenty eight,four four,False,0,0,0,0
22,five hundred sixty seven,44.png,five four nineteen nineteen,45.png,five hundred seventy six,five four four seventy,True,0,0,0,0
23,one,46.png,five,47.png,nine,four,True,0,0,0,0
