,,Time_0,Time_1
seventeen,<pad>,-0.24824175,-0.17768604
seventeen,one,5.5910854,-0.16964315
seventeen,two,-0.14268817,-0.17710283
seventeen,three,-0.0074819867,-0.17729397
seventeen,four,-0.07207073,-0.17612618
seventeen,five,-0.06448324,-0.17638353
seventeen,six,-0.21507719,-0.17749466
seventeen,seven,0.05327475,-0.1773205
seventeen,eight,-0.2349434,-0.17770267
seventeen,nine,-0.23755099,-0.17765626
seventeen,ten,-0.24605498,-0.17769668
seventeen,eleven,-0.24774823,-0.17771013
seventeen,twelve,-0.24939226,-0.17770782
seventeen,thirteen,-0.24847597,-0.17773551
seventeen,fourteen,-0.19594711,-0.17751898
seventeen,fifteen,-0.1840603,-0.17711005
seventeen,sixteen,-0.22762528,-0.17746304
seventeen,seventeen,-0.24930918,-0.17768301
seventeen,eighteen,-0.24821927,-0.17772533
seventeen,nineteen,-0.2175876,-0.17765585
seventeen,twenty,0.5779934,-0.1764442
seventeen,thirty,-0.23818761,-0.17750376
seventeen,forty,-0.13420697,-0.17620124
seventeen,fifty,-0.24730773,-0.17770913
seventeen,sixty,-0.2376382,-0.1770784
seventeen,seventy,-0.20728542,-0.17752428
seventeen,eighty,-0.23076865,-0.17754874
seventeen,ninety,-0.24633984,-0.17767866
seventeen,hundred,-0.19675192,-0.1681014
seventeen,thousand,-0.2233039,-0.17523935
seventeen,<unk>,-0.242628,-0.17769393
seventeen,<start>,-0.24800807,-0.17770225
seventeen,<end>,-0.2329702,5.6568418
twenty eight,<pad>,-0.2283613,-0.20957613
twenty eight,one,-0.21437873,-0.20258619
twenty eight,two,5.560149,-0.13053858
twenty eight,three,-0.21943168,-0.2090029
twenty eight,four,-0.18450749,-0.20744051
twenty eight,five,-0.22521524,-0.20709969
twenty eight,six,-0.08239166,-0.18046749
twenty eight,seven,-0.22557335,-0.20968294
twenty eight,eight,-0.017212497,-0.20308176
twenty eight,nine,-0.13712491,-0.20339657
twenty eight,ten,-0.22456747,-0.20831056
twenty eight,eleven,-0.23071238,-0.21066204
twenty eight,twelve,-0.23134942,-0.2106991
twenty eight,thirteen,-0.23042753,-0.21079516
twenty eight,fourteen,-0.23095556,-0.21069516
twenty eight,fifteen,-0.23075555,-0.2106349
twenty eight,sixteen,-0.20835203,-0.20354654
twenty eight,seventeen,-0.231202,-0.20998345
twenty eight,eighteen,-0.22993045,-0.21050707
twenty eight,nineteen,-0.1915413,-0.20882986
twenty eight,twenty,-0.20755543,-0.21013623
twenty eight,thirty,-0.22894703,-0.20985289
twenty eight,forty,-0.22649653,-0.20654446
twenty eight,fifty,-0.23121893,-0.21077359
twenty eight,sixty,-0.17963359,0.19096018
twenty eight,seventy,-0.17701729,-0.2052805
twenty eight,eighty,0.834805,-0.1540312
twenty eight,ninety,-0.23018561,-0.21028693
twenty eight,hundred,-0.22491245,0.11860582
twenty eight,thousand,-0.22380713,-0.059072018
twenty eight,<unk>,-0.23023881,-0.2099698
twenty eight,<start>,-0.23081489,-0.2101559
twenty eight,<end>,-0.23013574,5.6340747
