,,Time_0,Time_1,Time_2,Time_3,Time_4
four hundred twelve,<pad>,-0.25639883,-0.17770536,-0.22554587,-0.25396076,-0.17685135
four hundred twelve,one,4.690207,-0.1661615,1.4023287,4.279909,-0.17449477
four hundred twelve,two,-0.1770952,-0.17757265,-0.21378702,-0.25130105,-0.17683008
four hundred twelve,three,-0.24333908,-0.17759311,-0.22250669,-0.25358707,-0.17685066
four hundred twelve,four,3.0131407,-0.17548579,-0.21703824,-0.24652858,-0.17683224
four hundred twelve,five,-0.2167144,-0.17737277,-0.20579061,-0.24814671,-0.17683691
four hundred twelve,six,-0.2504504,-0.17752206,-0.22492974,-0.2543294,-0.17685536
four hundred twelve,seven,-0.2551606,-0.17765589,-0.22369914,-0.25342903,-0.176851
four hundred twelve,eight,-0.25363213,-0.17767505,-0.2258591,-0.2543137,-0.17685464
four hundred twelve,nine,-0.25339648,-0.17766504,-0.2253428,-0.2543336,-0.17685539
four hundred twelve,ten,-0.25619218,-0.17770353,-0.22585951,-0.25415128,-0.17685242
four hundred twelve,eleven,-0.25435007,-0.17764734,-0.22540225,-0.2543361,-0.17685553
four hundred twelve,twelve,-0.25569287,-0.1777052,-0.2253922,-0.2541772,-0.17685482
four hundred twelve,thirteen,-0.25632897,-0.17770588,-0.22574997,-0.25430074,-0.17685513
four hundred twelve,fourteen,-0.24916852,-0.17766795,-0.22458534,-0.25411183,-0.17685479
four hundred twelve,fifteen,-0.2541813,-0.17758438,-0.21950778,-0.252569,-0.17684852
four hundred twelve,sixteen,-0.25253114,-0.17765914,-0.22547427,-0.25427613,-0.17685488
four hundred twelve,seventeen,-0.25595772,-0.17768843,-0.22535664,-0.25423998,-0.17685473
four hundred twelve,eighteen,-0.25603768,-0.17770568,-0.22569455,-0.25430563,-0.17685488
four hundred twelve,nineteen,-0.25600958,-0.17769766,-0.2254436,-0.25404125,-0.17685191
four hundred twelve,twenty,-0.2130651,-0.17382745,5.4335175,-0.24464148,-0.17684245
four hundred twelve,thirty,-0.25086796,-0.1772589,-0.22101362,-0.25321144,-0.1768486
four hundred twelve,forty,-0.25411457,-0.17703994,-0.21233463,-0.25310844,-0.17684907
four hundred twelve,fifty,-0.25593042,-0.17763424,-0.22350374,-0.25348502,-0.17684633
four hundred twelve,sixty,-0.255354,-0.17727944,-0.18985824,-0.25192297,-0.17684683
four hundred twelve,seventy,-0.2557903,-0.17768963,-0.2237711,-0.25378498,-0.1768489
four hundred twelve,eighty,-0.2546619,-0.1776978,-0.22529751,-0.25406697,-0.17685282
four hundred twelve,ninety,-0.2561826,-0.17769396,-0.22457135,-0.25360596,-0.1768516
four hundred twelve,hundred,-0.23307201,5.656836,-0.1852973,-0.25240862,-0.17685254
four hundred twelve,thousand,-0.2533343,-0.16847849,-0.22441176,-0.25409272,-0.17685446
four hundred twelve,<unk>,-0.25553533,-0.17770034,-0.22573376,-0.25436115,-0.17685561
four hundred twelve,<start>,-0.256195,-0.17769651,-0.22519153,-0.25417438,-0.17685466
four hundred twelve,<end>,-0.25660646,-0.17766526,-0.2218968,3.563394,5.6568537
four hundred twenty one,<pad>,-0.17878923,-0.17802998,-0.18294367,-0.2593372,-0.17680466
four hundred twenty one,one,-0.14184523,-0.1766603,-0.09251342,4.4467406,-0.17601895
four hundred twenty one,two,-0.17585246,-0.17796573,-0.18212144,-0.25811967,-0.17679746
four hundred twenty one,three,-0.17801924,-0.17793715,-0.18197975,-0.25674865,-0.1768039
four hundred twenty one,four,5.656741,-0.169094,-0.17369156,-0.16631505,-0.17672893
four hundred twenty one,five,-0.17274944,-0.17676868,-0.15817091,-0.22857808,-0.17678955
four hundred twenty one,six,-0.17535156,-0.17727037,-0.18051615,-0.25888997,-0.17680891
four hundred twenty one,seven,-0.17869312,-0.17799723,-0.18243845,-0.25768647,-0.17680599
four hundred twenty one,eight,-0.17789915,-0.17795369,-0.182886,-0.25962216,-0.17680816
four hundred twenty one,nine,-0.17827445,-0.17794308,-0.1822416,-0.25982985,-0.17680998
four hundred twenty one,ten,-0.17872842,-0.17801355,-0.18286565,-0.25915214,-0.1768069
four hundred twenty one,eleven,-0.17850958,-0.17797263,-0.18270156,-0.26010293,-0.1768105
four hundred twenty one,twelve,-0.17875898,-0.17802952,-0.18287982,-0.25962824,-0.17680904
four hundred twenty one,thirteen,-0.17875013,-0.17802681,-0.18289825,-0.25981998,-0.17680912
four hundred twenty one,fourteen,-0.1764178,-0.17790118,-0.18186684,-0.2580019,-0.17680687
four hundred twenty one,fifteen,-0.17853488,-0.17781183,-0.17857906,-0.24968536,-0.17679496
four hundred twenty one,sixteen,-0.17747414,-0.17790605,-0.18235669,-0.25837427,-0.17680773
