,,Time_0,Time_1,Time_2
four hundred,<pad>,0.026215877,0.027499469,0.0278298
four hundred,one,0.03018038,0.032270968,0.033300582
four hundred,two,0.034686532,0.033039495,0.032397192
four hundred,three,0.03319255,0.03332571,0.03396571
four hundred,four,0.029539391,0.028157849,0.026684264
four hundred,five,0.029506607,0.03045609,0.031069744
four hundred,six,0.030199045,0.030786978,0.030715385
four hundred,seven,0.03238697,0.03211312,0.032386236
four hundred,eight,0.03210676,0.03161829,0.031425454
four hundred,nine,0.030346708,0.0348567,0.03720841
four hundred,ten,0.029302254,0.03372742,0.035846367
four hundred,eleven,0.031264722,0.03261904,0.033458356
four hundred,twelve,0.029949853,0.029216113,0.028994508
four hundred,thirteen,0.027414884,0.026151806,0.02495578
four hundred,fourteen,0.029159931,0.025472427,0.024138128
four hundred,fifteen,0.03545315,0.042445585,0.045655116
four hundred,sixteen,0.029995672,0.029202119,0.02814068
four hundred,seventeen,0.030815918,0.031931363,0.033101693
four hundred,eighteen,0.034885023,0.032017536,0.03081616
four hundred,nineteen,0.025515262,0.02743894,0.028039318
four hundred,twenty,0.02905453,0.028498525,0.028217774
four hundred,thirty,0.027316079,0.026194064,0.025461214
four hundred,forty,0.028847938,0.029598542,0.02999559
four hundred,fifty,0.031160872,0.030251227,0.029753415
four hundred,sixty,0.030843614,0.02727193,0.026142986
four hundred,seventy,0.02886084,0.027142573,0.02696925
four hundred,eighty,0.029746165,0.028462145,0.028335648
four hundred,ninety,0.030252777,0.029926373,0.029974405
four hundred,hundred,0.025931403,0.025143288,0.024800537
four hundred,thousand,0.03696338,0.036375377,0.034695677
four hundred,<unk>,0.031225415,0.03228647,0.032663263
four hundred,<start>,0.0261398,0.02768426,0.027919332
four hundred,<end>,0.031539574,0.026818292,0.024942024
four thousand,<pad>,0.027858753,0.028476546,0.028573425
four thousand,one,0.03154885,0.033043317,0.03380393
four thousand,two,0.034523245,0.03380682,0.03341574
four thousand,three,0.032898378,0.033488415,0.03401687
four thousand,four,0.029089423,0.028555447,0.027503062
four thousand,five,0.02843226,0.02854227,0.028812766
four thousand,six,0.029940637,0.029885063,0.0295524
four thousand,seven,0.03165663,0.03119337,0.031174796
four thousand,eight,0.032313664,0.030816043,0.03008733
four thousand,nine,0.03187687,0.036444414,0.03900238
four thousand,ten,0.030110102,0.034446612,0.03662402
four thousand,eleven,0.03230844,0.03368223,0.03444086
four thousand,twelve,0.027283283,0.027175073,0.02728019
four thousand,thirteen,0.027608007,0.026213637,0.025039742
four thousand,fourteen,0.027626116,0.025514357,0.024575073
four thousand,fifteen,0.035068534,0.03961559,0.041942433
four thousand,sixteen,0.030893346,0.030743334,0.030185958
four thousand,seventeen,0.03163587,0.03261959,0.033699725
four thousand,eighteen,0.03465641,0.031946078,0.030831195
four thousand,nineteen,0.026065951,0.02791112,0.0283058
four thousand,twenty,0.02936087,0.029519252,0.029465964
four thousand,thirty,0.027886186,0.02818782,0.028090088
four thousand,forty,0.026550459,0.027541965,0.028185407
four thousand,fifty,0.031699844,0.030417059,0.029914549
four thousand,sixty,0.027647942,0.025564259,0.025001504
four thousand,seventy,0.027783385,0.026298968,0.026198765
four thousand,eighty,0.028471835,0.02797625,0.028268393
four thousand,ninety,0.0314409,0.030278714,0.029787233
four thousand,hundred,0.025972636,0.024422469,0.023847844
four thousand,thousand,0.03756123,0.03699328,0.03551368
four thousand,<unk>,0.032950338,0.033471752,0.033595216
four thousand,<start>,0.026580438,0.027584244,0.027661743
four thousand,<end>,0.032699194,0.027624717,0.02560206
