,,Time_0,Time_1,Time_2,Time_3
thirty five,<pad>,0.03011546,0.030090202,0.029098785,
thirty five,one,0.038757946,0.036811832,0.03497587,
thirty five,two,0.036128975,0.032600064,0.030966684,
thirty five,three,0.023914486,0.02516287,0.025859682,
thirty five,four,0.027168505,0.026401516,0.02603437,
thirty five,five,0.032280203,0.036536697,0.038527552,
thirty five,six,0.027642047,0.026557218,0.02678168,
thirty five,seven,0.031352382,0.029957749,0.029588656,
thirty five,eight,0.027142609,0.03144474,0.03452338,
thirty five,nine,0.027973067,0.027105547,0.026715484,
thirty five,ten,0.03021182,0.028485272,0.02756426,
thirty five,eleven,0.032132454,0.035354882,0.037706587,
thirty five,twelve,0.029662244,0.032570586,0.03319195,
thirty five,thirteen,0.028555105,0.030586392,0.03150035,
thirty five,fourteen,0.031174827,0.027771877,0.026150262,
thirty five,fifteen,0.041958865,0.0379442,0.03540569,
thirty five,sixteen,0.027046278,0.028675701,0.02936147,
thirty five,seventeen,0.029432924,0.03059956,0.030796777,
thirty five,eighteen,0.029529966,0.029764315,0.03003097,
thirty five,nineteen,0.025029885,0.026671669,0.027468154,
thirty five,twenty,0.029354272,0.0303601,0.031010617,
thirty five,thirty,0.028861053,0.029219396,0.02921054,
thirty five,forty,0.030868921,0.028937662,0.027723188,
thirty five,fifty,0.03184662,0.031091059,0.031471353,
thirty five,sixty,0.032701746,0.03389787,0.034089133,
thirty five,seventy,0.03297935,0.029225219,0.027615089,
thirty five,eighty,0.024444131,0.026773315,0.027876997,
thirty five,ninety,0.02608988,0.021964055,0.01974359,
thirty five,hundred,0.036449548,0.036313802,0.036661208,
thirty five,thousand,0.028009027,0.023200288,0.021294894,
thirty five,<unk>,0.038284738,0.04491991,0.048498087,
thirty five,<start>,0.026084362,0.025619445,0.024613123,
thirty five,<end>,0.026816158,0.02738496,0.027943555,
three hundred five,<pad>,0.02833087,0.028405217,0.027545864,0.026814185
three hundred five,one,0.04010574,0.0390106,0.03804204,0.03748931
three hundred five,two,0.03669501,0.033077527,0.031620182,0.03104369
three hundred five,three,0.0243234,0.025705792,0.02641704,0.026911533
three hundred five,four,0.029768262,0.028227368,0.027020466,0.026234958
three hundred five,five,0.030454798,0.033702612,0.035276063,0.03611439
three hundred five,six,0.028141832,0.026585212,0.0265011,0.026548186
three hundred five,seven,0.028356895,0.027813999,0.027757112,0.027810365
three hundred five,eight,0.025753872,0.030733535,0.03438399,0.036655355
three hundred five,nine,0.029502988,0.029162329,0.028880151,0.028647305
three hundred five,ten,0.03133181,0.029564442,0.02848087,0.027817328
three hundred five,eleven,0.032431487,0.03514419,0.037162393,0.038423404
three hundred five,twelve,0.03055255,0.032757368,0.032994606,0.03266041
three hundred five,thirteen,0.028364304,0.030454045,0.03167552,0.0324961
three hundred five,fourteen,0.03272913,0.029847974,0.028245717,0.0274772
three hundred five,fifteen,0.037586965,0.033932623,0.031525865,0.030207403
three hundred five,sixteen,0.027588122,0.02903278,0.029520474,0.02979751
three hundred five,seventeen,0.026741257,0.028470697,0.02918859,0.029569367
three hundred five,eighteen,0.030305563,0.030467562,0.030437512,0.030403532
three hundred five,nineteen,0.025262551,0.026557272,0.02705673,0.027034074
three hundred five,twenty,0.031044045,0.030879915,0.031033043,0.031016976
three hundred five,thirty,0.030077979,0.030413184,0.030714538,0.030904863
three hundred five,forty,0.029643208,0.028278433,0.027426202,0.027084207
three hundred five,fifty,0.030854383,0.030586764,0.03135238,0.03213399
three hundred five,sixty,0.03135667,0.03292657,0.03327214,0.033229724
three hundred five,seventy,0.034141354,0.030491985,0.028996492,0.028182758
three hundred five,eighty,0.02522446,0.026730355,0.02711843,0.026957113
three hundred five,ninety,0.027876968,0.023084706,0.020691065,0.019407181
three hundred five,hundred,0.038000066,0.038249172,0.039142154,0.03991024
three hundred five,thousand,0.028594678,0.024198482,0.022422679,0.021729944
three hundred five,<unk>,0.037554763,0.042523228,0.04521211,0.046646006
three hundred five,<start>,0.025931915,0.027082754,0.026615001,0.026174022
three hundred five,<end>,0.025372053,0.025901368,0.026271397,0.026467424
