,,Time_0,Time_1,Time_2,Time_3
sixty seven,<pad>,0.027711041,0.027359731,0.02629206,
sixty seven,one,0.036569726,0.034393653,0.032373093,
sixty seven,two,0.03524929,0.030456705,0.028346773,
sixty seven,three,0.024996722,0.026654495,0.02770704,
sixty seven,four,0.026385399,0.025640676,0.02518837,
sixty seven,five,0.034995038,0.03942662,0.041924052,
sixty seven,six,0.023915868,0.023171892,0.023416473,
sixty seven,seven,0.03133877,0.029211096,0.028186487,
sixty seven,eight,0.028592376,0.030712565,0.03300293,
sixty seven,nine,0.026085528,0.025025882,0.024084372,
sixty seven,ten,0.026342599,0.025452912,0.024860792,
sixty seven,eleven,0.03164311,0.034681763,0.037382588,
sixty seven,twelve,0.031059118,0.032782707,0.032838803,
sixty seven,thirteen,0.029598929,0.032009512,0.033675026,
sixty seven,fourteen,0.034569953,0.031916484,0.030538917,
sixty seven,fifteen,0.04393212,0.03972682,0.03729372,
sixty seven,sixteen,0.027345391,0.031288628,0.033211358,
sixty seven,seventeen,0.028790487,0.030998653,0.03143836,
sixty seven,eighteen,0.030988524,0.02960192,0.029089855,
sixty seven,nineteen,0.025215684,0.027592955,0.028263943,
sixty seven,twenty,0.033658504,0.032767758,0.03272209,
sixty seven,thirty,0.030168902,0.030457156,0.030574163,
sixty seven,forty,0.034129128,0.031494144,0.029761424,
sixty seven,fifty,0.029015785,0.02966713,0.030915966,
sixty seven,sixty,0.032238074,0.033111792,0.03364446,
sixty seven,seventy,0.032679122,0.030024255,0.028692923,
sixty seven,eighty,0.024466481,0.02781768,0.02923719,
sixty seven,ninety,0.023887808,0.020400817,0.018436365,
sixty seven,hundred,0.03147003,0.032771453,0.033810332,
sixty seven,thousand,0.027716331,0.022886595,0.020817757,
sixty seven,<unk>,0.04043567,0.04642067,0.049004097,
sixty seven,<start>,0.026278049,0.024887783,0.023554,
sixty seven,<end>,0.02853053,0.029186945,0.029714229,
six hundred seventy,<pad>,0.026073,0.026611239,0.025993412,0.02545275
six hundred seventy,one,0.037985973,0.036438793,0.03473233,0.033698037
six hundred seventy,two,0.035781734,0.030520996,0.028391719,0.027416136
six hundred seventy,three,0.026034504,0.026970195,0.027594112,0.028009959
six hundred seventy,four,0.027805649,0.026225237,0.025267797,0.024672834
six hundred seventy,five,0.032003216,0.035705686,0.03762858,0.038652018
six hundred seventy,six,0.022764986,0.02107012,0.020821799,0.020835448
six hundred seventy,seven,0.029190753,0.027942605,0.027454875,0.027208656
six hundred seventy,eight,0.025367934,0.028985914,0.031947114,0.03397621
six hundred seventy,nine,0.026483446,0.025724147,0.024990961,0.024510195
six hundred seventy,ten,0.027913557,0.027654428,0.027083626,0.026605751
six hundred seventy,eleven,0.031396266,0.03439867,0.036962796,0.038575184
six hundred seventy,twelve,0.033020135,0.035855226,0.036314044,0.036182534
six hundred seventy,thirteen,0.03024677,0.03264724,0.034351584,0.035727326
six hundred seventy,fourteen,0.03517888,0.03328645,0.032099776,0.03148552
six hundred seventy,fifteen,0.038055114,0.033448316,0.030693676,0.029204836
six hundred seventy,sixteen,0.029249828,0.03313985,0.034745906,0.03553872
six hundred seventy,seventeen,0.028964052,0.03027861,0.030421736,0.030442627
six hundred seventy,eighteen,0.032994814,0.03221052,0.031865332,0.03171381
six hundred seventy,nineteen,0.025536576,0.02768769,0.028401151,0.028327422
six hundred seventy,twenty,0.032624926,0.031282496,0.03103979,0.030835615
six hundred seventy,thirty,0.030268654,0.030483115,0.030926308,0.031267427
six hundred seventy,forty,0.03194282,0.0302117,0.028769312,0.027857611
six hundred seventy,fifty,0.03103099,0.030858697,0.031753536,0.032693848
six hundred seventy,sixty,0.032257877,0.033422604,0.03413166,0.034425616
six hundred seventy,seventy,0.032597005,0.029216474,0.027708549,0.026924495
six hundred seventy,eighty,0.026957802,0.02895375,0.029614588,0.02952596
six hundred seventy,ninety,0.02768447,0.022215888,0.019676264,0.01840816
six hundred seventy,hundred,0.034831747,0.03493814,0.035369452,0.035718933
six hundred seventy,thousand,0.0284428,0.02443987,0.02277253,0.022175299
six hundred seventy,<unk>,0.03681914,0.0421607,0.04519514,0.046808776
six hundred seventy,<start>,0.026215916,0.026814617,0.02603654,0.025389472
six hundred seventy,<end>,0.026278751,0.028200092,0.029244008,0.029732864
