,,Time_0,Time_1,Time_2
six hundred eight,<pad>,0.000495922,3.448909e-05,3.8470334e-05
six hundred eight,one,0.010781431,0.0005833613,0.0032179945
six hundred eight,two,0.50119466,0.0013527895,0.0016923406
six hundred eight,three,0.02218668,0.00027410215,8.008759e-05
six hundred eight,four,0.021688186,0.0006725916,0.0002711122
six hundred eight,five,0.024913207,0.0019660583,0.005547278
six hundred eight,six,0.29785815,0.003178742,0.00035700278
six hundred eight,seven,0.0014225696,9.7328695e-05,6.012475e-05
six hundred eight,eight,0.010315996,0.00023305272,0.00025503294
six hundred eight,nine,0.011670429,0.00050214294,0.000566076
six hundred eight,ten,0.00017171129,4.2986678e-05,2.8156399e-05
six hundred eight,eleven,0.00074264145,6.4365995e-05,0.00012277959
six hundred eight,twelve,0.0003059364,8.139076e-05,6.188973e-05
six hundred eight,thirteen,0.00043620684,3.285735e-05,4.2327625e-05
six hundred eight,fourteen,0.0014054513,8.929151e-05,9.617974e-05
six hundred eight,fifteen,0.0016035542,0.00016687803,0.00010417089
six hundred eight,sixteen,0.001922669,0.00013530972,0.00016796567
six hundred eight,seventeen,0.0011302945,3.0721872e-05,5.268637e-05
six hundred eight,eighteen,0.00025664992,3.6633355e-05,7.232158e-05
six hundred eight,nineteen,0.00152277,0.000114881754,0.00021473039
six hundred eight,twenty,0.0021225426,0.0002633497,0.003825613
six hundred eight,thirty,0.0063417144,0.0014227409,0.0012933027
six hundred eight,forty,0.0023242454,0.0007708697,0.0008874053
six hundred eight,fifty,0.00067178597,0.00023487072,0.0008992625
six hundred eight,sixty,0.013608689,0.004680467,0.0033641385
six hundred eight,seventy,0.008283636,0.0018803632,0.001736608
six hundred eight,eighty,0.03659988,0.0012297324,0.0007845419
six hundred eight,ninety,0.00031171163,6.308343e-05,0.00010493135
six hundred eight,hundred,0.010537228,0.94759625,0.0004423188
six hundred eight,thousand,0.0066536316,0.018791392,5.1880874e-05
six hundred eight,<unk>,0.00013965597,2.3766614e-05,0.0001478817
six hundred eight,<start>,0.00021818135,3.982441e-05,9.191436e-05
six hundred eight,<end>,0.00016207591,0.013313333,0.97332144
six hundred fifty eight,<pad>,0.0013486908,0.00016129733,4.539938e-05
six hundred fifty eight,one,0.0068879034,0.00085822627,0.001189692
six hundred fifty eight,two,0.5665865,0.0012518688,0.00031953046
six hundred fifty eight,three,0.062940754,0.0011618696,8.132736e-05
six hundred fifty eight,four,0.016737437,0.0015993963,0.0003251705
six hundred fifty eight,five,0.027937002,0.0028912537,0.0029522202
six hundred fifty eight,six,0.16057634,0.0053163664,0.00025625702
six hundred fifty eight,seven,0.00344251,0.0002909583,5.2891613e-05
six hundred fifty eight,eight,0.016942762,0.0005875162,0.00014992924
six hundred fifty eight,nine,0.013596363,0.0008262314,0.00025544284
six hundred fifty eight,ten,0.00019868913,8.510827e-05,1.6936141e-05
six hundred fifty eight,eleven,0.0011491559,0.00014750955,0.00011197336
six hundred fifty eight,twelve,0.00030926117,8.9522495e-05,2.5275094e-05
six hundred fifty eight,thirteen,0.0005086274,7.719876e-05,2.7065425e-05
six hundred fifty eight,fourteen,0.0030381377,0.0003171388,0.000104937644
six hundred fifty eight,fifteen,0.0032276565,0.00043672117,8.4223e-05
six hundred fifty eight,sixteen,0.0033807005,0.00026188506,8.946036e-05
six hundred fifty eight,seventeen,0.0018314541,7.878618e-05,4.6739267e-05
six hundred fifty eight,eighteen,0.00040323162,8.899388e-05,4.6040583e-05
six hundred fifty eight,nineteen,0.0025640377,0.00044135927,0.00029417468
six hundred fifty eight,twenty,0.005132726,0.0011238819,0.003776545
six hundred fifty eight,thirty,0.009995039,0.0025103327,0.00069470727
six hundred fifty eight,forty,0.0018947101,0.0011675529,0.0003781262
six hundred fifty eight,fifty,0.0014095672,0.00049392506,0.0003652683
six hundred fifty eight,sixty,0.010013203,0.0037963933,0.0008059153
six hundred fifty eight,seventy,0.0067158667,0.0018773859,0.00070396386
six hundred fifty eight,eighty,0.05261158,0.0026623174,0.0006006869
six hundred fifty eight,ninety,0.00044285425,0.00012018787,4.953978e-05
six hundred fifty eight,hundred,0.006572828,0.8882194,0.0002818045
six hundred fifty eight,thousand,0.010833153,0.039519027,3.7536473e-05
six hundred fifty eight,<unk>,0.00021629405,5.0217954e-05,7.5876385e-05
six hundred fifty eight,<start>,0.00037026903,7.675573e-05,4.6623652e-05
six hundred fifty eight,<end>,0.00018470474,0.04141346,0.9857087
